ID,tweet,none
1337617924564119555t,One Pfizer trial participant told CNBC that after the second shot he woke up with chills shaking so hard he cracked a tooth It hurt to even just lay in my bed sheet he said Im gonna have to give a vaccine that produces those symptoms a hard pass ,0
1340219563569532929t,When you wake up to this scaremongering Headlines you ask yourself what was the point of PfizerCOVIDvaccine BorisHasFailedTheNation Pfizer ,1
1320824128300027906t,COVID was the cure for Influenza all along   When people tell you to get a flu vaccine tell them no thanks COVID has arrived   Coming soon 11420 Influenza on the rise and COVID deaths are down,1
1374046318000283654t, Also Covid is not a risk unless you are very elderly when everything is a risk anyway or already very ill So a vaccine seems unnecessary for the vast majority especially an experimental one,0
1333828835071156224t,Man listen Pfizer can roll this vaccine out and all the way up to my front door and i still aint taking it,1
1370512620286005257t, Namaste the unroll you asked for Aside from the fact that the first available COVID vaccine DIDNT  See you soon ,1
1374114812402147330t,am essential but not enough to get a fucking vaccine,1
1307045616594415619t, Hes right He knows most of the population does not want a COVID vaccine There will be plenty left over for you Jim,1
1333481900053323779t, Pfizer and all vaccines should in question Aborted fetal cells not to mention all the toxic chemicals in them doesnt take much to find this information Nope not a crazy tin foil hat whack a doodle would you put things into your children and grandchildren God Bless,0
1337866348995735558t, Wasnt Pfizer the company that made OxyContin and got sued for so many addictions and lawsuits Just wondering Now they want us to trust their vaccines,0
1355147401762381826t, From what I have read I wouldnt take the JJ vaccine,1
1321756217648308224t, Either the vaccines work and we pay Pfizer  AZ billions for them or they dont and we pay them nothing,0
1266413998708146177t,At the current time COVID vaccines are all the rage Expectations are not only high they are too high ACSH friend and former trustee Dr Paul Offit gives us a muchneeded reality check By  ,1
1407779294751907851t,  Question Why has no one taken a post vax blood test to see if in fact they are now immune if they now have B and T cells primed to detect and defeat covid Question Why did Pfizer tell everyone not to take a post vax bloodtissue test Question Whatever happened to follow ups,0
1298038120584101888t,   My oldest is full on masks are stupid  good boy I bought the thinnest cloths possible He aint gettin the vaccine though Fuuuuuuck that,1
1319446624049844225t,I aint taking no vaccine that comes from him lmaooo PresidentialDebate2020,1
1333790105832591361t,Yall can go eat a bowl of dicks if you think I am going to take any covid vaccine,1
1331289923564023813t,Dont Its a trick to get you to take the Covid vaccine,1
1330406756405669895t,   THE known sequence in a host The known sequence of what Are you saying the human body has only ONE protein that needs to be compared to the viral spike protein sequence Lmao Its hilarious watching you try to science ,1
1335536228469444608t,   O yeah 2 many still depend on MSM  its designed 2 deliberately lead ppl in2 the trap using misinformation 2 maintain ignorance 2 elevate hysteria Ppl not knowing any diff out of fear comply How many r going 2 accept the CovidVaccine wo knowing its REAL purpose,1
1300879812790292484t,People worldwide are rising against bloody lockdown tyranny masks vaccines policestate pharmacorps newworldorder gates astrazeneca gsk gavi who We want our freedom rights jobs lives back  Say NO to new normal say NO to new world order  Irish Rover,1
1293187211391770626t, Without Phase3 safety and efficacy data the Russian vaccine is a none starter outside Russia Thats how the system works,0
1231887451901366273t,   The same vaccine as for cancer Iv heard and still no vaccine for cancer,1
1325772526044246020t, So what about the other 10 Who was it tested on to verify the percentage What are the side effects What evidence can  provide to show how they made the determination of the vaccines effectiveness,0
1320409286963580934t,Paying people not to work while we wait for a vaccine is a desperate gamble fraudulently dressed up as a policy of safety first Meanwhile we also wait for the depression dominoes to fall ,1
1338581685324181506t,Psst CovidVaccine My mums doctor said that he would not be taking it,1
1453426078429679623t,Pfizer the covid shot they intend to give YOUR child ,1
1358461418576752641t,Look up and listen to Dr Vernon Coleman before you decide to get a vaccine Covid,1
1332909005589516293t, I dont think people should get a Covid vaccine It would be so unfair to those who have already died of Covid,1
1339495360859934720t, For the Pfizer vax the literature insert that comes in the box under section 46 says it hasnt been tested for fertility Kind of a glaring omission if you want to have kids one day,0
1286023868243681281t,Oxford University and AstraZeneca Making Coronavirus Vaccine Using Cells From Aborted Babies    I thought it was illegal to purchase aborted baby partsnow in a vaccine near you,0
1327367121253376001t,And whos going to get those 20 millions doses Because I sure as shit dont trust that vaccine and wont be getting it And Trump supports dont believe COVID is real So,1
1306655698856673281t,Fck off Moderna Publishes COVID19 Vaccine Trial Blueprint To Quiet Concerns About Rushed Approval  Zero Hedge ,0
1339506300795953153t, Pfizer are used to manipulating the data to suit Some of us are acutely aware of their previously misdemeanors with the Zoloft data More than 300 families are trying to get justice for the deaths and damage caused Now the governments have absolved them from all liability,0
1421756026525609985t,   Wait until she sees the most recent follow up results from Pfizers own COVID vaccine study involving over 40000 people 15 people died in the vaccine group 14 people died in the unvaccinated group No Real Protection,0
1355348008838303744t,Imagine murdering your wife and still getting the vaccine ahead of my successful elderly  philanthropic parents whove devoted their entire lifes earnings to their church and their community Ask me again why my Mom is refusing the vaccine,1
1329184372705136640t,     Was always the plan  I do not consent to none of this,1
1377308729306140672t,   The Vaccine only protects YOU it DOES NOT stop you from catching and spreading the virus  Therefore theres literally NO POINT in a Vaccine passportis there,0
1338156670116122630t,I have heard enough lying on TV this morning about the Pfizer vaccine Americans should NOT take the vaccine until Germany France Canada and South Korea have approved it If it is so good and safe it would have been approved there as well,0
1328370730925391872t,I think Ill skip Pfizer and wait for the really good stuff ,1
1353832747681390593t,    Of course people will die after getting a vaccine OR not getting a vaccine The vaccine does not guarantee immortality,0
1295534632952385536t,No matter what happens with this Covid19 thing there aint never gonna be a vaccine against ME,1
1254694435318833152t,  You need to ensure adequate antibody testing to know who doesnt need the vaccine and ensure each individuals right to refuse without discrimination MyBodyMyChoice,0
1370789933804359684t,truth be told Im more scared of the vaccine then Covid,1
1289700967991005186t,And this is why you will never get that covid vaccine in my body  IwillNOTComply,1
1338637324264099842t,If u fw them COVID vaccines u a jack n the box ,1
1319410364497494022t, AstraZeneca needs to come out hard that this volunteer got the placebo not the vaccine The media as well needs to be cystal clear he did not receive the vaccine he got a placebo,1
1322847831913304064t, This statement is ridiculous unless the vaccine is to be rolled out without proper testing for safety There could well be more people die from side effects of the vaccine than are saved from Covid,0
1375153101334839307t,I want people not to get vaxxed Good intent so they dont die They want me to be vaxxed Good intent so I dont die When you look at the spiritual energy youll realise why theyre so afraid of the truth Divided we still have one energy ,0
1255932354419359751t, I dont take the vaccine for the flu or Pneumonia doubt I would take one for C19,1
1249471202248331265t,corona was in the US on January 15th Then we have the CDC saying to count deaths that arent corona related to skew the numbers Then there is massive amounts of money to be made on the vaccine Why not build up the bodies immune system Im sure there are ways,0
1377392878431862787t,    But if theres some truth that the vaccinated are now more likely to pose a risk to everyone else then its them who should stay in,0
1367842070560399361t,So there is 200k up for grabs to anyone who can isolate and create a pure sample of SARS covid 2 as yet not claimed how can there be a pandemic if the virus doesnt exist and how can a vaccine be created to protect against it,0
1378304724492021762t,Seven people die from blood clots after Oxford jab in UK  but no evidence of link regulator says   We still cannot rule out a link between cases of blood clots and the vaccine,0
1355839899606396929t,   Who has refused to go back to work NOONE We dont even want the vaccine ,1
1338566157062660098t,If u dont need 2 wear a  u dont need the vaccine mondaythoughts MondayMorning CovidVaccine ,1
1347436007956705281t,Very Healthy 56YearOld Miami Obstetrician Dies after Being Injected with the Experimental Pfizer COVID Vaccine ,0
1262261316955385857t,If youre worried about Covid19 then you should be TERRIFIED about the vaccine Under the disguise of University of Oxford is really Astrazeneca pharma giant that was sued for fraud AstraZeneca Given go ahead for 30 Million UK Vaccine Doses by September ,0
1365820023739138049t, Hey look Another vaccine I refuse to take,1
1355455214233464833t, Thought exactly the same on the announcement  on principle I wont be taking the JJ vaccine thats for certain,1
1354512912564547585t, Please get this vaccine straightened out selfish I know but my wife is on her second battle of cancer in NJ and we are not going to try to 1st shot knowing we cant b guaranteed a 2nd shot Also the pic looks like a Beatles Album coverwheres Paul Lol,1
1297662238925500418t, Is it Putins vaccine He has rushed through one thats not properly tested,0
1334618763627548679t, Misinformation is another term for we dont like the information Parents of children that have been injured from vaccines and won settlements in the court of law have been censored Also if the Covid vax injures you they have no liability ,0
1337174197202771972t,    No poison for me thanks,0
1277988416249114626t, Tried and true childhood vaccines Im on board I declined the flu vaccine as it was a moving target every year and I rarely get the flu Covid vax No thanks Ill take the Darwin approach on Covid ,1
1344288262073024512t,    Hold our nerve  get through this together  Have any MPs lost their jobs businesses had numerous GPhospitals appointments cancelled Any of them on 3 14 pay So politely get lost  keep your vaccine,1
1336275269540319232t, Politicians their media and Pfizer employees should take the vaccines first,1
1244187076666503169t,  Ramaphosa he is totally responsible for everything whether Corona is in the vaccines or airborne he is responsible he is part of whatever the agenda is The day Ramaphosa was parachuted into the presidency via the billion Rand backdoor that was the beginning of our problems,0
1311375967156396032t,   No ones going to get injected with something thats only been made in the last 6 months especially when many people think they have already had it so dont need a vaccine,0
1338528470465474561t,Medical Ethics of First Do No Harm will be violated For over 99 of people the risk of harm from the vaccine will be far greater than the virus It is ludicrous to vaccinate the entire population for a virus with a 999 survival rate CovidVaccine ,0
1321229850443685891t,No lockdown or vaccine necessary just take 2 and call me in the morning Maryland study shows 47 reduction in deaths with baby ASPIRIN  FAR MORE effective than Faucis expensive and dangerous Remdesivir which had NO reduction OperationWarpSpeed ,0
1339933503627145216t, Also not that many years ago people and the government were raving about another vaccine they reckon was the best thing everthalidomideand remember how that one ended Its exactly the same now also a country in Africa is suing Pfizer for illegal trials on their kids,0
1361010810856886274t,Hmm So she helped fund the Moderna Vaccine but shes not taking it  Why Dolly Parton Isnt Getting the COVID Vaccine  via ,1
1336349335097892866t,bruh you are legit begging for a covid vaccine we are not the same,1
1350893595088322560t,Interactions information for the ATRAZENECA COVID 19 VACCINE Clause 62  In the absence of compatibility studies this vaccine must not be mixed with other medicinal products  So having your second jab with another COVID 19 vaccine is a bad idea ,1
1333188527417405442t, No  get the wretched Govt vaccinated on camera including the ShapeShifter Johnson we can wait to see the result,0
1021843167992139777t,  I never said it was a citation and it certainly isnt hearsay There have been many articles over the years of teens dying from the vaccine and my daughters experience is real Parents should do the research not just take your word for it,0
1353298771296219136t,Well not the Pfizer vaccine cause I still feel the same,1
1333417395071889408t,This is it folks if this is how its going to be then they can stick their needles where the sun doesnt shine If you disagree with this assault on our basic freedoms then YOU MUST REFUSE to be vaccinated,0
1409855580408193025t,Man 65 dies from blood clot after Moderna vaccine  Yahoo Lifestyle UK ,0
1376349106713591809t, Im not taking that crap vaccinenot going to force my kid to either NoVaccineForMe,1
1432777842761342981t,      Eh thats nonsense mrna has been used loads Youre referring to a SARS vaccine trial which wasnt mrna and didnt kill the animals You dont even know the nonsense youre repeating No they are not better off doing that by a huge margin No there are not lots of se,1
1410388766557048833t,  Your post is actually listing side effects of both types of vaccines AZ and Pfizer As you say the AZ clots is not the only problem Young people are at greater risk of side effects from both the vaccines Old people are at far greater risk from the COVID infection,0
1374651889288146944t,  This is utterly terrifying childrens health put at risk by an untrialled vaccine where scientists wont know the outcome for another 3 years Children have no say they are at the mercy of their parents Covid fears I feel this is like Germany in the late 1930s,0
1355701172682813441t, Not surprising The vaccine might as well be a placebo,0
1423938882454753290t,12 Also in the UK after vaccination with the PfizerBioNTech vaccine 158 reports of thrombocytopenia one fatal 68 reports of immune thrombocytopenia and 307 reports of nonsite specific thrombosis six fatal,0
1342428053524373509t,  Heres his logic since you can die from covid that automatically makes vaccinating pregnant women safe No idea what thr health outcomes will be to the child or if the vaccine terminates the pregnancy Wreckless,0
1291755448291536898t,  I orginally thought the Oxford Vaccine now being tested was the only one too but have since found out that all vaccines under development for Covid19 contains version of the living virus that has either been weakened or killed,0
1339942611696705536t,Moderna is a Bill Gates funded baby and recalling his statements of reducing the worlds population by 1015 it maybe best to avoid this killer,0
1378435371462197250t,  Im with you sharon I keep getting told Im in the minority Im not interested in the vaccine Never ill had anything problems covid in our house not do much as a niffle Crack on people,1
1306340179184058370t,    Steve I really dont care about your politics Like I wouldnt consider the Russian vaccine I wouldnt consider any other vaccine where the phase 3 isnt finished Thats all,0
1453630013136310272t,Why is Pfizer pushing an untested vaccine on children by  ,0
1422715759529132035t,  Instead of rushed approval of 1st Gen vaccine that skipped age vs safe dosage studies Expedite vs stall  safer better ethnicity data Not falling for political approval novavax CovidVaccine ,0
1308520282710306817t,  Are the manufacturers of this vaccine saying that they wanted an early release Have you done any reading about the Russian vaccine issues or of the history of the Swine Flu vaccine and President Ford,0
1328326577923502080t,VACCINE KNOWLEDGE PROJECT SAYS In the case of the MenB vaccine for example it took nearly 20 years from the first idea to the vaccine being licensed for use So not next month then your media tells lies dailymail vichy CovidVaccine SCAMDEMIC2020,0
1363373259886977024t,  Can these top doctors use the same modelling software to show dead from vaccine numbers and using the same counting method as dead from covid   Id really like to see those projections before subjecting myself to the jab,0
1244898862516654080t, The last time I saw a Dr was in 1993 why will I need a vaccine Badlalele kude nami,1
1363903657335533571t,   cant you read it was tested on people of all different races ages nationalities but you know when they get covid it will be the governments fault or the police or anyone else apart from themselves for not taking the vaccine and people like you full the fire,1
1382730107589038087t,Woman Dies After Getting Johnson  Johnson COVID Vaccine CDC Investigates Link ,0
1243750597020585986t,  They cant find a vaccine for the common cold virus but the will for COVID19    How does that work ,0
1151668556049702912t,    So you support the vaccine science from scientists  paid by BigPharma Thats like trusting Boeing paid engineers to certify safety of the 737 for commercial flight,0
1376786030498607105t,Thanx for allowing me to exercise my Right to Refuse a COVID Vaccine Now Ill pay my taxes and Vote,1
1364005418989674498t, Pretty sad that you need to push the miracle vaccine so hard because no one wants it Another spectacular Covid fail ,1
1354031091326345218t,   How about Fauci take his own vaccine in front of American People Let Americans see it with drawn from a actual vaccine vial Bet that will never happen,1
1374594175023390723t,No vaccine for me no thanks keep that needle da fuck away    ,1
1320411992440643584t, I dont care WHO rolls it out I will not be taking a vaccine they put out takemetotheguillotine,1
1330836728412827650t,     My wife and I have been saying all this for ages and were not specialists It is absolutely criminal that this has been banned Shocking level of censorship Its all about flogging a vaccine Too much money at stake for Big Pharma and colluding politicians,0
1288088987064836098t,Question of the day why is it safer to take an unproven vaccine that alters your genetic make up or an antiviral that has major side effects rather than take a drug with a minute side effect profile that has been in use for over 50 years,0
1441995935114989568t,   Or a nurse whod been working throughout the pandemic had Covid herself last year and hence has strong immunity Still under pressure from management she got a first Moderna dose  had a very bad reaction You think she should lose her career if she doesnt submit to dose 2,0
1376729657077272579t,Shout out to all the folks saying they see hope in their being vaccinated This isnt hope,1
1329085171312730115t, So Four things to note here 1 Pfizer went from saying Oct 27th they were no where near ready to nov 7th saying they had a vaccine 2 A vaccine IS NOT a cure 3 Dolly Parton is making a vaccine Designer Vaccines now 4 This is all about cooperations and money,0
1326198561567027201t, Unlike flu you can only get covid once it seems no one has reported getting covid twice except some guy in S Korea where was probably a testing error which is good compared with flu I cant see myself having vaccine though as feels rushed out want to know side effects first xx,0
1286961746557702145t, I fear MandatoryMasks are simply a distraction from what is coming  MandatoryVaccines We must stop being distracted by what is essentially a stepping stone that isnt even being enforced and start to gather some meaningful opposition against the latter,0
1301828941846470656t, Dr Yan on CCPs hasty push for COVID19 Vaccine The vaccine can have huge side effects and generate ADE facilitating the CCP virus to infect human ,0
1374414398811381768t, Well of course its going to Most of us have been vaccinated so its alright isnt it If its not what the bloody point in vaccinating everyone ,1
1376608099285532674t, Thats misleading if not a direct LIE  has gone public with the impact of the Astra Zeneca vaccine creating blood clots in his healthy 60 yr old aunt who had a brain operation and now in coma Started with a headache,0
1339913509493239808t,  because the Pfizer distribution is going oh so well ,0
1298414575147192321t, Why risk a vaccine when the mortality rate is very low similar to influenza for people under 50 Doesnt make sense to me I trust my immune system Better still as a parent I take comfort knowing the risk of death is lower than risk of flu in children,0
1343285399867813891t, You have massive support Tim I am simply choosing not to take the vaccine It is our right as Americans to choose I survived covid I know what I am dealing with now,1
1405147022164779010t,  Glad I didnt take the Sputnik 5 vaccine It seemed like a joke naming it after a satellite,1
1288265217936416769t, Im 66 so I guess Ill be full of Covid cause I aint taking that damn vaccine,1
1347874444996435968t, Africans now we pray for white Jesus to stop covid 19 we dont need any more vaccine,1
1335013830028652551t,Modernas vaccine may only provide 3 months of immunity Im not sure this is the game changer people are hoping for It also means that even vaccinated people may need to wear masks after 90 days or so after they get their shots,0
1377056196381847555t, yes Oh course lead the sheep to slaughter How much evidence do they need Astra Zeneca NO WAY Rather quarantine longer than take that vaccine Not taking the chance,1
1370752347580764167t, My GP contacted me to take the covid vaccine I declined No vaccine for me,1
1244493424205709316t, can we tell our pensioners not to be vaccinated please ,1
1354233696815996935t, I think they planned to make money  allot of money from the vaccine,0
1289961908104134656t,  Translation  I gotta keep this up a little bit longer or no one is going to want this Pfizer vaccine by the time we finish it,1
1303524536395001856t,   vaccines are not a viable option at this stage in india and definitely not in future Ironically India will reach the stage of herd immunity before any vaccine roles out atmanirbhar bharath,0
1336428806454693888t, Jim this Pfizer vaccine causes female infertility just as it was designed to do Time for you elected officials to protect your constituents,0
1304114886004236289t,Imo other than a bad flu Covid is strictly for data collection Just like any vaccine that may come out Biometrics is the only thing Google et al havent built yet But now that they are in pharmaceuticals it is happening as we speak I am sure,0
1354810621586403328t,Im not gettin that shit til most mfs got it tho LMAOO not catching me on the first wave of a vaccine that was created in 6 months ,0
1374719280558784512t,I wouldnt take the AstraZeneca vaccine Would you ,1
1331489163430875141t,   No evidence any CovidVaccine prevents viral retransmission so mandated vaccination is for appearances not for science,0
1406252967012016128t,  I have noticed that even if you tell the Chinese bots they dont have to take the vaccine and that youd defend them they actually got to Defcon3 and berate you for something you didnt say and try to emphasise theyre not anti vax while clearly being anti vax,1
1433148588595597312t,Otherwise healthy BBC host complained of headaches scans later found haemorrhage on brain inquest told There have been 417 cases of blood clotting after AstraZeneca vaccine out of nearly 50m doses administered,0
1299504835239137280t,Heres why Ill not be taking the COVID19 vaccine when its announced  and why you shouldnt either Im a scientist and I hate having to write this ,1
1347656559371943939t,  didnt they say that the vaccine wont protect you from getting COVID or transmitting it since its an mRNA,0
1326011248278859776t, The Pfizer vaccine is a scam The lowdown is in this report vaccine section ,1
1220191028147343360t, maybe but hey your mom never vaccinated you thought ya should know ,1
1374026344380706818t, The AstraZeneca RNA vaccine is made using aborted fetal tissue stated on the box in med jargon Its reasonable to assume cells remain in the vaccine Regardless of efficacy that is a perfectly valid religious argument to refuse the vaccine,0
1329395373723578371t,By Gods grace I recovered from the Chinese virus in April It was a terrible experience Yet I WILL NOT TAKE A COVID19 VACCINE Thanks God bless,1
1407907583617208325t,Germany and South Africa demand action over spoiled Johnson  Johnson Covid vaccines  via ,0
1343015927474884611t, Maybe shes not crazy maybe shes right about the Moderna Software for Life vaccine that perhaps the army will enforce Only time will tell I guess I certainly dont have a crystal ball,1
1333236561228402689t, Positive COVID test Wait 2 weeks  take antibody test Positive free pass from masks social distancing and vaccine requirements Negative Sue the shit out of the people for fraud and the charter violations,1
1364262564612493314t,   With the media pushing hard for vaccine passportsid Boris has one chance left to prove that he is indeed conservative If he caves in and divides the people further he will destroy what is left of his credibility He has shown little fortitude thus far so I fear the worst,0
1326037105731137536t,Well Fuck Me Sign me up lol More LIke I will SKIP THANKS but please feel free I mean pretty much WORSE ODDS then ANY OTHER WAY TO DIE UNREAL COVID19 Pfizer says vaccine is 90 per cent effective  7NEWS  via ,0
1337836128121065472t,Science has debunked facediapers as useless and dangerous to use that science is ignored while the science of a safe covidvaccine is like a divine revelation even though we have evidence to the contrary freedom,1
1357304664849588224t,  Incorrect what matters is how the vaccine impacts people who do get infected The trial was obviously done with lower covid level than now and I know for some vaccines the trial was done in multiple countries to increase numbers,0
1326245551319502851t, you are the scum of earth and corrupt as fuck Trump supporters will never take ur vaccination ,0
1438846921427361793t,   Its dated August 2021 the market has been consuming the Pfizer vaccine since last year And yet five more years of safety testing has been requested because they arent happy with the levels of heart issues,0
1336497406314225667t,  Before taking the Covid vaccine listen to this researcher,1
1336621751753699329t,      COVID is worldwide Regardless if you live in America or not the sheeps will be getting them vaccines I know that for sure,1
1375018551396945920t, thats nothing to be proud of Canada should be ashamed of the vaccine roll out,1
1329044142501015553t,  Pfizer can say anything it wants wed have no idea Thats what scares me They need long term testing and a way for people to sure then if things go wrong Without accountability they have no credibility,0
1288899167885066241t,Everybody with positive COVID test results needs to have their antibodies checked especially the asymptomatic  There are too many discrepancies in what were being told by the media and government   They want us to take that vaccine Its never gonna happen,0
1353795101349335043t,Reading through this thread do the people planning these vaccinations not have grandparents Do they no know any disabled people Nationwide our vaccination plans are a huge mess and not getting any better Its a disaster,1
1333437658484367363t, If YOUR vax makes YOU immune why would you be bothered if some other ppl were vaxxed or not Does YOUR vax not work VaxAware Covid19UK COVID COVIDIOTS,0
1415689767027679232t,  will do better to push the old school best in class novavax vaccine which is struggling to roll out due to its exclusion from DPA in favor of mRNA vaccines which are dogged with mistrust JNJ is also facing with uptake with unknown efficacy against DeltaVariant,0
1253423058469048322t, His credentials are just as youd expect pushing flu vaccine affiliates with the WHO Obama appointee PhD by the way not MD ,1
1263293758256435201t,The Bill GatesFauci Phase 1 covid vaccine by Moderna medically disabled 20 of recipients Only half developed any sort of antibody titer Gates Itll do Fauci Close enough ,0
1249309530132905988t,Faucis a greedy fraud Hes the director of NIAID whos producing the so called cure vaccines with drugmaker Moderna Everything else is a threat to his business FireFauci       ,0
1348973394440708098t, Well i believe there wont be an election until Trudick get enough covid vaccine into enough people to claim he did something right So probably not until the fall We all know minoritie governments dont usually last long,0
1309898484368183302t,  For exemple in the Netherlands it is forbidden to perform genetical modifications on humantissues With good reasons And now were paying for a vaccin that is going to do exactly that illegalvaccins hypocrite immoral,0
1344391414327595010t,  Pfizer has faced thousands of lawsuits filed for medical injuries caused by its drugs It has also set a record for the largest fine paid for a health care fraud lawsuit filed by the US Department of Justice Go ahead and be their guinea pig but I dont trust them,0
1376596936132812803t, Lmao this administration is a joke They want to pass a recovery bill tout the vaccine numbers and then keep scaring people into following their orders This is ridiculous They will never let us be free because the rules keep changing,0
1291888055880519680t,Remember the time Bill and Melinda Gates crippled and paralyzed almost 50k children using an oral polio vaccine they KNEW would cause that but thought itd be easier  Yea and that why youll never get that sketch covid vaccine into my body  ,0
1321811220413009921t,I never believe a word he says And Im not taking his stupid Moderna vaccine,1
1363878827810775040t,The vaccine was supposed to set us free Now we hear about masks in the classroom and corridors and continued mass testing Now they want to vaccinate our kids  They will never let us return to normal EnoughIsEnough,1
1373262941319991298t, No vaccine no mask living my normal life never has covid,1
1318061507129659392t,Anyone knows what was the adverse event in this adenovirusvectored vaccine  Was it myelitis again The more we delay in knowing more trials start  like the Russian vaccine in India again adenovirus ,0
1336523715220127745t,The AstraZenecaOxford vaccine only has a 704 effective rate compared with two others that have an over 90 effective rate Id like to know if Im getting the less effective vaccine wouldnt you ,0
1368792899509489665t,The last thing i want to do in this life is get a covid19 vaccine,1
1312025993675247616t,If Trump survives COVID I am never taking the vaccine,1
1374328684111364097t,Theres been a strain of common thinking during covid Here  shows it he speaks as though a priority group will ever be 100 vaccinated For a lot of reasons that just wont be the case Read a plan that depends on that will definitely fail,1
1377384891445243908t,  First time ever FLU Never took another Flu vaccine and never had the flu again 20 years ago,0
1326217874147598348t, Not everyone is going to take  receive the vaccine Corona time is here to stay,1
1325879758148800515t,  Is it just me or is this kind of dubious Pfizer says COVID19 vaccine is looking 90 effective  43K participants but study has no data of how many were actually exposed to virus to test response  Without a challenge test of those vaccinated we really dont know effective rate,0
1277985477392547841t, weather its Moderna Inovio or Trump it doesnt matter One thing I know is this country is a complete fraudThe virus was made by American scientists to create a crisis to do unlimited quantitative easing here and globally This was a 20 trillion  move ,0
1334112816303927297t, I truly hope so and I wont take the Pfizer vaccine Start protecting our western Cape farmers DA truly lacking on that field xxxx,1
1339645625038716929t, They wont be next year CITOKINE STORM REACTION will have kicked in Google that Well known apparently with the Pfizer type of vaccine I believe your immune system starts attacking itself  youre body goes nuts People will apparently die from the common cold,0
1363945292480012291t, Why you all complaint sure all the fucked up sheep will have to cure vaccine Let the rest of us get in with life,1
1278397251803643905t,Thick propaganda from all FakeNewsMedia Instruments of WHAT  via  freedom Patriots medicaltyranny Government vaccine Agenda21,1
1344308016300978179t,   Do your research The vaccine doesnt give you immunity  it only lessens severity of symptoms When they say 95 effective thats effective at lessening symptoms not preventing covid,0
1333402934755864577t,Emergency Use Application or EUA as they like the acronym means NO LIABILITY people So modernatx can stick whatever into you and if you vomit slime so be it,0
1328352533971165184t,How many vacancies do they think were having As far as im concerned Im not having any  No Moderna jab in UK until at least spring 2021 as government didnt order it  Sent via ,1
1374836542343102472t,Im with you I have declined to have the vaccine My wife has had it all my friends and family have I chose not to My life my body my choice,1
1365013023275032584t,  Fk the vaccine Andrew its about time you got that into your head,1
1254334561825312770t, I Agree totally The politics of this country is highly monetized its such a pity  We are hearing that Cyril is busy having talks with Bill Gates on vaccine and our so called revolutionary opposition are quiet,0
1337201166342615041t,I heard a medical professional say she prefer to get covid and recover rather than taking the vaccine and getting some weird side effect years from now would you take it,0
1255878329070125057t,    Maybe Bill Gates could be the first to test it out,1
1330802572987404289t,    Happy christmas sheep youll get the present youve wanted all year  Wake up will yas DONT TAKE IT,1
1325840402964996096t,    you gonna roll up your arm and bend over to get that shot,1
1330932467952447493t,Idk about yall but Im not getting no Covid vaccine yall can go first ,1
1364590447214145537t,Were told that we have to be overly cautious in case the vaccine does not offer enough protection or in case of highly unlikely vaccine evading variants etc However if the vaccine isnt the way out of this what is plan B  Lockdown forever,0
1374368504934191113t,No offense but if i end up getting the johnson and johnson vaccine thatll just be the last straw,1
1365992146927517701t, Very upsetting news about your vaccine Not that youve had it In  of itself thats not important Its that youve annouced it to everyone You didnt have to disclose a medical procedure  many will now reluctantly follow suit this is frightening stuff,1
1335525265775144960t,    Stick it where the sun doesnt shine Side effects will kill more people anyway,0
1365876987743641602t,  If 47 of the population wont get the vaccine maybe dont blame it on the people not getting it and learn about why we arent getting it its not the peoples fault for a closed society its the governments fault   ,1
1337462656257691648t,You can keep your vaccine Ill take my chances with Covid ,1
1286156622897741824t, He also said he was partnering with Pfizer Gates and Sorros are heavily involved with them All I know is Im not taking their vaccine even if it is forced All this is getting old wear maskdont wear mask AI recombinant RNA etc I will focus on whats most import ,0
1363991859861815300t,  Then what is the point of the vaccination if you get treated the same as those unable or refusing to get it Political control will never end,0
1404711069944369152t,  Neither AZ nor Pfizers waxx contain the slightest trace of the pathogen This is why its not a vaccine And btw the virus has never been isolated,0
1377394549807403011t,Naa they just changed their minds saying were vaccinated  is a nice way of saying fuck off ,1
1347254947902054400t,  Is rush to give millions one shot vaccination holding operation to stem the spread of coronavirus which will neither give adequate protection to vulnerable nor halt spread of virus because the vulnerable arent spreaders Will 2nd  3rd doses be necessary Can I have ,0
1282846218914344961t,Bill Gates Moderna making vaccine thatdies not use dead or weakened virus but targets your immune system they call it the software of life wonder it it comes with an expiration date RIP,0
1376341653758345219t, Tinder removed my profile because I said only for the non vaccinated to reply lol  ,1
1375199755568095233t,The worst thing about it is this Youve got the mob who have been vaccinated on here saying they dont want to interact or be around those who havent got the vaccine yet and basically to stuff it up our own and let them be free in their pubs etc ,1
1300072628963639296t,AMJoy CrossTalk Yeahlet Trump and every MF in his admin take the vaccine first then Ill think about itNOT,1
1375016872878481411t, Snap Ive not been bothered with with my asthma but daily calls to have the vaccine Fuck the fuck off Grrrr ,1
1343259400450891776t,Doctors Around the World Issue Dire WARNING DO NOT GET THE COVID VACCINE  via ,1
1338157421819203591t,    I hate to agree with you but I dont trust the vaccines at all,1
1287759062965391361t, If so many people are able to resist getting ill when exposed to the virus obviously their immune systems can clear it without it affecting them So what good will a vaccine be to them If it only boosts immunity1,0
1344181820246601730t,Youd think her body had build some resistancehad vaccinated itself rightthats the science behind vaccinesnow if the body cant why the heck must we believe a Covid vaccine is an answer to an evolving bug our body cant even slayis that vaccine gonna transmutate our bodies,0
1300050510490349570t,I saw polls will you take a covid vaccine Im like Yeah but not the first ones on the market Likely to be bad wrong or fake,0
