ID,tweet,unnecessary
1395733059614384136t,   70  of Seychelles has had a Sinopharm jab I wont even call it a vaccine spoiler alert It is not worth a shit ,1
1328383138083516422t,  He was one Frieden was another who got a special visit from Pfizer I wouldnt be surprised if they reached out to Dengdong too All of this BS is political Vaccines were scheduled to be ready in the fall all along Science created drama where there should have been none,0
1313481716691095552t, Its important to know that the existence of viruses  exosomes are theories Today the CDC says that no covid has been isolated If thats the case how is a vaccine being produced How do they know the RNA sequence How do they know the amount of RNA will produce an illness,0
1374827669032996865t,   I have declined this vaccination but it is not true to say it is untested That is clearly false,0
1353363393927905280t,Vaccinating children who have a 00002 risk from covid exposure  will be overwhelmingly asymptomatic is more about profits than health Get the vulnerable  high risk vaccinated 2 doses The long term effects of lockdowns will be far more devastating than Covid19,1
1318754750595174405t,Scientists who had worked on Adenovirus based HIV vaccines it actually increased risk in people who had previous exposure to Adenovirus has raised concerns on the safety on Adenovirus based CovidVaccine eg ChAdOx1 Oxford  ,0
1353013884723097618t,   There is no evidential proof that confirms vaccination will result in you being non contagious In fact best practice is to assume you are still contagious ,0
1336715675969216513t, Not even in the least I dont want to be a beta tester for Big Pharma either We all know how little Pfizer cares for patient safety In the corporate world profits trump safety every time pun fully intended,0
1375504407048114183t, But that is mine and others risk to take The chances from dying from covid are very low Why should I have a vaccine Im not comfortable having I think this is to scare younger people into having it rather than saving lives IMO,1
1374576193983422466t,   This plandemic exposed your lack of superior logic Vaccine is an agenda planned by dark imperialist forces ,0
1382631617454174208t,Denmark permanently suspends use of AstraZeneca Covid19 vaccine over suspected side effects ,0
1255148193953615875t,    And again if getting the virus doesnt give you immunity then a vaccine is not going to help you either Even if you got booster shots every year what difference would that make if immunity is not achievable,0
1071017964994850816t,  Why This vaccine is dangerous My daughter fell ill after one dose and that was it for us Dont be bought by these greedy drug companies from America where its all about profit not health,0
1375254920652337152t,This is just plain unethical Also did you know that vaccine manufacturers like Pfizer are protected from lawsuits if people get sick or worse from the vaccine These poor innocent kids It makes me sick to my stomach,0
1377155513113178116t, If I DONT take the vaccine Im at risk for covid19 If I DO take the vaccine I can still get covid19 PLUS Im at risk for permanent vaccine side effects with no liability if it happens Therefore Im reducing my risk by not taking this experimental vaccine its a fact,1
1309993933607444480t,      most useless vaccine in history 1 Young people under 60  covid is very low risk 2 Gates admits vaccine this year is unlikely  maybe years 3 Gates admits vaccines dont work on elderly because they have a feeble immune low antibody production 4 Herd imunity by 2021 ,1
1364880800961994754t,  Most of us who have had the virus and recovered dont wantOr need a Vaccination Trust your immune system We are being walked into a corner with all this draconian action civil liberty MUST be restored,1
1255864714111967239t,Forced vaccination is a crime against humanity And violation of 1 Nuremberg Code 2 UNESCO Universal Declaration on Bioethics and Human Rights art6 3 UN International Covenant on Civil and Political Rights art 7 4 UN Universal Declaration of Human Rights art 3,0
1365658136678432768t, Seriously though lets talking about the unsanitary means of this vaccine come on though,0
1365234202111856640t,If the vulnerable have had covid19 vaccine 2doses they are protected from a virus with a 99 survival rate Its 000005 risk to children and 01 risk to a healthy 65yo To insist healthy unvaccinated people should face restrictions is abhorrent NoVaccinePassports,1
1366017072002703362t,A nation of scientifically illiterate bedwetters happy to accept fudged figures  draconian restrictions on our freedoms for a virus with 999 recovery rate for most people desperate to swap natural immunity for a corporate vaccine in return for a normal forcibly removed,1
1338362585775820800t, Such a giver Didnt Pfizer state theyre not sure if ppl previously infected should take the vaccine  IF that is the case 12 the WH staff wouldnt need it including Trump assuming he really had it Soooo not being a martyr but sounded good ,1
1254723396757336064t, Arent they just using this as an excuse to push vaccines any vaccine Isnt coronavirus more likely related to the fact that the flu vaccine has been identified as increasing risk of people getting coronavirus How many victims of cv19 had a flu vax ,0
1381475162349043714t,A study by the Oslo University Hospital has indicated a connection between AstraZenecas vaccine against COVID19 and severe blood clots low platelet counts and haemorrhaging which previously led to the vaccine being put on hold in dozens of countries,0
1428917550209855489t,VAERS Pediatrics  13yModerna Covidvaccine VaccineDeath 13 year old boy dies three days after the Moderna vaccine This spontaneous case was reported by a consumer and describes the occurrence of DEATH ,0
1364620887367045126t,If youve had a covid19 vaccine 2doses you are as protected as you can be from a virus with a 99 survival rate 000005 risk to children and 005 risk to someone healthy 65  To insist healthy unvaccinated people should face restrictions is abhorrent NoVaxports,1
1375360744741568512t,But sha I dont know why 96 years old man wan collect vaccine for Wetin remain If I reach 90 Im sure Ill be looking for every way to off myself,0
1254234308690182145t,  Too late Cheap safe and effective treatments such as hydroxychloroquine and chlorine dioxide already exist Do taxpayers really need to fund massively highcost vaccine projects if such alternatives exist,1
1348951326873575425t, news flash Covid19 is a political scam wearing a mask is a joke Vaccine distribution is a jokeGO,0
1321334951527112704t,    I honestly didnt know there was such a thing as a flu vaccine until I visited the US and saw flu shots being advertised everywhere I was told that there is no cure for flu and that youd have to fight it off yourself Take medications where necessary to help for fever etc,1
1364498885918490625t, Nobody should be testing children for covid unless very ill They have 000005 risk from it Concentrate on getting vulnerable  high risk vaccinated 2Doses so they have protection from exposure 999999 of children will recover  build natural immunity No masks no SD,1
1355072682446843908t,Merck Stops COVID Vaccine Studies Showed People Better Off Catching Virus And Recovering  The True Reporter ,1
1339299508052774914t, Riddle me this as a man under 50 I have a 003 of severe sickness or death from covid Pfizer vaccine has a 05 severe adverse reaction or death and a 005 zero help Thats 11 vs my 003 Why would I take it,1
1345742055922872322t, Anyone who dies postvaccine would definitely be picked up as a serious AE by the authorities and you can be sure the sponsor Pfizer is all over their medical histories,0
1337107232786407424t,LIVE FDA Advisory Panel Hearing On Pfizer Covid19 Vaccine  NewsNOW Fr  RealVirus FakePandemic NoLockdowns Recovery rate is over 98 in USA wout vaccination Get it if you want it but it should not be forced by government or businesses etc,1
1333041615540203521t, See  Triggernometry Are We Being Told Truth About Covid19 Biochemist tells how and why our masks lockdowns and vaccines are HARMFUL to our bodies INEFFECTIVE AND UNNECESSARY See my comment for WHY we have them,1
1365296973826375680t,  Nobody should be masking or testing children for covid unless ill They have 000005 risk from it Concentrate on getting vulnerable  high risk vaccinated 2Doses 99 will recover  build natural immunity Cases data is propaganda MaskingKidsIsAbuse NoMasksInClass,1
1337150157830447109t, On the vaccine  This is the list of exclusions for the Pfizer safety trials  Bear in mind that its supposed to primarily protect the vulnerable No wonder Switzerland is withholding approvals ,0
1331189662904356864t, I keep being told I am an antivaxxer and a Coviddenier as well all because I have the cheek to question things  because I wont be queuing up to have the vaccine fired into me sorry but we dont know the long term effects of it yet so I wont be rushing to get it,1
1352345196013486082t,You stupid fool you have no judgement what so ever 5G Bidens 1st job remove Churchill bust refused 2 let Patel close APorts let in 150 Romanians many with covid PFIZER Vax killing ppl worldwide 23 in Norway care home YOU murdered 10000s of cancer patients WE WANT YOU OUT,0
1287822529122447362t, As is MLB being potentially cancelled after startup as I imagine other leagues may also do as well I expected this All fucking horseshit to drum up more fear and create a bigger a push for the vaccine you and I know is coming Sick of this shit,0
1333469820633878529t, Agree I can understand an old orand extremely sick person taking vaccine covid is a killer for them whereas someone below retirement age who is healthy like me stands next to no chance of dying of it wont take chance of getting dangerous vaccine side effects,1
1367723568012943360t,A fanatical leftist and a hysterical Covid whackodoodle Scott Aaronson lays bedridden because of something related to Covid But its not a virus its the 2nd dose of the Moderna mRNA vaccine  I agree with his Zen comments that QM needs no interpretation,0
1343699735383859201t, He can have mine Im in no hurry to be a guinea pig for vaccine that was rushed into production without being adequately tested for adverse side effects If youre under 65 your chance of dying from Covid19 is extremely slim,1
1320135873082486784t,Why do we need a vaccine for a virus w 99 percent survival rate across most age groups per CDC  ,1
1417080583679795202t,  But will there be truly informed consent There are serious risks for younger people with the AZBioNTech vaccine Its one of the things I write about at length in this now massive tome about Covid vaccination ,0
1255889418126274561t, Apart from enriching ppl like Bill Gates and making it mandatory that ppl receive the vaccine if they want to particular in society Im not seeing a valuable reason why anyone would want the vax,0
1293265776741363713t,  I get that but the fatality rate of COVID is too low and the potential for negative effects from an improperly tested vaccine too drastic for me to consider this situation desperate enough to rush something like this,1
1296934078097371136t,With the survival rate of CORONA close to 100 without a vaccine What exactly will the purpose of the new vaccine be VotePaulTayTulsaMayor2020,1
1289608715654422528t,   As I said you go ahead and take a russian vaccine with no testing of long term effects ,0
1350079666661412865t,YOU are immune Is the cure worse than the disease I would rather take my chances with vitamin C than a vaccine 997 of the people who get covid recover 71 who wear masks get Covid 100 of blood type O are immune 9 of the people who get a vaccine get autism ,1
1375109558666944516t,  It is actually against federal law to mandate vaccine that is under an EAU Easy lawsuit ,0
1329872698961403904t,   What I really want to see is the NNT to prevent one ICU admission and to prevent one death Until then your ardent advocacy of this vaccine based on very early days is premature,0
1289550480075415553t,AstraZeneca has no faith in the safety of its own vaccine for COVID19 You shouldnt either  Dont be a COVIDIOT ,0
1376446690115297281t, Is this for other countries or our country what about the people who have antibodies that dont need to take the vaccine  years down the road when teens become adults this is unnecessary  highly unethical against the HIPAA LAW   WE DONT DO THIS FOR HIVSTD STOP ,1
1340722802358411268t, Moderna vaccine will forever change your DNA you will become a GMO if you take it,0
1351762816324104194t,100 PERCENT Ignorant What the hell It can also be that if they tested positive they have to wait 90 days so they will have declined during that time  Nearly 200 San Diego FireRescue personnel decline COVID19 vaccine  ,1
1413637074977271811t,   shot she started having unbearable ringing of the earns tinnitus I told her And you were lucky Sent her the  post vaccine syndrome testimony as well as venues for treatment  and ,0
1355197702309605377t,mRNA is trending as blue checks spout off the wonders of it and how it is the greatest modern invention Im sure the thousands of families whose childrens lives that were either destroyed or ended by the Gardasil HPV mRNA vaccine so agree with you,0
1371490319020199938t,Whilst some European countries are halting the covid vaccine of alleged blood clot  we here encouraging people to take in the vaccine Africa  AFRICANGIANT AstraZeneca COVID19 coronavirus COVAX Ghana COVID19Vaccine,0
1365049245045260292t, Moderna finished their covid Vaccine over a weekend It was produced by February and shipped for trials by March of 2020 Give me a break,0
1354580948038389764t, The best is people who got the vaccine telling others to get it like I dont have to wait till September or some shit,1
1339380325588209665t,    All those advocating for volunteers please volunteer themselves I dont want to be a guinea pig for big Pharma for a vaccine thats not necessary Especially since the big Pharma has been indemnified of consequences,1
1327369743171547136t, The COVID19 vaccine should be VOLUNTARY and no one including health care workers should be forced to take it Will you protect our right to personal autonomy,0
1405629358597832704t, Pfizer after AZ gives a good antibody response but the Pfizer dose after AZ will make you sicker ,0
1271109169894977536t,also reportedly the COVID19 virus iscan mutatea trump endorsed warp speed vaccine wusual protocols pushed aside has red flags going up everywhere in my mind Modernas coronavirus vaccine to enter final trial stage in July  ,0
1407440397031280644t, I would be a bit concerned about the Israeli reports of Myocarditis in young men following a Pfizer vaccine Most were mild but some ended up in ICU Covid in healthy young people usually is not severe I would avoid Pfizer in young lads ,0
1386092215265415169t,  I caught corona virus and the symptoms were far less than the vaccine symptoms that people have,1
1352187244707082241t,Covid19 Pfizer vaccine causes covid19  OMG WTF unbelievable   Israel Over 12000 people test positive for COVID19 after receiving Pfizer vaccine  World News   ,0
1287803677403643905t, If its something which can actually do more damage than the sniffles itself surely someone should be creating headaches Why push it so hard All healthy people normally dont get a flu vaccine why the sudden rush to push a fast tracked vaccine with unknown outcomes,1
1337531152110940167t, I was offered a day ago and refused I have never been one to suffer from that kind of thing The bones and joints are failing but the immune system is decent so I will hang fire for the moment I retain the right to change my mind Same with the Corona vaccine,1
1333187303007801347t,  Suspicious that wet market story isnt it  Well yes thats exactly it mate our immune system can give us herd immunity Getting the virus or having a vaccine is basically the same thing so long as you dont die from the virus  Protect the vulnerable or imprison EVERYONE Hmm,1
1376703852599246849t, Why do you need a vaccine for a virus that has a 996 recovery rate is treatable and curable Wake up America plandemic,1
1364532960964333571t, Dont SWALLOW the vaccine agendatake ivermectin it kills propaganda as well as you know what,1
1305502169945305088t,Hard no from me Not until its proven safe AND beneficialneeded Phizer CovidVaccine ScamAlert,1
1347285389627817984t, I wouldnt take an mRNA vaccine but the Oxford one is based on more traditional methods In any case I had the virus and recovered so I dont require a vaccine in any case,1
1364635462598598658t,  Absolutely no one whom is healthy should need the vaccine Nothing makes sense,1
1375333696434233346t,Every human being is born with a natural vaccine to fight this manmade  self created viruses thats why theres currently 999 recovery rate Why vaccinate people who have recovered whats your aim   ,1
1337371059197251584t,Vaccine Reaction They want you to take this vaccine while Pfizer former CEO Putin Elon Musk and many other famous personalities have denied to take vaccine So now please for go for it and become zombies of NWO ResponsibleTourism IndianChronicles ,1
1330789655743086592t,Fake news is the biggest bubble today earlier in the morning news update is was 70 effective now by afternoon its 90  why are they fooling the world NoVaccineForMe University of Oxfords COVID19 vaccine can be up to 90 effective trial shows ,0
1326283004130496512t,    Mike Im still not taking the vaccine I dont believe it has been adequately tested for long term side effects Again my choice but happy for others to be able to take it,1
1244252413537722369t,Theyre gonna come up wa vaccine  in that vaccine everybody is gonna have to take it   inside of that vaccine theres going to be some type of electronic computer device thats gonna put some type of chip in you  maybe even have some mood mindaltering circumstances,0
1308382635476103168t, Im still not having a covid vaccine I dont have the flu vaccine and Ive been fine,1
1305512717436874754t,I just saw on my feed the Pfizer CEO is saying we will know if Covid19 vaccine works by the end of October  Im no virologistpathologist but isnt works only 12 the equation  SAFE is important too No,0
1333156552556032005t,What if the covid vaccine wasnt tested on recovered covid people If  of Americans have really recovered beat covid then why give them a vaccine to achieve what they already have,1
1355396953828282376t,VAERS 57 yo  got PfizerVaccine at work Death 3 days after receiving 2nd dose of COVID vaccine unknown if related to vaccine administration ,0
1361141045744967683t, Dont get the vaccine Its 99 survival rate I have elderly patients who are surviving Covid,1
1365275664136491015t,Children are low risk from SARSCoV2  yet psychopath  has created an app to make them scared for their lives while likening and normalising masks and vaccine passports for school to a trip to Disneyland This man is a danger to the world  has to be stopped Heinous ,0
1325912285798408198t,Success rate of the Pfizer Covid19 vaccine is 90 The success rate of their Viagra is between 7080 I predict good times at Pfizer sponsored care home Christmas parties this year ,0
1319188821859311616t,Thats it then no point in a Vaccine so why dont we treat this Virus that KILLS less people than many others out there like all of them and live with it instead of cowering from it   ,1
1279062695484854273t, What is the difference between Coronil  Covaxin Both announced before trials or even animal data   Result before studies begin Have we heard this story before  ,0
1360272268815986694t,   And what makes you think most people will die from covid Not with covid Less than 02 of the UK population has died with covid in 12 months This coercion of taking an unproven vaccine is weird,1
1305323103539560450t, Until the scientists stop scratching their heads about who is really vulnerable to Covid 19  and come up with the etiology of the disease  a vaccine is just tits on a bull Most people dont need it G6PD deficiency might be a clue to the people who need protection,1
1401444113459916800t,    can you tell Tony Blair his vaccine pass idea it is not on the people who have not had the vaccine fault the virus is spreading its not right not everyone can have the vaccine also people die from az this is not Nazi Germany,0
1327106512007753728t,Why are people okay with the 90 safe claim of the Pfizer vaccine  and NOT okay with the at worst 946 survival rate of those 70 and at best 9999 survival rate of people 0 19 ,1
1365704216472416262t, I think the levy is about to break Folk being told wait for the vaccine to then be told the vaccine doesnt change owt Then when the vaccine seems to be doing what vaccines do boom variants still better stay home While we watch 50k at a stadium in India,0
1231456152875040768t, I didnt get the vaccine and Im old They might get me the soulless bastards,0
1326550517909057542t,Until Pfizer and BioNTech releases their risks findings and data in a scientific journal publication Ill remain pragmatic and indifferent to the current state of discovering a legitimate vaccine,0
1376918850143412227t,   Deadly diseases Covid not so much 99 survival rate WITHOUT the vaccine,1
1377092224584970240t, I suspect most of the people fighting lockdowns will be the people fighting vaccine passports because thats the next big battle for freedom and it may be a long term battle if the Great Rset folks follow through with their plans,0
1330943832301637632t,   The whole setup was wrong It was designed to show success not the failure Huge different So no this vacuum isnt 90 effective there by our immunsystems is 998 effectieve More than 992 survive and 98 isnt even sick You only want destroying or immunsystems,0
1299030818447224832t,Ill tell you what Im no antivaxer not even close but Ill never allow any vaccine to be injected into my children or myself that was approved while this administration is running the show It just aint happening microscopicrobots,1
1353111373094543361t,Vaccinating a group of people 40 with a 009 risk is more about  than health Once the vulnerable and high risk have been vaccinated 2 doses society has to start returning to normal The long term effects of lockdowns will be far more devastating than COVID19 ,1
1365714910223728652t,If you are 40 healthy  fit and have no conditions or situations that may put you at extra risk you do not NEED a vaccine for covid19 99 natural recovery If youve had the virus you do not NEED a vaccine The already very ill  very old  very fat should have 2doses ,1
1329108424664121346t, Pfizer just literally tweeted out its vaccine distribution plan for four states  Pharma is disgusting for the most part It is I know because I have 15 years experience,0
1273565676830101510t, Well that explains why all the monkeys injected with the Oxford vaccine had no immunity Yet the EU bought 400 mill doses to vax all EU by December Stop this pointless profit driven charade now Not going to be injected with useless junk for no reason,1
1331197361574588421t, Why If We washed our hands wore masks endured lockdowns there was hope of going back to normal now if we get vaccineNO NORMAL EVER MODERNA CMO TAL ZAKS trial results do not show that the vaccine prevents you from FROM INFECTING OTHERS ,0
1353832747681390593t,    Of course people will die after getting a vaccine OR not getting a vaccine The vaccine does not guarantee immortality,0
1311322005107437568t,love to see the debate between Cramer and Musk Musk wont take a vaccine cramer thinks we should all line up cheering it on Im with Musk Love to see a real poll of whos going to take it govts and CEOs will threaten peopleshould be a nasty battle,1
1306375273651343366t,CGIs Morgan Warning Do Not Take The Covid Vaccine Changing Your DNA Is An Abomination Of Desolation For Your Soul ,1
1338931369582489604t,No way they want you to know about 104 year old who beat Covid19 without a vaccine RT so everyone knows ,1
1343201175877775360t,Also we not going to give the RNAbased Corona Vaccines to our kids under 18 because it is so new and this AstraOxford Vaccine used the oldfashioned timetested doublestranded DNA of a harmless virus which we leaning towards taking ourselvesRNA OK for us Old Folks too ,1
1364622986855256069t,   If youve had a covid19 vaccine 2doses you are as protected as you can be from a virus with a 99 survival rate 000005 risk to children and 01 risk to healthy 65yo  To insist healthy unvaccinated people should face restrictions is abhorrent NoVaxports,1
1347525733388840961t,Corona virus is real but It seems the westerners want to use the vaccine as business using HIV as a case study USAID NACA all are business oriented and please if you are collecting the vaccine be careful thank you ,0
1333528430210555904t,Im not getting this vaccine The only time I get sick is when I get a vaccine Flue shots gave me the flu several times so I stopped taking them and havent got the flu for over a decade and a half Coincidence I think not,1
1353734882237837313t,  Anybody looking to persuade young people to take a rushed vaccine for something they dont require protection from simply to satisfy their own personal paranoia clearly has some very serious mental issues,1
1344634420175773696t,A Dr is concerned that there is no evidence of benefit from a single dose of the Pfizer vaccine,0
1314000857587908608t,     What vaccine Theres absolutely no guarantee there will be one or if there is any time soon how long it will last or whether itll confer immunity or simple reduce symptoms as the current leading oxfordaz seems to only do,0
1357317394264428544t, but why are covid survivors even taking a vaccine they will be immune already,1
1354229808914444289t,   Vaccines if effective are meant to yes keep us healthy but no need for repeats all you need to do is look at dogs and vaccines and see the damages even just the repeated rabies vaccine does So when ur child has neurological issues  learning disabilities you can feel good,0
1329184372705136640t,     Was always the plan  I do not consent to none of this,0
1320295560725880833t,  1 If masks help why the distance of 2 m 2 If distance helps why do we wear masks 3 If masks and distance help why Lockdown If the 1  2  3 point helps why the vaccine If the vaccine is safe why discharge from liability in case of complications,1
1354732605258821634t,  Apart from the fact that those that have already had covid are immune so wont need the vaccine The vaccine isnt the only way to immunity in fact it doesnt even give immunity it just lessens the symptoms,1
1341667428556783622t,   UK still under EU rules and regulations authorised the use of nonapproved vaccine Any other EU country could have done the same just not that stupid It also means the UK taxpayer is liable for whatever problems rise in the future not Pfizer,0
1328278122400198656t, If you have to Self Isolate every time you come into contact with someone who may or may not be Covid Positive False positives and all that Then what is the point of a Bloody Vaccine ,1
1257564793440960512t,Nothing says that a vaccine will keep people from getting Covid19 In 2017 576 people died from the flu in Oregon and thats with a vaccine The flu vaccine is only 4060 effective according to CDC The stats say covid19 has 995 percent survival rate so far Without a vaccine,1
1365812208148561925t,Idk why Johnson  Johnson thought they vaccine was valid Mffff you make lotion  tf yk about RNA,0
1346704248000532482t,Physician in Mexico admitted to intensive care unit after receiving Pfizer vaccine   ,0
1344577035943997446t,They know nothing about this virus They know nothing about this vaccine Vaccinated US nurse contracts COVID19 expert says Pfizer shot needed more time to work  ABC  Article AMP  Reuters ,0
1368703260526342151t,How dare I A grown ass adult question the government after the shit show we have seen the past 5 years How dare I not trust a government that tells me a vaccine is safe Im not an antivaxxer but Im sorry I dont trust this Covid Vaccine Trials can be manipulated,0
1334763859484131330t,    Explain how vaccines cause those in autism a deficiency in,0
1350906035389739009t,Still queuing up for the experimental stick in the arm Genocide 23 die in Norway after receiving Pfizer Covid19 vaccine  New York Post ,0
1353437300076797954t, Vaccine is obsolete no immunity nor any for the new strain,0
1251244593959579648t,Listening to why governments want to fast track vaccine trials for CoVid 19 lets take a look at the people involved with the fast tracking drug trials for HIVAIDS 3 people pushing to find a cure was Birx Fauci  RedField     ,0
1338870706046521344t, Thats all fakery RNA vaccines the ones supplied by Pfizer are stored at 71 deg and get unstable if not defrosted properly these guys think they can store it at 2 deg That too a RNA vaccine  do they even know it modifies DNA and no rollback is possible,0
1336451052946636801t,Measles claimed 207500 lives in 2019 WHO estimate  yet your kid can go to school or anywhere without a vaccination Ontario wants to take away your freedoms if you refuse a rushed Covid vaccine  Thats insane and probably illegal,1
1333523218578063360t,          Why push Moderna Gates vaccine co No one trusts ModernaGates Not Trumpsters or anyone in Africa Moderna new co no vaccine ever,1
1352702898665357322t,    Also thats entirely my point of view but you guys shouldnt use Chinese vaccine that have only 50 efficacy it is as good as nothing In the end we indians are really glad we can help u out guys ,0
1159625694596534274t, Mercury does not make any vaccine safe or more effective  Mercury like lead  like alcohol  other toxic substances  like asphyxia at birth injures brainstem centers that have higher blood flow than any site in the cerebral cortex Damage is progressive  leads to dementia,0
1337917870240641024t,Why would we get a vaccine with so many side effects Ccp covid has a 997  survival rate so why get a vaccine Thats stupid and dangerous,1
1331371550210203651t,    TBF flu does kill more than Covid and will do in the years to come as there is no proper vaccine for it this guy is such a fucking jerk off though Does he really think the billions on that is good use of NHS money,1
1365987246416015361t,The rumours about vaccines are true I had the Pfizer vaccine and now I have erectile disfunction ,0
1258445459347009536t,   I like Dr Rashid Buttar He lead me to research Moderna the company now approved to produce COVID19 vaccine NoVaccineForMe,0
1326065238307983361t, All covid vaccines being developed are not intended to prevent infection transmission hospitalization or death So WTF are we even talking about right now,0
1339344801410387969t,Russian roulette has an 833333 chance of survival so why do we need a vaccine for it WearAMask,1
1364739876961320962t, To kill people that take it There is a bunch of drugs put together along with other things You should look it up to see whats really in the vaccine I will quit my job if they force me to get one,0
1298451643592212480t,   I have a idea How about all you folks that want it Get it And all of us that dont want it Wont Youre safe We will assume the risk we know we are taking Cool If its a 02 mortality rate what does that drop to if 90 are vaccinated Carry on,1
1336335302969892868t, Lol I get it especially those who had family members that passed away from it but if its one thing I know its history will tell you that there is a bigger agendaI aint nobodys guinea pigthey put a black face as the head of the Pfizer vaccine so we can trust that shit ,0
1333576796210651138t,     The OxfordVaccine was tested on 24000 people globally In 8 Billion you WILL see some side effects allergies reactions etc Long term safety results are unknown VirusResistance Needle injection CoronavirusUK CovidVaccine CivilLiability Garlic ,0
1320023535654375424t,It will get worse if you dont stand up SURVIVAL RATE IS 9998 COVID measures MUST NEVER BE WORSE THAN THE CURE THINK ABOUT THAT NEVER WORSE THAN THE CURE WTF is wrong with   did Doug sell out to Gates GAVI oligarch just so they can make  on vaccines,1
1353184727780397056t,  My god they are fevil Listen very closely to what rachael says about people having vaccine but it does not work President Trump was talking about Therapeutic meds  people laughed fauci says tests show they help,0
1328168996387086336t,  Youre never immune to cold viruses You can always re infect with the same cold Covid19 is a bad cold virus Its also safe to say there will never be a vaccine This thing touted by Pfizer is probably a weak infection agent that occasionally installs some resistance,1
1376390010291769347t,Dr Fauci is now saying that children who have basically zero risk from this virus cannot play together without masks until theyre vaccinated I still cant believe people believe this fraud ,1
1327062517110231040t,Believe 0 of what Fauci WHO CDC Bill Gates or any of these lying assholes say Will never take a COVID test or a vaccine Flu kills more people This is a political scam as well as a financial one Although released by China on world believe it was planned by those above,1
1343551674162491392t,  Why would you get vaccinated when Dr ZELENKO has already developed the cheap and highly effective treatment for COVID19 using extg medicines And WHO is monitoring the adverse reactions currently at least 3 unable to return to work Makes no sense Tky ,1
1365346404760244227t,   I am perfectly happy if people want the vaccine as long as I am not forced to have it  I dont like vaccines in general Since it is open early December we havent got a single cases of COVID19 where I work Emergency Hotel for Homeless people 200people including staff,1
1402545881891569667t, why astrazeneca vaccine are still selling need ban astrazeneca first blood clots not rare in az vaccine tbh ,0
1328882263493398528t,  So could the VACCINE  difference is you might get covid if you inject the vaccine you get the issues guaranteed you just dont know how serious they may be,1
1341676570893815811t,Not knowing the Biontech Biontech vaccine which she called a virus doesnt prevent you catching or spreading this virus well done professor,0
1354714021648338944t, England is a fallen country enjoys the Eu Pfizer vaccine we in Europe do not want these vaccines because it is too early process let do more tests on English My family got a notification to get the vaccine coronavirus nobody wants to take it England is in panic so enjoy,0
1284535207895298049t, COVID DEATH RATE IN COLORADO IS 0002988 WHY DO WE NEED A VACCINE,1
1445635855536693259t,Pfizer Scientist Natural Immunity Is Better Than the COVID Vaccine  Childrens Health Defense ,1
1326779388273324033t,Looks like the public is going to be really fucked over in the pursuit of corporate profits  AstraZeneca to be exempt from coronavirus vaccine liability claims in most countries  Fucking insane How many thousands of lives have been lost because these,0
1336511905163304960t, I wasnt arguing with you I agree with you  Im NOT getting a COVID vaccine  I dont care how many times they mandate it,1
1427224244073680898t,Covid Daughter of Oxfordshire man urges caution David Allum 58 died after complications from Covid19 despite receiving both vaccine doses  ,0
1366105080882208771t,Exactly If on balance you dont feel you need or want a vaccine  do not be browbeaten into it Then we can all just choose the level of risk which suits us rather than risking the tyranny of the majority as well as potentially causing more harm than good for younger people,1
1438064471503691777t,   I certainly agree there In fact its immoral Johnson stated yesterday that hed be rolling out the vaccine next year to the developing world However we get unnecessary boosters first Its disgusting as the vax is working well against Delta And there are no known VOCs,1
1330687273537564672t, That would be nice As vaccines for COVID are not 100 protective and the message from Universe is clear all COVID Vaccine is far dangerous to the body than COVID itself So feel free to steal Spiritual Psychologist,0
1336174059130920961t,  It doesnt save them money it MAKES them money All this fake hysteria around covid is going to have millions queue for a vaccine most of them dont really need Quick and easy money,1
1363876889115377664t,Yo if you have the covid vaccine and still social distance  wear your mask youre nothing short of a loser,1
1329556106180325376t, Then focus on jobs and business getting back on track End this sham of flucovid and stop dehumanizing the public If China can end the virus without a vaccine then why is the rest of the world pushing for economic ruin Not everyone in America is asleep kiddo,1
1421987700928913414t,NEARLY 400 CHILDREN BETWEEN THE AGES OF 12 AND 17 WERE DIAGNOSED WITH HEART INFLAMMATION AFTER RECEIVING PFIZERS VACCINE FOR COVID19 ACCORDING TO A STUDY PUBLISHED BY CDC EPOCH TIMES,0
1338721824033693697t,  I wont either bec it is unnecessary so why take the chance,1
1291571754876301312t,    Its what theyre going to do with the Covid vaccine Rushed inaccurate  flawed EVERYBODY Roll up your sleeves ,0
1337894496797749248t,   I was thinking the same thing myself unfortunately I think the reason is that HIV is real and Covid19 being 99907 survivable is a sham and the vaccine is most likely more dangerous,1
1326076479374053376t,Organisations invested in vaccines make money from vaccines People who acquire natural immunity have lessno need for a vaccine If people are locked in their homes they have less chance of acquiring natural immunity vaccine SAGE COVID Pfizer ,1
1337049200362663944t,  Why vaccinate children who have extremely high survival rates Florida has a recorded 1 in 10000 CFR for pediatric patients What that looks like to me is a profit motivated trail which could result in serious injuries to children Im not OK with that,1
1398414952897998853t, Sadly a person you might have watched aged 44 was killed by AstraZeneca vaccine        ,0
1406349001549619200t,  And heres another mega lie that just came out Pfizer committed the ultimate statistical sleight of hand by claiming 2 doses were more effective than one The deception was so basic funny no one pointed it out till now    continues to be the MO ,0
1436815018360643584t,Boys more at risk from Pfizer jab sideeffect than Covid suggests study  Interesting if true ,0
1376608431356968961t,The vaccine agenda is to remove everyones ability to naturally have children Then the powers that be will be the only ones who can permit the artificial creation of a child They will regulate humanities population That is why the vaccinations are so important to them ,0
