ID,tweet,ineffective
1395404298222198786t,Austrian doctor on BBCradio4 talking about Astrazeneca vaccine blood clots at 16 37 The  shut down all information on blood clots a few weeks ago But theyre still down playing the serious side effects,0
1373864750468190210t,PSA if ya wanna get a COVID vaccine MEAL PREP If you get tired aint NO food getting made HYDRATE OR DIEDRATE Feverdrink more water SLEEP Your body needs rest Medicate Tylenol and ibuprofen Remember vaccine does NOT equal immune Thanks for coming to my Ted Talk,1
1299927859583049730t,  Sweden banned the use of masks when Covid started unless you had a note from a doctor stating you had Covid19 No kids died Only people over 70 w obesity or other deadly disease died Sweden proved vaccines are unnecessary Writein Paul Kangas 4 President,0
1250828541673046016t,   If flu shots are the template it doesnt matter to them that a corona vaccine works it only matters that you take it,1
1420827512133795841t,Latest Data Show Efficacy Of Pfizer Vaccine Falls To 84 After 6 Months Tyler Durdens Photo BY TYLER DURDEN WEDNESDAY JUL 28 2021  0900 PM ,1
1288501398129094656t,  He has public influence because of the millions of dollars donated to WHO and other organizations He has invested millions into creating vaccine for the COVID19 Im not sure I trust his motives,0
1377234577698226180t, Absolutely not When the same people proposing this stop arguing we should let people flow freely into our country then well talk Oh they should also end the double speak of claiming the vaccine works while demanding we maintain lockdowns and mask mandates,1
1331615178702663688t,Vaccine Fraud Modernas mRNA COVID19 vaccine is the main danger Moderna is pushed by the same entity that is responsible for the voter fraud in the US controls bureaucrats and the propaganda machine aka media worldwide To avoid absolutely To prosecute criminally ,0
1285176864806445057t,Would put money on results of Oxford vaccine trials being didnt stop people getting infected but those that did get infected didnt get so ill  OxfordAstraZeneca downplaying the fact that it will have tested it almost entirely in age groups that dont get so ill,1
1452040665991237634t, nurses study shows vaxxed and unvaxxed have the same viral load and shed it the same Also again recent data is showing the highly vaxxed countries are showing the biggest infection rates either this is a mechanism no understood or the vax does lessen symptoms  the 3n,1
1353528640386994176t,  Once you get the vaccine youre a super spreader Pfizer has said to date they have no evidence the vaccine will stop transmission or contraction of covid You will just become asymptomaticSo unless you are in the category deemed high risk for fatality probably dont get it,1
1337950992684310529t, So what youre saying the vaccine does nothing to stop the spread of the SARSCoV2 virus Instead it suppresses COVID19 symptoms allowing for asymptomatic spreading by those who are vaccinated Not to mention possible side effects from vax Awesome,1
1254977104946573312t,    Maybe bcuz the average flu vaccine is around 40 effective What makes ppl think the covid vaccine would be any better Its very dangerous thing to try and wait to reopen until a vaccine is ready,1
1337813628918132736t,FDA Death heart attacks stroke blood disorders all possible side effects of COVID vaccine  News  LifeSite ,0
1374684239044706307t,      The same measure as Fauci and the NIH AstraZeneca used outdated and potentially misleading data that overstated the effectiveness of its vaccine independent panel says Btw I have many more examples if you need  ,1
1230736235192209410t, This is utterly snake oil at this point The spike region is where the gene is significantly different from other coronavirus  apparently is subject to frequent mutation that would render the vaccine ineffective Add that a 2nd infection with COVID19 is much WORSE than the 1st,1
1340916602917670913t,Pfizer BioNTech witches brew concoction which has already killed six people in US trials Two died from the vaccine 4 from the placebo This prompts the question what is in the placebo Pfizer BioNTech have not even revealed what is in the vaccine Yesterday BioNTech shares ,0
1332858597265399808t, Pfizer is pretty comfortable too with every one getting a vaccine This is a business This is not about health,0
1337401646607896576t, When 2 ppl had allergic reactions to Pfizer vaccine on 1ST DAY it doesnt bode well Now we also discover 10 people died in trials they had to be fit  healthy to participate Frightening Now US has made it mandatory for all its citizens to have vaccine Population culling,0
1361668886865858562t, JohnsonJohnson produce this vaccine fornonprofit and it was developed by Janssen Pharmaceuticals AZ was found small study ineffective against SA variant efficacy only 20,1
1380629929663082507t,A Georgia vaccine site temporarily shut down after eight people suffered serious side effects from the JJ vaccine The site in Cumming is one of four nationwide to pause Johnson  Johnson injections this week AP writes ,0
1326168448490217472t, Pfizer VaxThe most frequent adverse reactions were local pain at the injection site fatigue headache muscle pain chills fever and sleep disturbances  they detailed,0
1263138444206764033t, BY CHOICE ONLY  DO NOT SAY MANDATORY Donald Trump Optimistic About Staggeringly Good Moderna Coronavirus Vaccine  via ,0
1409997316220620802t, I like Mac n Chises posts But this time I have to disagree Im sure the Oxford team is exceptional But think of it this way Would you Joanna consider taking a flu vaccine from ten years ago today thinking it would protect you from the 202122 winter flu,1
1303672959819710466t,loss of use of her hands  feet in a COVID vaccine trial participant Transverse myelitis in Covid vaccine participant confirmed by NYT  AstraZeneca needs to IMMEDIATELY DISCLOSE exactly what is going on with their coronavirus vaccine trial,0
1353088172318740489t, I see I doubt it Firstly nobodys going to do that Most ppl are lucky to get one type let alone both Secondly I doubt its going to make you less likely to catch COVID Even wthe vaccination you still have to take the same precautions,1
1420414962544033801t, Get vaxxed with Pfizer with 39 efficacy or with JJ with even much lower efficacy so you can spread virus without testing ,1
1294151136564264963t,  and a vaccine is a long way off with a solid chance itll never happen after all there has NEVER been an effective vaccine for a corona type virus,1
1264350659995992069t,  Told ya the vaccines were right around the corner  Vaccines coming out the yingyang  Anybody up for a game of Russian Roulette ,0
1334239416043376644t,Vaccines will NOT save the lives of those who will contract Covid b4 and aft if we dont know the actual protection duration Will this be the equivalent of the annual flu shot In others words dont go popping the champagne  partying like fools at New Years Eve,1
1381475162349043714t,A study by the Oslo University Hospital has indicated a connection between AstraZenecas vaccine against COVID19 and severe blood clots low platelet counts and haemorrhaging which previously led to the vaccine being put on hold in dozens of countries,0
1354393740882944002t, There is no evidence that the vaccine provides protection for anyone else but the person who gets it Stay home,1
1268204885566263299t,If its a mysterious company Gates is involvedwhich means Smithers is involved BigPharmaFraud FireFauci investigatebillgates,0
1332730337600933888t,   Agree I think the viral vectors vaccines are not working with Covid  JNJ had too an adverse effect dangerous that we never knew what was about it  this pharma hide everything about that case and they have the same kind of vax that AZN ,1
1414708451205320708t,Federal health officials are looking into around 100 preliminary reports of a rare but potentially serious neurological problem in people who have received Johnson  Johnsons Covid19 vaccination ,0
1285606481015050240t,   Adeno vector vaccine was tried for HIV and it did not work In a really bad way I really wish Oxford included data in this cohort on the immune response to the vector not just to the SARS2 spike protein,1
1331152712386359296t,Trump and Dr Fauci had meetings with Robert Kennedy Jr About Vaccines but a week later Pfizer made a 1 million dollar contribution to Trumps inaugural Also RFK is soon to publish a BOOK on FAUCI    Vaccines Vaccine,0
1377457706609606656t,Shocking Photos Mans Skin Peels Off After Extreme Adverse Reaction To COVID Vaccine ,0
1293506585629732864t,I would like to see the data Experts skeptical of Russian COVID19 vaccine  Show me the data Agree  with    Kathy Edwards The Sputnik vaccine is Kaputnik,0
1417131038380335109t,from the outset That so many fully vaxxed humans are still getting both Covid and the variants and some are still dying from them is very telling and revealing  and it is an odd thing to watch Pfizer and CDC continue to try and explain away why so many fully vaxxed people are,1
1354100519388770304t,Pfizers CEO said the company is working on booster shots that could combat coronavirus variants  good gracious how many shots will we have to take be4 something goes wrong in our bodies on top of getting COVID19,0
1277262128643108864t, They are laying the groundwork for vaccines whether you have the antibodies or not Moderna in the top 5 finalists for Covid vaccine said in their earnings call in May that they may not be able to successfully do the next phase test because too many people have the antibodies,0
1353199316354146305t,Updated deaths this week reported after COVID19 Vaccine for recipients under 60 There id over 70 total Check out VAERS on the CDC website to search yourself Just Google VAERS ,0
1321016048599080960t, what are you trying to do to people Whats the end game for the person who hit send or the one who sanctioned it Do you know the damage you people are doing to the publics mental health There may never be an effective vaccine ergo lockdowns forever You absolute maniacs,1
1334182031043997696t,Pfizer so they confirm the drugwho will take this vaccination Before you doing get you some healing herbs honey 20 off ,0
1403676363517743105t,California Woman Who Got Both Moderna Vaccine Shots Dies of COVID19 Officials  The Epoch Times ,1
1300723618213576712t,Oxford Universitys COVID19 vaccine might be dividing Christians but many resist the antivaxxer label  If you want a reason to be against vaccines  how about they kill billions of little virus lives Every life is sacred,0
1321566195506683904t,  Werent they just saying you can catch it more than once Vaccine is pointless then surely,1
1336341917492150276t,  Unproven  Vaxx for a  that HAS a 99 RCOVRY RAT with OUR IMMUNE SYSTEM Makes NOSENSE Lab  for Medical Experiments Lab Humans for Medical Experiments COVID19Vaccine COVID19 CovidVaccine ,1
1289102020918599682t,    So if flu with a vaccine kills more people than Covid without a vaccine why have you completely changed your life for Covid Or do you wear masks socially distance not see family etc every flu season,0
1336192758537543681t,    Yes no one is forcing But India is tet to order Pfizer doses Now everyone wants it and the government is saying Shut up and take this 60 effective vaccine,1
1253554697560100868t,I dont want a vaccine from Bill I want a cure from Donald,0
1375962820114849792t,A healthy diet is 100x better than a vaccine This experimental drug thoI wouldnt wish on my enemy Well maybe a few,0
1326283004130496512t,    Mike Im still not taking the vaccine I dont believe it has been adequately tested for long term side effects Again my choice but happy for others to be able to take it,0
1228085814724354049t, Hard pass on poorly tested biologics all manufactured by felonious companies who have been caught and charged for hiding damaging data that resulted in thousands upon thousands of of deaths and untold injuries Merck Sanofi Pfizer and GSK are all felonious companies,0
1339242423407394817t,They prefer the Chinamade vaccine that has issues on its efficacy and isnt even approved yet also you can clearl see how its more expensive compared to the pfizer one that gots FDAS EUA siyempre tuta ng tsina ,1
1375015697437356032t,   You are under the impression vaccines mean you wont catch covid which is not proven People can catch it more than once for example also immunity isnt assured for ever by a vaccine and no one is clear how long it will last,1
1336331464636448771t, Your Government has given Pfizer immunity from being sued if there is side effects Any commenton that Probably not as you are just a puppet voting how Boris wants you to and dont represent the people of Derbys interests,0
1350311327659552769t,23 elderly people die in Norway after receiving the Pfizer COVID19 vaccine Cautionary note issued CoronaVaccineSideEffects Coronavirus COVID19Vaccine PfizerBiontechCovidVaccine ,0
1308491676722364417t,All this talk of vaccines moonshots etc its a nonsense PR fluff there will be a 2nd wave 3rd wave next year 4th wave year after etc unless we adopt the Swedish way of handling covid and wipe it out through building up herd immunity,1
1374863541325471745t,Every rule of law framed by these guys are unscrupulous Why every seven days one should do pcr testCan anyone from the authorities give guarantee that after vaccinethere will be no problem What happened to PM of pak after getting the vaccine,1
1341980905338855425t,  Now my challenge to DOST  DOH and Vaccine czar  if they will inject themselves with Sinovac at 50 per cent efficacy rate in public with media coverage as mentioned by  I would believe them If they not then how can they boost up the trust of Filipinos on vaccination ,1
1376888200950595589t, If the vaccine really works why do ppl who are vaccinated care if others arent vaccinated I used to get the flu shot I never cared if anyone else got it,1
1379977310644940804t,The European Medicines Agency has concluded there is a link between AstraZenecas Covid19 vaccine and very rare but dangerous clotting events reported in a number of countries where the vaccine has been used events which in some cases have been fatal ,0
1289016075011719169t, Who will protect the Multi Millions who will Refuse this vacc No jab no job NEJM says everyone needs to be vaccinated for coronavirus in order to go to work  via ,0
1392158049452843015t,So the FDA just authorised PfizerBioNTech COVID19 Vaccine for emergency use in adolescents 12 to 15 years of age My question is whats the emergency We all know whats really caused the harm to adolescents during the past year and it wasnt a virus,0
1297952619827097602t,It all sounds like some sort of a nutty movietheres Dr Fauci who is no expert always changing the story theres Bill Gates Microsoft Wizard who has created a Software Vaccine to take care of the Human Computer Virus,0
1119656764763455489t,Doctors be wanting little babies to get vaccinated as soon as they come out the womb So theyre body gets use to fighting the infection Though babies dont have an immune system to begin with till like 2 years old You tell doctors that and they just are at you with a blank ,0
1261012949155696651t,Ill never say never but the likelihood that an effective COVID19 vaccine is coming out soon is wishful thinking As you mentioned there is no vaccine for the common cold which is a COVID19 cousin,1
1319997321384357888t,A good reason why to finetune Covid19 treatment is better than desperately find a vaccine or  worse  to get shot with a Chinese one,0
1325879758148800515t,  Is it just me or is this kind of dubious Pfizer says COVID19 vaccine is looking 90 effective  43K participants but study has no data of how many were actually exposed to virus to test response  Without a challenge test of those vaccinated we really dont know effective rate,0
1278016432056328192t, Did you know you cannot create a vaccine for a virus that reinfects Dr Fauci should know this So why does keep saying pushing the vaccine narrative Because his boss Gates wants to sell more useless drugs They will invent something that they will say will maybe cures a virus,1
1340089016050454530t, If residents at nursing homes are vaccinated there is absolutely no reason to vaccinate the staff unless they want it If vaccine works then the vulnerable are protected If it doesnt work then  should be investigated What in the world are U injecting people with then,1
1332709616254382080t,  OVERCOME COVID19 restrictions with TRUTH clearly and simply explained by a biochemist etc as to WHY our restrictions of masks lockdowns and vaccines are HARMFUL and INEFFECTIVE and UNNECESSARY YouTube TRIGGERNOMETRY Are We Being Told The Truth About COVID19,1
1333147879490326529t,If this is seen as the deadliest disease in our lifetimes and consequently the vaccine viewed as a miraculous panacea why is Pfizers stock price virtually unchanged from the beginning of the year,0
1306678190287527937t,With Moderna having a half billion dollars worth of taxpayer funding and the companys solid connections to the Bill Gates vaccine funding machine I suspect that we already have a pretty good idea that the mRNA1273 vaccine is going to be the vaccine ,0
1102923950865014785t, There is a lot of data that points to lack of sun exposure or vitamin D levels as driving flu risk Also some respected epidemiologists have argued the vaccine does little or nothing its compliance effect or its somehow protective against being hit by a car etc,1
1411761863071776772t,ALSO ABOUT THE JOHNSON AND JOHNSON VACCINE ITS A FAUCI TWOFER ,1
1405827611855519744t, NACI advices is ridiculous I dont know how they called scientific research More how do you explain us who got 2 Astra Zeneca vaccine doses were really protected without leaving 2160000 Canadians in a health limbo,1
1352876025131229184t, Zionists dont want the Covid to end Millions of people are dying in vain There is a solution German government does not implement the solution I said I will tell you the solution they bloked me Germans be carefull dont get vaccinated Support me let them implement solution,0
1291008496079712256t, Flu is a Corona virus and it doesnt go away with a vaccine why would Covid be any different The vaccine wont cure Covid Nov 4 will cure Covid,1
1353335186667294721t,  I share the concerns of Prof    Prof  how does a vaccine candidate that has been approved  is being administered in India for use without proven Phase 3 efficacy give you hope It raises alarms  Will you take the vaccine in UK or take Covaxin in India,1
1262003747326132226t,  There wont be a vaccine There are hundreds of corona viruses COVID19 is but one nasty opportunistic one SARS was 20032004 no vaccine for COVID19s predecessor either Human behavior must change And evolution as well as adaptation must take place Get sunlight and hydrate,0
1364515802238640128t,   Not the point that was being made You can still contract and pass on covid after having the vaccine,1
1363867276978515978t,All vaccine stats will be mishandled fudged then buried same as those being vaccinated ,1
1292881487944192008t,I honestly dont understand why people think Corona is going to ever be controlled or why a vaccine would ever be any more helpful than where we are at with the flu vaccine This thing isnt going anywhere Its here forever We cant contain it So lets move forward,1
1378509049516466176t, Thats what they want Its about control The vaccine wasnt created for Covid19 Covid19 was created for the vaccine Fact ,1
1298062483110809601t,Fact or Fiction you decide The upcoming coronavirus vaccines will be slowacting euthanasia shots Hence the desperation to censor all criticism of vaccines and even reject the Russianmade vaccine which isnt a kill switch for the simple reason that Russia isnt at war with,1
1365665767346237440t, Why vaccine manufacturers have zero liability if their vaccines are safe,0
1374068322438889477t, I mean if they believe thats going to help them then by all means I mean they feel like if they take the vaccination that things will go back to normal yeah think twice Its sad but thats all they want to do go out to the bar or a club like why are you so desperate to do that,1
1364991288672727045t,Gates Admits 700000 People May Die from his Vaccine  this is an old video but shows you Bill Gates just seems to lack idk what the word is he is cold lacking  well we may lose 70000 people from this vaccine but hey he always talks with his hands,1
1381966514161647617t,US calls for pause Johnson vaccine 6 cases cerebral venous sinus thrombosis CVST among women between the ages of 1848 with symptoms between 613 days after vaccination Out of 68 million doses given 000009 Similar to AstraZenaca ,0
1270731957245263875t,  I saw this Absolutely horrendous All vaccinated macaques sickened after exposure to COVID19 in Oxford trial The vaccine provided insufficient antibodies to prevent infection and viral shedding Vaccinated monkeys spread the disease as readily as unvaccinated,0
1257638552948617220t, You aint de saviour of the workd and will never be so stop trying so hard to be one Like these vaccines will cure corona virus ,1
1396525147746619398t,Heart attack on a plate made this moment possible so does Moderna Vaccine ,0
1293758127783854080t,  This is a nonsequitur If there is no phase 2 or 3 trial noone can conclude the Russian vaccine safe or effective Its not up to western scientists to prove the vaccine is not safe you must assume it is harmful until proven otherwise,1
1335934056727502854t, An ex Pfizer ex is warning that the candidates could destroy female fertility If thats the case we have a HUGE problem We need to see plans from companies for assessing long term damage as well as for victim compensation Also you cant test in kids its not ethical ,0
1345449922255056896t,100s Of Israelis Infected With COVID After Receiving Pfizer Vaccine Amid Frenzied Inoculation Campaign    ,1
1325890948207874048t, Please goto  and search under health for the truth on Pfizer and vaccines I just wish for you to be informed,0
1336248752710045703t,   Yeah This is nuts and Im vulnerable but all sounds completely hypocritical and propaganda is through the roof today Boris giving Pfizer complete immunity from legal proceedings is very scary,0
1444480387506442240t, Slovenia Suspends Johnson  Johnson COVID19 Vaccine After Death Of 20 Year Old Woman from Great Game India Slovenia has suspended the Johnson  Johnson COVID19 vaccine in the wake of massive protests after the death of a 20 year old woman Slovenia,0
1339442250242207746t,   No we cant wait People with known anaphylaxis need this information before getting the vaccine so we can get it under safe circumstances in hospital staff ready I am at risk and have a high risk child for both anaphylaxis and Covid19 We need accurate information,0
1332868519231418370t,So Pfizer is testing their vaccine on an Indian reservation and has already killed someone and the autopsy showed his heart had crystalized  ,0
1450062517129121793t,  Aak yourself why they havent approved Novavax vaccine that is far more efficacious and safe as opposed to mRNA vaccines Do some research Dont ge a sheep,1
1303267899717681153t,      Theres never been a vaccine created for any coronavirus Im not expecting one for Covid 19 either Hopefully treatment improvements,1
1373272924656861184t,Fauci is an insider He knows things that the public does not know He knows that the Pfizer vaccine is no good against the UK strain of COVID19 ,1
1284491139790311425t, Anyone think its strange that a so called vaccine is in its testing stage when no autopsys have been carried out on covid death the very disease the vaccine is to be used to stop ,0
1357091674627923968t, I dont see how this is a desirable vaccine choice for Nigeria Certainly the Russians can mass produce Sputnik V to the 16m level in a short time frame Covax hasnt proved to be any good compared to the 91 levels we are seeing from Western and Russian vaccines,1
1336235788552507393t,The UK is rolling out a stage 4 trial of a 94 effective vaccine that doesnt prevent people catching or transmitting COVID19 So 94 effective at reducing obvious symptoms then Why the chuff is the UK wasting money on it,1
1401874552792272900t,   Tell me a vaccine which is an efficacy rate of 100,1
1392805668348911623t,  Also cannot let the companies dictate the thought process behind it Moderna CEO will no doubt be shouting about antibody levels 12 months postvaccination but whatever that drop is may represent zero erosion of immunity,1
1354825133723103232t,  Would someone please tell this idiot that even though he is vaccinated he still has a chance of getting COVID yes twice if he already had it as rumored that will be mild for him but deadly to those he comes into close contact with like this,1
1334763859484131330t,    Explain how vaccines cause those in autism a deficiency in,0
1382306447665471496t,South Africa voluntarily suspends its rollout until the causal relationship between the development of clots and the Johnson  Johnson vaccine is assessed ,0
1417131033791713287t,But again back to the vaccine and the still claiming that it works for variants It does not it can not The Moderna mRNA was created from a spike protein of one particular strain of covid  thats it That in itself is still not an open and shut cure We all knew going in,1
1425129582664036353t,why everyday do you say    the vaccine is helping if that is true why are there so many cases and today the highest death rate in months can you not look for a vaccine that will get rid of the virus with no transmission,1
1300571150787973121t,   Yes I think that is the plan Masks and social distancing forever with constant condescending reprimanding lectures from those in charge like Cuomo if you fall out of line There is NO end in sight and no stated end goal Even a vaccine isnt 100 effective so,1
1436133275651739649t,    My first infection was a year before my dose of Moderna I did have lung COVID but I think this definitely needs to be brought up and everyone who says safe and effective needs to remember it isnt always I have no heart or clotting conditions aside from COVID and the ,0
1349728227955073030t,String of allergic reactions in Moderna vaccine recipients at San Diego vaccination super center center Vaccinations were slowed down after allergic reactions were detected in six vaccine recipients ,0
1336642126000627712t,So they are now advising those with allergies NOT to take the vaccine after 2 anaphylactic reactions in nurses on day 1  thats what happens when stage 3 testing is rushed covid Pfizer lockdown tier3  ,0
1363362307477172224t,   What is the percentage of when a vaccinated person gets covid they dont have symptoms  dont get tested  unknowingly spread covid to the unvaccinated No vaccine for kidsteens slow roll out to adults Doesnt Israel now have more kids getting covid,1
1370567827954962440t,With SARS being more infectious nothing was shut down Shutting down due to COVID didnt help anything Masks should be worn BUT thats it Vaccines do not work microchips are present but not in the vaccine The microchip is in the nasal swab to test for COVID,1
1339357191191445508t,says right here only those with a history of allergic reactions to the components of the pfizer vaccine should avoid it yet the person in alaska who had the serious reaction had no such history ,0
1325885143593054208t,  Thanks for letting us know I will not take the vaccine until s task force takes over I dont trust  if theyre working with  and his administration makes sense now why Pfizer is pushing this news,0
1443333412522233858t,  A fourth vaccine This gym teacher thinks the FDA is going to approve Novavax in November,1
1248679429292916738t,We still dont have a vaccine for AIDS after nearly 30 years but lets watch Bill Gates conjure up a vaccine for COVID19 overnight,0
1365602772914159620t,Will we see court cases arising due to damage from the Covid vaccines the government and experts were pushing this swine Flu vaccine,0
1325852698017665027t, Pfizer is a dodgy outfit so any vaccine from them is not trustworthy,1
1376929320145408005t,Sorry buddy  Canada restricts AstraZeneca use for those under 55  via  SEE NO SMOKE WITHOUT FIRE PART 3 ITS A UN TESTED VACCINE,0
1337122666357137408t, Yes Is it true that the PfizerBioNtech covid 19 mRNA vax will not prevent acquiring or transmitting the virus That even if it does after 36 months we would have to have another one anyway To get our rights to shop and work And well still have to distance and mask up True,1
1367840159883026433t,  The other way to think of it is that the mRNA vaccine is a kind of test run to see how our bodies will respond in the presence of a coronavirus  If I die from the vaccine then I would surely have died from CoViD19 Choose your poison,0
1417661084715032578t,Search Results from the VAERS Database 31yNevada Moderna Covidvaccine heartAttack cardiology Administered by military ,0
1382033472978554894t, Boris Johnson today has said the Covid Vaccine is useless Take some Vitamin D instead,1
1338968454766989312t,  Might not be true The moderna vaccine reported sterilizating immunity in less than 70 after the first shot I sure hope I can pitch my falling apart masks before summer,1
1366028797783511044t,  That 60 to 70 percent effectiveness would mean that all the things I do know to protect myself have to continue even after the vaccine kicks in If there is an 8 risk that the vaccine did not work I would take that risk but not if that risk is 30,1
1364759489535242240t,Just found out whats in the COVID19 vaccine I am disgusted and repulsive by this and will be opting out of receiving the COVID19 vaccine,0
1374088395463462916t,  When masks are no longer required after getting vaccinated I will consider getting the vaccine Until then I dont see the point Wearing a  mask implies Im not protected,1
1425178839026704391t, Head of Oxford vaccine group asscovers as Delta renders their vaccine largely useless in protection from infection and the government seek to cover this up by boosting its recipients with mRNA vaccines Fixed it for you,1
1347965471455375363t, As you know Pfizer Biontech vaccine uses novel mRNA technologywe realistically do not know the longterm behaviour for how a delayed dose will work Yet the UK has decided to make that decision when the people who are now getting it  are the highest at risk in society,1
1187497499709231104t, Nah  Ive gotten 2 flushots both times it worked I got the flu  But that said Ill trust Herd Immunity over vaccination  something about that Tuskegee Experiment memory,1
1317527524080029696t, Agreed Almost every decision they make to fight covid especially ones involving vaccines will be bad Were in an era in which we have to take extra care of our children and our elderly,1
1320276387475800066t,    should be the first to take a shot of her own vaccine Lead by example and all that Liklihood is that shell take the Oxford vaccine and give her homebrewed rubbish to us,1
1338905711724670982t, More vaccine bullshit,0
1335599087635345410t,Macron I Will Not Get Vaccinated by The PfizerBioNTech Vaccine  No Virus has been Treated with this Companys Technology A Statement about the PfizerBioNTech Vaccine was made by the President of France Emmanuel Macron During an interview Goldendawn Nationalism Greece ,1
1338410867575152640t,So  Covid vaccine does not need refrigeration but  does Why is that Whats the difference Arent they supposed to both be Covid vaccines Yeah I dont trust any of this shit And they wonder why only a 13 of Americans want the vaccineCovidVaccine,0
1353504204531224576t,Because any regular vaccine takes up to 10 years to properly develop this one came out in 10 months,1
1287813425603792896t,   All the people creating vaccines and saying nobody can get back to normal until vaccinated are RELYING on not being able to catch COVID19 once your body has created antibodies,1
1354963927461978113t,The vaccines  Stop playing with figures so you can say look at us That will come back to bite you with the Pfizer vaccine Youll have vulnerable ppl with a delayed 2nd dose who then become ill because they believe they are innoculated when they may not be,1
1340382696149757952t,   Oh no the vaccine money will def help Pfizer executives take VAST bonuses which Im sure is what we all want  But yeah the vaccine might not work at all It was always a long shot tbh,1
1416802299444334602t, I didnt know Astrazeneca was offered in the US I do know that J and J causes blood clots as does Astrazeneca I do know that J and J causes GBS from which I was disabled for a decade from another government rushed vaccine Go bake a cake or something ladies,0
1221123182490349568t, Questions to ask Where is the company going now Who controls company What is happening now in society with vaccination and virus scare I wonder We have assistant death now so more long drugged out deaths no more money in keeping people alive,0
1326630440371937281t,    The Pfizer vaccine uses mRNA which fools your body into making the spike protein from Covid The protein by itself does nothing except provoke an immune response to the virus itself,1
1402973831396876290t,  but az vaccine not working pfizer little bit ok its gives 75 symptomatic protection ,1
1379819294620577793t, How independent is the UK health watchdog from Government from Oxford university and anyone investing in or a vested interest in the AZ vaccine There are other vaccines available that do not have tiny risks of blood clots,0
1438846921427361793t,   Its dated August 2021 the market has been consuming the Pfizer vaccine since last year And yet five more years of safety testing has been requested because they arent happy with the levels of heart issues,0
1334592659390930944t,For anyone getting the COVID vaccine be sure to get all tests done prior to getting the vaccine and every six months thereafter to keep an eye on how the vaccine is affecting your body A class action suit can follow if were all getting similar detrimental side effects ,0
1320623338151055360t,can people please stop relying on a covid vaccine ik im not getting that shit even if it does come out now imma wait like 3 years to see what the long term effects are im not gonna be the test subject,0
1332053426281336836t,  From a very trusted family member who their job is monitoring new drugs for a career She told my parents who are 78 she would physically stop them from getting the Pfizer vaccine To many cut corners,0
1374833006037377024t, Clearly not following the science or data then Even last year without any vaccinated there was no study or data to suggest pubs restaurants or gyms were areas of viral spread This is just about control and a coercive way to get all under 40s to take a vaccine they dont need,0
1299409840134123522t,   And then they get to mandate it safe or not due to social pressure and momentum And mRNA vaccine tech is has never been tried before on people so no chance for long term study Should work in theory Not sure in theory is good when it comes to altering our own DNA though,0
1371740064049414144t,The AstraZeneca covid vaccine they wanted to inoculate south Africans with is being rejected in other countries ,1
1289680139328995328t,Title AstraZeneca exempt from coronavirus vaccine liability claims in most countries  What we could do here is to put a large public pressure on our government to increase the number of people who have died from AV vaccines so it would not result in the vaccine being,0
1382269833891311617t,Sky News  VACCINES dont work Dont take my word for itBoris Johnson said they arent working yesterday  he only tells us what SAGE NERVTAG  SPYB have told him to say,1
1331244481698537477t,Can somebody explain what does 95 vaccine efficiency stand for if not for efficiently stop the virus Only for stock growth Moderna boss says COVID19 vaccine not proven to stop spread of virusso even after vaccination life may not get back to normal ,1
1339280109270953987t,if the covid vaccine is so beneficial why do they want us to sign a contract if any consequences occur ,0
1309675101047021568t,  Just waiting along with half of Canada to you announce you are buying the vaccine from China the very country that gave us the virus,0
1331065354035015684t, Vaccine from american Pfizer will cause a gene mutation in billions This must be stopped before its too late Americans like to conduct experiments like nuclear explosions in Japan We know ,0
1372732085987909632t,AstraZeneca COVID19 Vaccine May Cause Blood Clots 17 European nations seem to think so AstraZeneca claims it does not which is good enough for corrupt US media Vaccine Covy ChinaBug Covy  ,0
1377276647414530048t,NY woman contracts coronavirus month after COVID19 vaccination report says So whats the fucking point of a vaccine then ,1
1444216738497892353t,Search Results from the VAERS Database 11y Georgia died after Pfizer Covidvaccine Pfizerkids Pfizerdeaths Pediatrics Patient was 11 years old and 8 months at the time of vaccine No side effects noted  ,0
1326431748595605504t,  my biggest issue with the vaccine is the fact that  have an abysmal track record with medicine and its adverse affects Even paying off doctors in the past how can we trust that its safe,0
1355787145512951810t, It really scares me how much people view the vaccine as the cure to COVID there are going to be a lot of surprised people when they get infected after they get vaccinated and think the pandemic is over,1
1301339449876414465t,     If u are Black brown Jews LBGT Arab muslim or handicapped beware of taking Trumps Russian vaccines intended to kill at least 2 million or more as bragged by Trump He is worse than Hitler,0
1392075540518035461t,   You mean the study Oxford was involved in and which they themselves said showed that their vaccine provided minimal protection against the South Africa variant ,1
1383088786544979968t,If you missed this last night the risk that the AAV vector  and  use in their Covid vaccines can cause thrombocytopenia has been in the medical literature at least since 2007 Thats umm 14 years ago Hey stuff slips by when youre at WAAAARP SPEEEEEED,0
1375359298012766215t,  EU are now putting the whole world under threat as AstraZeneca wondering why they are bothering with a vaccine which isnt making them any money  is affecting their whole business Well done Ursula you could have the blood of millions on your hands,0
1271629509960306688t, No way COVID has a 026 fatality rate for those infected according to the CDC there is not a health reason to require a vaccine for a FLU   Fluzone on its insert says fatality rate for complications is 05 You are twice as likely to die from a flu shot than COVID,0
1330285680212242432t, Why dont we ask questions about the etiology of Covid 19 Why do some people have no problem with their immune system and remain asymptomatic while others particularly Ethnic minorities have a disproportionate number of deaths A vaccine is a shortstop with lots of resistance,1
