ID,tweet,pharma
1334185595397156868t, getting a monopoly on a covid vaccine Aint gonna get me to take it since you fucks dont even know if it will prevent transmissions or not,0
1340219563569532929t,When you wake up to this scaremongering Headlines you ask yourself what was the point of PfizerCOVIDvaccine BorisHasFailedTheNation Pfizer ,0
1334558755661418496t,The British developed AstraZeneca vaccine being touted as a particularly good candidate for the third world is an attempt at mindcontrol to reassert dominance over the former colonies Prove me wrong ,0
1382306447665471496t,South Africa voluntarily suspends its rollout until the causal relationship between the development of clots and the Johnson  Johnson vaccine is assessed ,0
1438725248333930497t,     Anyone Pfizer can buy a former FDA chief and then make him the media goto for vaccine advice Look up Scott Gottlieb Learn what a revolving door system is as it pertains to the relationship between public health agencies and Pharma,1
1370215883335958528t,My dad called me  said hes getting the vaccine lol Im the only family member thats been on the front lines  never had a break through Covid from day 1  Im the only one thats not vaccinated ok so everyone can pool in theyre stimulus checks for my funeral expenses then,0
1288070819629993985t,  Factually untrue Fauci has known of the effectiveness of HCQ in treating COVID since 2005 Plus why would you assume a vaccine would solve anything We have a flu vaccine yet we still have millions of cases of the flu and flu deaths every year This will be no different,0
1336634095422468098t, First specific safety issues of PfizerBioNTech vaccine too ,0
1254713964153405440t,   For example this UK based company is using different sequences of RNA found in our antibodies to create the DNA of the live virus supposed to help create a vaccine but if the live virus hasnt been isolated how do they know its right  ,0
1335049221628698625t, why has the company who made the new vaccine been given protection from being sued if anything goes wrong down the line after taking it Does this mean it may not be safe to take  CovidVaccine COVID19 coronavirus,1
1368636250723323907t,How many incidences and bad batches are there out there I wonder EXPERIMENTAL VAX  Austria Suspends AstraZeneca COVID19 Vaccine Batch After Death ,0
1330841393967886337t,Pfizer Tests COVID19 Vaccine on Kids Frauds lawsuits and convictions of their crimes against Humanity should we trust them ,1
1365783890435207168t, Yeah cuz government and big pharma have made their money and scared people into the vaccine plus we have track and trace and pretty much the Chinese Social Credit system beta version Well played ,1
1342082469726720001t,He is the president of Brazil A very sensible ruler who cares about the health of his people Clearly knows the dangerous side effects of the Pfizer vaccineand their indemnity clause making them non liable for any damage Why on earth only we get the moronic idiots,1
1352957607393300485t, Not what the manufacturers are saying The manufacturers dont recommendations we have two doses bc they want to sell more vaccines The do it bc they know better than anyone else you need two doses just 3 wks apart Johnson  Co are lying to covering up vaccine shortages,1
1318749095301963777t,  one trial was paused the Johnson  Johnson vaccine after one person got sick and they dont know if that person received the vaccine or placebo The only Vax we give these days that makes you contagious is smallpox,0
1410347738672271360t,Time has come to switch to non genetic vaccine as Novavax one  mRNADNA vaccines will survive only by bigpharma lobbying  vaccination covid19,1
1371043998589194244t,Has anybody in the UK died of a blot clot from having the OxfordAstra vaccine 25 million doses have been administered so far Is it a ploy to distract from their lack of vaccine,0
1317485627877650432t, The US has signed an agreement with Pfizer to secure 600 million doses while the EU is negotiating a deal for 200 million doses  Totally about money A virtually untested vaccine will be released onto a gullible public and billions of dollars will change hands,1
1218177388074479616t,  Informed consent is our right How can we be informed if we cant even acknowledge that there are side effects How is it irresponsible to know that even tho youre vaxxed you could still be unprotected Vaccines are far from perfect,0
1251577003532341250t,My daughters college work to become a midwife has been tossed aside my husband is self employed  has lost his business Mad bad dangerous Prof Ferguson is going to make MILLIONS out of Covid vaccine  this is absolutely stunning that Brits have become so compliant Why Fear,1
1339939956094070786t, If the CEO of Pfizer refuses to take his own vaccine then theres an issue As for my faith I refuse to take anything that has Luciferace in it along with the patent  060606 Nope  ,1
1374556681494011904t,Weve been in the midst of it since it started so Im not getting the vaccine because Im already immune And actual quote from a resident of Grantsburg WI Is it that hard to understand that this isnt how it works,0
1369477565593755651t,kinda fucked how the less effective Johnson Johnson vaccine will be distributed to rural communitiespeople who are more likely to be at a socioeconomic disadvantage like theyre not also at high risk for COVID if not more,0
1285303400368877574t,    Blood on your hands Youre going to prison  vaccineskill mancockforjail,1
1336713199803133953t,Danger Warning over Pfizer vaccine rollout as two NHS staff suffer anaphylactoid reaction Regulators urge people with history of significant allergies NOT to have injection  just 24 hours after Britains mass inoculation kicked off ,0
1340087079364124681t, None of these people should get the vaccine before the rest of us Covid was a non issue a hoax the flu Why are they rushing to get the vaccine now,0
1253245388527673346t,  It would appear Bill  Melinda Gates are expecting a positive ROI on their vaccine These ghouls do not care Their economy is juuuust fine But you know what WE have our freedom even in lockdown These people are prisoners of their own greed ,1
1336231579941826561t,  Gung ho Britain First Boris Johnson hoping Covid vaccine is the silver bullet that will get Covid done  mend his reputation after shambolic handling of Covid ,0
1242594827818147842t,  I think everyone who is butthurt that a low cost medication combo effectively heals people of COVID19 has put a lot of investment in  companies making vaccines What youre mad your insider trading tips didnt pay off You wanted more deaths for your vaccine to be worth more,1
1343289649595371520t, I think more people would listen  watch you if you didnt spread bullshit news reporting How about you show facts of calls for COVID and calls for depression or injures etc also go and ask boris how much money he will make off these dodgy vaccines,1
1300963675927228417t, you support a mRNA vaccine Germanys BioNTech and Bill Gates backed Pfizer What are you getting paid to allow this test trial Fair question yea,1
1333796330917937153t, Modernas nasdaq abbreviation is literally MRNA A multi billion dollar drug company that has never produced a single drug until now an MRNA Vaccine Not like the current US vaccine czar was a top executive and founder thatd be a conflict of interest right,1
1272936472375709697t,billgates  Moderna get paid Moderna is designed to change your RNA forever You will be their guinea pig  But they might send an ambulance to your GPS chip Vaccine Trial Catastrophe Moderna Vaccine has 20 Serious Injury Rate  ,0
1331212667911090179t, Bill Gates says we can reduce the worlds population by 1015 with the right vaccines Covid19 is the beginning NeverVaxers NoVaccineForMe,1
1286119786854920192t,This insanity needs to  Think we are pissed now wait Gates is promoting that all COVID vaccines be protected by blanket immunity He hopes to sell his experimental genealtering technology to all 7 billion humans  transform our species into GMOs ,1
1355241427836530690t,I am not taking that shady Johnson and Johnson vaccine 66 effective rate is way too low Waiting for the Canadian vaccine,0
1309591407297024002t,   Neurological damage per corona vaccine is absolutely worth accounting for A lot of the vaccines that were mentioned are also entirely optional where I live Flu shots are only for people who are at risk for example Another way of spreading risk of adverse reactions,0
1255825272798089219t,But they said there is no vaccine yet where will this one come from StoptheNCDCBill,0
1327517597508755456t,  Unless their vaccine is proven to benefit mankind they do not deserve the Nobel prize So far the vaccine has only benefited the CEO of Pfizer who made a killing on the stockmarket by offloading 60 of his stock on the announcement of the vaccines effectiveness,1
1303480011459104769t,AstraZeneca Covid19 vaccine study put on hold due to suspected adverse reaction in participant in the UK The first of many failed Covid19 vaccines ,0
1370053327556333578t, He got it becuz he didnt stay safe after he got the vaccine He didnt wear mask or protect himself he also probably had the Covid when he took the vaccine,0
1325785779998748673t, This just in   And I wont be taking it  Pfizer also sell Rogaine  which has never grown one single hair and does over a billion dollars a year on that hoaxe ,1
1349523253316837378t,Holy smokes If Im not mistaken Ukraine signed a deal with China to buy 19 million doses of that Sinovac vaccine made in China Only 50 effective for 17 per does Zelensky what are thinking dude Poor Ukrainians COVID19 pandemic,0
1452908043205742593t,      Really If thats the case 1 WHY is it that ONLY s Comirnaty is about to be LICENSED 2 WHY have Big Pharma governments and employers worldwide got 100 immunity from prosecution arising out of vaccine ARsAEs 3 WHY,1
1336425671141306369t,  Glad this man is paying attention to the science and not the conjecture COVID has a 95997 recovery rate WITHOUT a vaccine which by the way is only 9094 I didnt take Common Core Math but 95 is and always will be a greater number than 90 to 94,0
1346566733025435653t, No theyve been trying to find the vaccine for HIV for over 40 years dololo now its like what 2 years and theres vaccine for COVID 19 Remember how westerns used vaccines to colonize African stay woke,0
1424723617871548428t,Close family member unvaxxed has covid flu like symptoms for a few days her double vaxxed work colleague is not doing well and the point of a vaccine passport is    ,0
1372989435860619264t,   6 brain thrombosis with internal hemorrhage and 2 deaths over only 120 000 vaccinated with Astrazeneca  Is that what you call isolated Chance of dying from Covid for under 40 years old is less than that,0
1417661084715032578t,Search Results from the VAERS Database 31yNevada Moderna Covidvaccine heartAttack cardiology Administered by military ,0
1419149539919937536t,    Lots of pple in india died being fully vaxxed with covaxin from covid,0
1299785191125323776t,   Proven and tested in 6mos when a normal vaccine ever verified thru CDC has always been 4yrsok brokeep walking,0
1344041796091998210t, You are going to mass inject vaccines that are so kak the companies who make them refuse to back them  we as a company simply cannot take the risk if in  four years the vaccine is showing side effects   Can you imagine how that makes us feel,1
1382684517031411717t, The second dose is more likely to have noticable effects Was just with someone who got COVID in the UK and reacted quite badly to her first Pfizerbiontech vaccine  swollen sore arm  bone ache etc Probably had plenty of relevant immunity from COVID 2nd was less bad for her,0
1322467326990700545t, But they now give the flu nasal vaccination live virus to kids to create herd immunity because the elderly wont take their flu vaccs Im not a believer in sacrificing the young to save the old shielding should be for the elderly and vulnerable only and leave others free,0
1357753264209612805t, you are entitled to mention it it is best the side effects some people suffer are known I have known my arm to swell up and hurt for days after the flu vaccine all I got from Oxford was a slight headache which could of been self inflicted you will be better soon,0
1329100034718257159t,    When they say things like this The average age of covid victims is above the average life expectancy Once you get old something is gonna take you out Part of life,0
1334592659390930944t,For anyone getting the COVID vaccine be sure to get all tests done prior to getting the vaccine and every six months thereafter to keep an eye on how the vaccine is affecting your body A class action suit can follow if were all getting similar detrimental side effects ,0
1353080155007184897t,  mRNA has never been used on humans until 2020 Do you seriously not question why its been around 30 yrs without once being tested on a human Moderna has never even made a vaccine for humans before This vaccine is only even able to be used through an emergency use clause,0
1314784605883502592t, Now why would all of these governments running the Corona scam be so desperate to force their whole populations to take Gates sinister Corona vaccine huh It is certainly not out of anxiety for their health I am quite sure Rather the opposite I suspect,1
1300205838913671169t,Well at least we know who the first volunteers for any untried vaccine will be,0
1396467052416835593t,Heart Inflammation after Vaccine under investigation  CDC did not specify which vaccines Israel  a small number of cases of heart inflammation in people who had received Pfizer though it had not yet drawn any conclusions Most among at up to age 30,0
1308515647131877376t,Whilst Zionists    are pushing for Covid19 vaccines and actually gives immunity to BigPharma for their dodgy vaccines China takes steps to make them pay for the injuries they are causing ,1
1378113596245168129t, The vaccine fucks me up a lot because I have had covid before It actually does give me back pain as well,0
1425893331230408711t, We have had 12 familys who are double vaxxed with Pfizer in our villages 31 people 9 were admitted in hospital Then we have 5 people who can not be vaxxed and they have not been effectedAll were PCR tested The vaccinated people transmit okay fine but they are cause deaths,0
1443470393314975745t,Nothing to see here  just a case of Central retinal vein occlusion after mRNA SARSCoV2 vaccination 15 days after Pfizer They wrongly say no reported cases in the world literature documenting CRVOs related to vaccination for COVID19 ,0
1430835859788546054t, FDA links to BIG PHARMA So FDA approval of PFIZER Is it still safe based upon the this powerful video  COVID19 COVID DELTA,1
1273636429466177538t,  Pushing banning of over the counter medicine for cough fever body aches so the Democrats can mandate force inject COVID in everyone in a form of a vaccine playing Russian roulette if they can fend off the virus while making a political scene to remove a president of opposition,0
1377203098205220865t, When will you reveal the truth that the GSKNovavax deal is the next SCAM youre wasting taxpayers cash on Novavax has never had a vaccine in the public domain in its entire 20 years of being a biotechnology dodgy USA company,1
1339697165879402497t, Ohhhhh aahhhhhh ohhhhhh antiscience within science Unbelievable Because every argument against puppy Moderna or even abstain is automatically antiscience Moderna is a religion already,1
1328011403681292290t,Yes  Fauci Im sure  with FDA  Pfizer rewarded Trump by waiting 2release that COVID19 vaccine had been developed Part of concerted effort to bring down President Trumps second Presidency I will never take the fking vaccine  and any vaccine arse BillGates had finger in,1
1293190350811660289t,  I appreciate your willingness to be first to try the Russian vaccine Personally Im taking a hard pass on that one,0
1298244487341379585t,Didnt Trump say last week that they follow science and Biden wont Well ignoring data to push a unsafe vaccine before election is dangerous and not following science To be clear all vaccine manufacturers say they can not get a vaccine to FDA before the end of the year,0
1331169953123340288t,The national anthem for everyone taking the covid vaccine we both know its basically gene splicing  ,0
1293718081135575045t,Philanthropist aka eugenicist Bully Gates Moderna in full swing seems he now controls the big land in the west World War III does not look like other wars we can associate with Sad to say but we must admit that it has started  ,1
1321890971131543553t,How is it possible that the government can indemnify big pharma should their vaccine leave a person incapacitated or dead yet its possible to sue a body funded by the public for acting on reasonable suspicion  Its this kind of crp that hamstrung the security at Manc Arena,0
1327601087717793792t,  Ok its quite simple Pfizer are a business businesses have to make money Pfizer have spent billions developing this vaccine they wouldnt be doing it if they werent going to make money so if Pharma cannot make money from drugs pharma doesnt exist we have no drugs,1
1364401704712757250t,   I feel sorry for you because you really believe what your saying and you have been watching to much mainstream media Good luck with that vaccine,0
1231041472268505088t,HR0762 filed in IL urging Congress to pass to President to sign legislation removing immunity protections from vaccine manufacturers making them liable again for design defect claims and injuries caused by vaccines 1986NCVIA VaccineInjury MakePharmaLiableAgain ,1
1366395212218646530t,Johnson and Johnson be having baby products recalled and they think people will willingly take their covid vaccine,1
1253502846605107201t, If the CDC cant administer a vaccine for the correct strain how can we trust them to develop a vaccine thats effective against Coronavirus Sorry theyve lost so much credibility I understand not all information was available But too much false info was communicated,0
1371761156348653569t,    Stupid question The answer is why would I need a forced untested vaccine when my immune system is so good The only people wh will benefit are the pharma companies and the government ministers who have shares in them 999 recovery rate from covid,1
1340238409160384513t,  Trump has no money in pfizer so he is blocking it so the company he has money in has the vaccine to ship in order to make a lot of extra money out of covid,0
1313139212607250433t, Boris PLEASE answer us all this if previous covid measures ie masks social distancing lockdowns etc could not prevent a second wave then why repeat them  why should we trust a vaccine will work when govs previous measures have not  the flu vaccine hasnt either,0
1413269987997925382t,PFIZER MAKES IT OFFICIAL THEIR VACCINES EFFICACY LIKELY ALL COVID VACCINE EFFICACY SUDDENLY AND WITHOUT WARNING OR ANY SYMPTOM USER COULD DETECT STARTS TO WEAR OFF AROUND 6 MONTHS JOE BIDEN IS AN IDIOT AND SUMMER OF FREEDOM IS EXTERMINATING YOU ,0
1257143881143062528t, Well thats your choice All of us have choices and we all make many decisions every day But who knows ifwhen the vaccine will be ready And how effective it is Just look at the flu vaccine now The effectiveness varies every year How effective will the COVID vaccine be,0
1326979731921784834t, pointed out this clumsy phrasing in this article Pfizer didnt share an exact breakdown of how many got sick from getting Pfizers vaccine versus the placebo ,1
1326161709833347073t,So the Vaccine money pot is this the same Pfizer that was fined 2billion for fraudulent marketing Said it before vaccination is good  when tried  tested Ill take a shot 6 months after Boris  Matt Hancock    ,1
1325776350347661312t,This is what happens when big pharma co Get involved seriously Covid19 vaccine 90 percent effective in early analysis Pfizer says ,1
1365819377233362948t,Johnson and Johnson got a vaccine The same company that makes baby powder The baby powder thatll give you cancer Hell naw ,1
1376885149686714368t,  Notwithstanding the disgusting coercion attempt  a person who has already had COVID  possesses antibody immunity has no medical reason to take the vaccine Its not sound medical advice whatsoever,0
1340106149832531969t, Thank you for confirming that Earlier I tweeted that nobody should go near the Moderna one bc Trump  Jared used that company to make money off of the pandemic  even though FDA approved I dont trust it TrumpWho,1
1246685789175635974t,  Its funny that we all kept quite when Malaria vaccines were used on our people for decades I see opportunism in all these BillGates vaccine suggestions on COVID19 I am for consistency,1
1417842147756331012t, After heavenly miraculous pfffffizer vaccine Well with moderna the efficacy would be above 100 easily,0
1290581096682455040t,My thoughts Someone is making money to prevent HCQ being used I say its Dr Fauci  Dr Birx  we all saw his article how HCQ worked 15 years ago on Covid  Bill Gates also stands to lose  billions on a vaccine Our body our choice Murderers  ,1
1376269168354418696t,Fuck that got dam vaccine dont got time for that dumb shyt its all a money grab,1
1365363936581849091t,  I hate to break it to you but people arent getting vaccinated because they realize their immune systems are the best defense and dont want to be injected with poison They really need to stop pushing these voodoo vaccines,0
1332206506339565570t,IndiaFightsCorona Oxford AstraZeneca Vax FACTS SHARE WIDELY Those promoting the vax have loud voices  big money to hide the truth from you So there needs to be some effort in amplifying the voices of those who expose the truth The entire thread is backed up with proof ,1
1321891987809775616t, Modernas geneediting mRNA vaccs is now the selected vaccine for global distribution Experimental never before used rushed though at unprecedented speed  will require at least two doses For a flu like virus with little or no effect on overwhelming majority of infected,0
1333417395071889408t,This is it folks if this is how its going to be then they can stick their needles where the sun doesnt shine If you disagree with this assault on our basic freedoms then YOU MUST REFUSE to be vaccinated,0
1370381129073704961t,Keep seeing covid vaccine ads im straight ion trust it,0
1286621796549177344t, So we all get the flu vaccine and a totally different strain comes along and screws us over THEN Covid mutates and we all lose an ear,0
1364880800961994754t,  Most of us who have had the virus and recovered dont wantOr need a Vaccination Trust your immune system We are being walked into a corner with all this draconian action civil liberty MUST be restored,0
1415011300263055362t, The thing is the rollout is the experiment The clinical trials were always a box ticking exercise Someone said on the Novavax they opened up the double blind to cross trial midway through so everyone got the vaccine no control,0
1245360542824316938t, Johnson  Johnson which bribed doctors to prescribe psychotropic drugs for unauthorised use claims it has developed a vaccine too Follow the money,1
1303785867744600064t,Pfizer has been repeatedly convicted of fraud in a court of law over many other of their pharmaceutical products  have paid out big in damages  Vaccines are liability free so of course they want to push this product for their bottom line ,1
1334604662738182146t,   Help us get answers Mike or Julia Please As a Vegan  can you tell me the full list if Ingredients in your Covid vaccines  all of them   I will never ever consider taking a vax until you answer this question    ,0
1339506300795953153t, Pfizer are used to manipulating the data to suit Some of us are acutely aware of their previously misdemeanors with the Zoloft data More than 300 families are trying to get justice for the deaths and damage caused Now the governments have absolved them from all liability,1
1262839706787753985t, No kidding Moderna has NEVER had a drug approved before They got 450 million from the government so they are going to put out bs so they can keep getting that paper Big scam,1
1354601013316096002t,Mr Biden just bring in bad newsneed to confirm about the 100 millions vaccineslooks like the 10 millions tons of sugar Fidel Castro will produce in 1970 Same speech no actionscome tell us something goodI am 70 and cant get my vaccine yet,0
1344292081381093376t,An amazing Covid piece by James Grundvig on whats wrong with the vaccine COVID19 Covid Covid CovidVaccine ,0
1378390548025839618t, COVID is similar to flu flu has been around for decades and we didnt have to self imprison Chances are that COVID just like flu will not become extinct and will be circulating for many decades Expensive periodic vaccine is much more profitable than a cure,1
1376965569568718849t, Its ok Europe is already talking about requiring Vaccination proof before US citizens can travel over there Its cool put up a fight here its people rightbut dont expect the world to care if we cant travel lol,0
1331629978975428609t,11n Vaccine fraud Moderna The placebo is 09 sodium chloride normal saline injection which meets the criteria of the United States Pharmacopeia USP Analysis Placeboconrol should have been another immune booster eg another vaccine ,1
1336727225840840705t, I WILL NOT BE ABLE TO HAVE THIS VACCINE Any person w a history of a significant allergic reaction to a vaccine medicine food such as previous history of anaphylactoid reactionthose who have been advised to carry an EPIPENshould NOT get the Pfizer BioNtech vaccine,0
1288899167885066241t,Everybody with positive COVID test results needs to have their antibodies checked especially the asymptomatic  There are too many discrepancies in what were being told by the media and government   They want us to take that vaccine Its never gonna happen,1
1326843993561440260t,And there it is BS all about profiteering from PR Vaccine our ass Only 3 manufacturers  only 3 with proper vaccines Moderna Gilead and CanSino Biologics Rest are snake oil salesmen that havent gone through proper trial phases but the accelerated kind ,1
1327238478069977089t,Perfect Cases have to remain inflated  predictions grossly exaggerated to keep the pandemic facade intact Next phase of testing will be at modest CT rates timed with the end flucovid season  vaccine rollout Numbers will naturally plummet  the vaccine will get the credit,0
1291471766175518735t,   I would agree but the general public and mds seem happy to poorly tested vaccines Which one is it the Moderna that will reduce symptoms but still transmit Apply the same standards to HCQ Look at these doctorS who invent vaccines Look at what they said ,0
1405632106068316164t,Vaccine fail While the 2dose mRNA vaccine regimens seem to protect against Delta more than 350 Sinovacvaccinated health workers in Indonesia have tested positive The central Java outbreak is thought to be driven by Delta COVID19 via  3 ,0
1374878494845456393t,This has nothing to do with Marc were not that far along that that is way off schedule but there still is an enough information on whats in the vaccine if you like your body and get the information before I took it,0
1375009670411255815t,Insisting on a vaccine that many people do not NEED will make much more PROFIT than a treatment for the 1 of people who might need one or a preventative supplement Create a pandemic sell the cure 99 of people will recover  build natural immunity Vaccine Ivermectin,1
1226215258081157121t,Facebook Take Down Stop Mandatory Vaccinations  Sign the Petition  via  VaccinesWork,0
1322188456781475841t,Pfizer pays to play and has paid highest fines for its political misdeeds yet its vaccines do more harm even increased risk of SIDS as listed in the package insert profitoverpeople,1
1353917153616007169t, No body trusts you We know your old ass would die if you took it Moderna vaccine is criminal enterpizes that seeks to create foreign proteins that are patterned so they can target those proteins later for eradication and whoever is attached to it Stupid people,1
1380467868207316992t,Donations paid to Cheshire lawyer who died of a blood clot after AstraZeneca COVID vaccination ,0
1370717032568737793t, Maybe they are wise to the endless vaccine scams Covid boasts a survival rate of 99 CDC Our world in data shows no significant spike in all cause mortality in 2020 vs past 25 years Vaers and MHRA show unnecessary adverse affects from probationary warp speed jabs at 1200,0
1291035691363766273t,CNN Moderna already got 400 million for a Covid vaccine that isnt available  Its unlikely to even work corruption ,1
1336501088732659712t,    Well there have not been too many scary AEs but thats still in the air They will likely be significantly worse in all the shitty platforms like AVV that AstraZeneca is using Im not against these vaccines moving forward Just worried about what mandates will arrive,0
1390208721314213890t,plus another 3 under investigation Five new reports of blood clotting linked to AstraZeneca COVID19 vaccine emerge in Australia authorities investigating ,0
1293159650398031873t,As someone who grew up in Latvia if I had to choose between catching the Rona or taking a hastily created Russian vaccine just shoot me straight up with that Covid,0
1355209556616478720t, Fuck a Johnson  Johnson vaccine Their vaccines probably give you cancer like their baby powder did,1
1412762371790082050t,    And I wonder how many people will show up annually for a vaccine with this reactogenicity profile assuming thats similar to their COVID vaccine,0
1328451913826889734t,Exactly Modernain which DADDY HAS A FINANCIAL INTERESTEXACTLY WHY NO ONE WILL GET ITSTICKING WITH FAUCIWERE NOT ALL IGNORANT,1
1311689449651294208t,But its worth it Says the CNBC headline Reporter gets call from ad department hey Berkeley just keep in mind Pfizers ad spend at Comcast is seven digits thanks brah Lmao covid19 vaccine,1
1328399362095923203t, Doctors killed people with aidshiv etc medicine  And they written corona death First media create fear to get TRP Then Bill Gates company create fake corona vaccine to get huge money,1
1339032022946177026t,   I have been searching I can It find one I see a reputable doctor warning of the dangers of covid in March Then JR and Dave Chappell taking about a vaccine in nov and some shit with Alex Jones and his anti vax bullshit in nov I see nothing reputable about vaccines,0
1441591491080724480t,CNBC CDC director defends unusual decision on Pfizers Covid boosters This was a scientific close call unusual No Totally usual But the choice is easy when your masters want bigger profits You never follow the science Always follow the money,1
1344102034752950274t,   No need to make up death claims just refer to Pfizer literature Anyway the burden of proof is on you She died And this is not a vaccine It is gene editing that will cause enhanced immune response ,0
1378342526852153346t,The UK confirmed seven people had died from rare blood clots after receiving AstraZenecas Covid vaccine and Australia is also investigating a case of clotting raising questions about the safety of the widely used shot ,0
1285251251995803650t,  Thats the Moderna one isnt it I do know that Moderna skimped on some basic good science for example they did not test people involved for viral nucleic acids or antibodies before giving them the vaccine So I am skeptical of their data,1
1398617621134725120t,Pfizer wants an indemnity bond to exempt it from any action in case its vaccine causes sideeffects among the people  a bond the UK and the US have signed India has not agreed to this bond ,1
1356263369762869249t,Interesting verbiage We changed from died from Covid to died with Covid early last year Did any vaccine recipients die WITH Covid At least 2 died with Pfizer vaccine in trials one three days after receiving the vaccine,0
1368220474279297028t,Ben Stein Issues Dire Warning About What Covid Vaccine Did To Him In This Must See Video  ,0
1266176342392963072t, Not in this lifetime  how would this gene therapy work Why not just develop a vaccine A bit extreme to change genes to expand lung volume to cure COVIDAnthro has known about these geogenetics for yrs Its evolution in isolation Sounds like  ,1
1262536179204993030t,Since 2017 Moderna with the help of Bill gates has been waiting for a chance to unleash its human genomealtering vaccine technology in a highly profitable venture In 2020 with a lot of help from its friends it may get its chance coincidencewhat  ,1
1339056505040080896t,Dandy  Now Asia is getting cold feet Waiting for the West to be guinea pigs Dream on Does anyone at all want this cursed vaccine  Even Pfizers CEO wont chance it White House wont touch it Army exempted Start digging those landfills Toxic garbage,0
1305619719492382720t,AstraZenecas COVID19 Vaccine Test Subjects Stricken With Multiple Sclerosis and Rare Spinal Cord Disorder of transverse myelitis ,0
1404476177570426884t,   That is why I am contacting attorney as my STATE GOP reps I want some pressure on  to get this vaccine in USA also and  to advocate for shipping to US LOCATIONS TO ASAP America really is being offered only ONE vaccine type with higher side effects we need choice,0
1407783455161831424t,Pfizer COVID Vaccine Linked to Rare Blood Clot Disorder Israeli Researchers Say Israeli researchers on Monday said they discovered a link between Pfizers COVID vaccine and thrombotic thrombocytopenic purpura TTP a rare blood disease Scientists wi ,0
1240163322533568512t,I doubt China as its Wuhan warfare laboratory from where Corona leaked But the way Rochelle Pharma USA is declaring their injectionvaccine I am convinced there is Pharma Mafia behind this         ,1
1347657758385070082t,   That is normal as their covid vaccine has increased MS susceptibility  so after his covid vaccine we will do also MS vaccine but his MS vaccine also increase canser rates so he needs 1 more vaccine ,0
1356669403450982410t,Pfizer Forecasts Roughly 15 Billion in Revenue for 2021 From COVID19 Vaccine Pfizer expects total revenue in sales of CCP virus vaccines it has developed with Germanys BioNTech to generate roughly 15 billion in 2021 They pray on the sick ,1
1336651529978253314t,AstraZeneca has been found guilty of multiple Shady offences Since 2000 they have been fined over US11billion for these offences and violations Still they have been granted protection from future product liability claims relating to its COVID19 vaccine Legit Questions,1
1340782464365674502t,  Im hearing your selling us out Kevin China is progressing very nicely while America has fell to covid You better fight or you are done Im not taking a vaccine for a virus with a 998 recovery rate for me period I dont believe you did either,0
1342840494167121920t,More frightening Uncertainty that RNA vaccines will work against the new covid19 variant I think it was Pfizers CEO who said would take 6 weeks to modify How many more billions or rather trillions would that cost No refund for the current vaccines ,1
1418829750315802625t, Pfizer vaccine has been linked to Myocarditispericarditis in young males It is not on the first dose but more likely on the second What will happen when we give a 3rd or 4th or 5th booster,0
1301170695527956480t,       So youve a monopoly on truth Id much rather trust a respected physician with 50 years vaccine research than your band of merry charlatans Were you aware that SAGE who advise our government on all things Covid are on the payroll of the Gates Foundation Thought not,1
1326303144528244736t,   Stop bowing at the alter of Pfizer You should know they are LIARS and agreed to pay 23 billion the largest healthcare fraud settlement in the history of the Department of Justice this case DOJ  covid vaccine,1
1301730882676576256t, Im not taking a rushed vaccine Rushed vaccines can be dangerous and should only be allowed for viruses that cannot be controlled COVID can be controlled if people actually took it seriously,0
1291089674694529025t,   is not a doctor Why do we give these obnoxious wealthy elites a platform This guy is a danger to society First touting a covid vaccine and now euthanasia He and his weird wife are just straight up evil,1
1308723509657513984t, Johnson and Johnson are in late stage 4 testing for Covid single shot vaccine Arent they the ones who allowed asbestos in their baby powder that caused cancer in many women Yeah sign me up for that shot ,1
1445530800800206855t, Stop boycott to Sputnik vaccine Do not ruin our lives,0
1355497323149848577t,VACCINES  PfizerBioNTech COVID19 Vaccine  The LifeSaving Drug that Seems to be Killing People  ,0
1308117980270788613t,Oh dear A second astrazeneca vaccine taker develop very serious neurological disease a third case could see the trial shut down indefinitely ,0
1329227447372537856t, please dont grant Pfizer Emergency authorisation for their warp speed mRNA vaccine We cannot trust the data remember how they lied about Zoflot and how many died You should not grant EA for a non HCID for which their are brilliant therapeutics,1
1326640052865265667t,Pfizers vaccine not only has Zero long term safety efficacy and side effect profiles of course but must also be stored at 70 degrees Celsius thawed and then injected within five days otherwise it will go bad Bloomberg 11112020,0
1331248158232498180t,For the record probably wont get in line for the Russian version of the vaccine Ive seen what it does to those who oppose Putin,0
1378600503387426821t,       THERE is no informed consent not informed of adverse effects Stop coercing our people into taking a dangerous experimental gene altering therapy not preventing covid It is NOT A VACCINE STOP THE LIES it is a violation of the NUREMBERG CODES to use experiment on popula,0
1334568814428741633t, really is that good then why is Pfizer askingdemanding for legal immunity Doesnt matter people see this legal crime for what it is you hurt or kill people with your product you are not hiding behind the governmentwe will be coming for you When the law becomes the crook,1
1264681345898479618t, I am interested in the vax that used to be ChAdCx1 nCoV19 but now is AZD1222 Developed by Oxford licensed thru British Astra Zeneca 400 million does for US then 1 billion Starts in Sept Company admits it will cause more deaths than actual CoV19 Why change nameno trials,0
1326532896367104000t, Im not having a vaccine from Pfizer ever in my life mate,1
1377298098708475905t,   100 folks in Washington State have Covid after having the vaccine The vaccine cannot confer immunity It should only be given to the elderly and those who will not survive SARS2,0
