ID,tweet,rushed
1267541835343441921t,CATASTROPHE Modernas Corona Vacc Test Subject Ian Haydon Suffers Major Illness  ,0
1344522202713006080t,And then the COVID vaccine comes in two parts  Oh hell no,0
1286019704612675585t,Propagandists trying to demonise those who tell the truth about vaccines being deadly poisons and how 5G causes covid 19 People being too scared to stand up to gangster govts and their thug police 1 issue UN AGENDA 21,0
1308398623718170625t, Were not even allowed to question Government and Media without being called Far Right Prof Dolores Cahill has the data to back up her claim that Hydroxy works  Theres also evidence that a flu vaccine can make Covid worse if you get it Will you invite her on If not why not,0
1343449561793179650t, I know people refuse to believe it but its true So unhygienic the conditions are deplorable And this is the Pfizer vax experimental mRNA technology with the 80 storage conditions 3 ADRs,1
1304072840950542336t,What a load of sucking up by Mr Pfizer FDA claims HCQ will kill you and wont stand by Faucis 2005 report Scott did you volunteer for vaccine trials yourself Your family,1
1303169626163953665t,People really really cannot fault Democrats or the public for having doubts about a COVID vaccine or Trumps sudden push to have one released This administration has worked for 4 years to discredit our institutions and he is trying to make this a campaign issue,1
1355959711225491463t,Covid19 CovidHoax Plandemic VaccineInjury Massachusetts congressman tests positive for Covid19 after getting 2 shots of Pfizer vaccine  RT USA News ,0
1435552626901491712t,  Its a pity that the vaccine after 57 days doubly vaccinated demonstrates via blood tests that there are no Covid antibodies within the person tested so youre on to a winner with this one  your profits will rocket,0
1300785478510149632t, Not just a needle Monty First and only mRNA vaccine ever created alters your DNA 1 year to create rather than 1015 Skipped animal trials Made by Moderna theyve never made a vaccine No data on long term effects Govt granted NO LIABILITY,1
1373864750468190210t,PSA if ya wanna get a COVID vaccine MEAL PREP If you get tired aint NO food getting made HYDRATE OR DIEDRATE Feverdrink more water SLEEP Your body needs rest Medicate Tylenol and ibuprofen Remember vaccine does NOT equal immune Thanks for coming to my Ted Talk,0
1348640290853195786t,  It contains the vector  no one knows what that is Actually no one knows anything about the virus either  yet they have a vaccine FYI the vaccine in the UK Oxford does indeed contain the virus FYI This is the FIRST mRNA vaccine ever Longterm studies not done,1
1303840381407309825t,    More people die of the flu with a vaccine then with Covid without one Think about that,0
1321903760629731328t,Of Course Your Right Until The Third Phase Of The Human Vaccine Test Is Not Complete It Cannot Be Injected Into People In A Hurry The Most Likely Thing That Can Happen In a Hurry Is That The Vaccine Cannot Provide Lasting  Effective Immunity As A Result It Is ClearTragedy,1
1333981807096651776t,Its been about 40 years of Research No Vaccine for HIV About 100 years of Research No Vaccine for Cancer Research on top of Research No Vaccine for a common Cold And now you telling me in less than a year they got a Vaccine for COVID19 ,1
1377378848321331200t,  He is providing welcome skepticism about the vaccine As long as it is backed up by facts That is what all journalists should be doing Why is everyone else just accepting that a novel vaccination method is safe Nobody knows the longterm safety due to lack of normal testing,1
1326732181335502848t, Immensely irresponsible of you Jake to feed the idea that the Pfizer vaccine is going to actually be ready large scale any time soon,1
1385609702269145089t,Live Organisms in Pfizer Covid Vaccine and Covid Tests  Wormlike living fibers and Organisms  WAY OUT THERE  SCI FI STUFF IS IT REAL,0
1276175738350325760t,I am suspicious of this company When it was announced they were testing a vaccine their stock shot up Then several of their top management sold millions of dollars of stock  The NIH claims joint ownership of Modernas coronavirus vaccine  ,0
1377135051247259655t,Imagine having to explain to your kid they are a reptile because you got a vaccine for a virus with 99999999999 survival rate so you can go to the grocery store and get frosted flakes,0
1299625357901836288t,   Gates had his evil tentacles into everything from World bank dot chips covid passport WHO EU Agenda 30 A1 Big pharma vaccines to your microsoft to the gm modified food on your table chemtrails blocking sun in name of climate Close to the top of this evil web of deception Gates,0
1376728706295664643t,  Keeping American children away from Faucis childrens book will be more beneficial than any child vaccine Why is Pfizer now getting richer off of what we were told was unnecessary Thanks for helping Trump with the Original vaccine Pfizer,0
1438657478552539140t,major vaccine makers save Moderna have paid out tens of billions of dollars in damages for other products they brought to market when they knew those products would cause injuries and deathsee Vioxx Bextra Celebrex Thalidomide and opioids as a few examples ,0
1287283594101051392t, We still dont have a good vaccine for the flu But strange this year that we dont have any flu deaths I guess rhey are counted as covid like everything else You crooks dont fool us,0
1318386257345548290t,  Wait until they try to push the gene altering v from ModeRNA The truth is right there in the name I am a bit perturbed that the president is fast tracking this thing,1
1452011516652306435t,Sweden Suspends Moderna Shot Indefinitely After Vaxxed Patients Develop Crippling Heart Condition As the US embarks on boostersDurden Im a Moderna white rat so not great news,0
1327178138623889408t, 1 Why the need to dilute the Human Medicines Regulations 2 Pfizer vaccine study due to wrap up  11 Dec 2022 Why talk of rolling it out in Dec 2020 3 Given the novelty of mRNA vaccines what studies can you highlight that show their safety over time,1
1356708321311526920t,In a year or less we gonna see all the negative effects of the covid vaccine  this is all a ployyall not waking up tho,0
1365151059312836608t, Ah hahahahahahahahaha of course why not four or five or even SIX youll never get covid with SIX and Pfizer will make a fucking fortune off of your dumbass fear buying into their bullshit tactics to do just that scare you into taking more and more doses of THEIR VACCINE,0
1327568655207591937t,     Without profits you get Ladas and Moskvitches and no money to develop new drugs in the case of Pfizer You have a chip and it preclude common sense and judgement,0
1418251207265636352t,Woman has extreme reaction to AstraZeneca vaccine and ends up in a coma to the point of death ,0
1326060727250145282t,LetMeKnow When she has her kid vaccinated Wrong Ivanka Trump Hits Back at Doctors Claim About Pfizers COVID Warp Speed Inclusion ,1
1303190612787650561t,   These goons dont wanna contain COVID they wanna spread it More sick people  more high margin PPE more VEKLURY remdesivir doses 3200 and ultimately the very expensive Oxford vaccine Criminal neglect and the Executive Pardoners Imagine the crimin Gianforte will pardon,0
1211037384604835840t, Its literally impossible to make a vaccine that will not harm 100 of end users specifically because each and every human reacts differently to different chemicals  biologicals  Making something that works for 80 is the best anyone can do  You people really have no clue,0
1300223202979848193t,How many times have I said I wont take a COVID vaccine approved by Trumps FDA This right here is why,0
1397840652440797189t,The UK primarily vaccinated with astra Zeneca but apparently the jab is useless Absolute bell ends ignoring real world data for an agenda ,0
1305546728787992581t,Its pronounced Fizer The P and the were going to kill you with untested vaccines rushed under political pressure are silent Pfizer,1
1312150205953761281t, Trump has become the most enthusiastic of vaccine candidates and hes recieving experimental antibody treatment Moderna so he may well become the look at me the treatment Im fundingfasttracking works I lived candidate Such a scam ,1
1334469394810986499t,    Pfizer acquired Biontech in 2018 and now they are mass vaccinating the uk before the trial reports are published and peer reviewed in 2023 But TalkRadio clap clap yay vaccine ,1
1327773563181555718t,Good to know that the 90 efficacy rate of the Pfizer covid vaccine hasnt yet been peer reviewed ,1
1254882873372524544t,  They usually take years to fully test and approve a vaccine You can take this one Ill wait Thanks,1
1358747365805596675t,     Its an important debate and there are strong proponents of a zero Covid approach that should be respected However I personally dont agree with the position and I suspect now the vaccine is being rolled out there will be little public support for it either,0
1331244481698537477t,Can somebody explain what does 95 vaccine efficiency stand for if not for efficiently stop the virus Only for stock growth Moderna boss says COVID19 vaccine not proven to stop spread of virusso even after vaccination life may not get back to normal ,0
1291703659806564353t, My thoughts Russia is forcing the people to get vaccinated with an unproven vaccine Trump paid Kodak 700 mil to produce vaccine They take the money secretly ship in Russian vaccine claim its THEIRS and it comes out on Nov 2nd,1
1297847982411386881t, I see Chinas on the list of those having put in orders NO ABSOLUTELY NOTThey distributed the bloody disease in the 1st place  denied everything why would we now want them to have our own developed vaccine to copy  sell cheaply making huge profits on the worlds misery ,0
1255105821308059650t,     How much is Bill paying you Dominic So you have a vaccination because you are worried about catching something but it doesnt work unless I have one too I really dont get the logic ,0
1374120742703529989t,   its a mrna vaccine with technology still in its infancy with potential short term side effects and we have no idea about the long term because the trial is ongoing,1
1278016432056328192t, Did you know you cannot create a vaccine for a virus that reinfects Dr Fauci should know this So why does keep saying pushing the vaccine narrative Because his boss Gates wants to sell more useless drugs They will invent something that they will say will maybe cures a virus,0
1343966139991384065t,   You see your bellendery makes me less likely to take a rushed out vaccine given all that needs to happen is the Covid target audience old obese comorbidities are vaccinated and that should be enough Do you need the government to tell you to take a piss as well,1
1340757537176489984t,They better approve Johnson  Johnsons one dose vaccine because I will not take the two dose vaccines Third COVID19 vaccine may be approved in January task force official says  via ,0
1108982234156093441t,The ugly truth Ms Clinton is that vaccines are loaded with toxic chemicals This has been proven by whistle blowers at the CDC and of course the one out of five children that are perfectly normal until taking the vaccine and then they develop neurological disorders,0
1363962002285228032t,  no vaccine passports or vaccine requirements to travel or discrimination lawsuits will commence EnoughIsEnough,0
1325788254600392705t,Another capitalist corporation trying to profit from this tremendous virus Shame on you  for not publishing RISKS vaccine,1
1321815909435084801t,THIS WEEK IN THE GUINEA PIG CHRONICLES the wake yo numb dumb  up edition GO TO MERCOLA HOW COVID19 VACCINE TRAILS ARE RIGGED twitters scary  blocked the link ,1
1305512717436874754t,I just saw on my feed the Pfizer CEO is saying we will know if Covid19 vaccine works by the end of October  Im no virologistpathologist but isnt works only 12 the equation  SAFE is important too No,1
1363184841001467913t,Pfizer bails out of India after country demands safety testing for COVID vaccine Wake up before it is too late this is not just an experimental vaccine BUT an experimental gene therapy ,1
1444336787065823234t,    The troubleproblem is that both PfizerModern nuked their controlplacebo groups by allowing them to get vaccinated even though their trials wont end until 2023 This is not science but sciencism  ,1
1319269583946039298t,CHINAIS PEDDLING A VACCINE THEY SUPPOSEDLY CLAIM GIVES IMMUNITY 2 CORONA VIRUS BUT CHINA REFUSES 2 GIVE PROOF THE SAFETY MEASURES REQUIRED BY DEMOCRATIC COUNTRIES B4 ALLOWING A NEW VACCINE 2 B USED ON THE GENERAL PUBLIC HAS BEEN CARRIED OUT,1
1374769298107863041t,Bcuz President Biden cant get more than 13 2B vaxxed they are quietly telling employers to mandate vaxxing or be shut down Hitler called this process PRIVATIZATION     ,0
1374448648717705216t,U would have to live under a rock to take this as truth like are u tapped how many ppl does ur news channel keep telling u took the vaccine already bc i sure as hell know its not 3,0
1353492708623527937t,  You do know that vaccines take 10 years to be studied correct we dont know any side effects yet theres no evidence Go take your vaccine nobodys telling you not to do it But Im not going to do it until theres clear evidence Stupid,1
1300331438856957953t,Giving untested vaccines means that there is no guarantee that they are going to work so people could wrongly assume that they are inoculated when they are notChina Well well So TheChinese virus followed by TheChinese vaccine I am looking forward to one of those letters,1
1426035147602804736t,  No I have been following all Lambda related information since emergence Sinovac was used in Chile The Chinese vaccine Start there  I will wait for a peer reviewed study as well thanks That ALL vaccines will become ineffective eventually  fact Me  booster You  ,0
1246889194099806208t, True Clinical trials are done everywhere You know why Big Pharmas prefer Africa They get away with everything Pfizer was sued in Nigeria during the Meningitis outbreak their trial led to the death of 11 kids The HIV vacinne all unethical  done without informed consent,1
1378192577791287300t,  Stop hyping If you are under 60 your risk of first contracting then dying of COVID is less than 001 The strokes associated with the Astra Zeneca vaccine is not discomfort,0
1333424538089103360t,  How did Modernas vaccine go from 95 effective to 100 I question all the vaccine results after AstraZeneca found an error in their trial When a trial happens this quickly I wonder if the other 2 studies were error free ,1
1292901040166178817t,This Could Be the Ace in the Hole for Johnson  Johnsons COVID19 Vaccine  JJ hid baby powder cancer connection for decades but we should trust them now for liability free never before used self tested vax You first VaccinesWork,1
1344217327005540352t,     Oy 62 effective Rushed out before ready 13 who get will not be immune but wont know it Eugenics,1
1319668224171147265t, I would be wary of AstraZenicas Oxford trial A 28 yr old physician volunteer participant in this trial just died in Brazil They say he got the placebo not the vaccine but still this isnt good news,1
1366146198726451203t,Johnson  Johnson is paying out 39 billion because they lied about the safety of their baby powder But Im sure their Covid vaccine is pretty safe right ,0
1382012726168285187t,People who got blood clots after a Johnson  Johnson vaccine got them within two weeks of their COVID19 shot  ,0
1375086637663744006t,    Never had an rna vaccine as they are new Also never had a vaccine made within a year Last time I got a shot was about 15 years ago No I didnt study vaccines when I was a little kid,1
1300367705976057857t,Only a fool would believe a vaccine this quickly developed is SAFE Another political ploy to get the greatest con man that ever lived a get of a jail free cardthere will be no vaccine for COVID before the election,1
1264211025571786753t,    Hes not developing the vaccine because he doesnt know a thing about the medical field But because hes stinking rich he has a lot of influence and control as to how he Gates of Hell can fulfill his evil depopulation agenda By the way Moderna is one that is developing it,0
1418588119151038468t,Pfizer Down to 39  effective Why are you taking it   ,0
1359454232202543105t,  The vaccine that its manufacturers say just slightly reduces symptoms of a virus that is 80 asymptomatic and wont prevent catching or spreading the virus with no studies on long term side effects Its the Covid 1 vaccination all over again ,1
1257320414105108481t, They started testing on people the 1st of March Operation Warpspeed is pushing them through Research Moderna Labs Gilead Wellcome Millions of doses ready by the end of the year They are bypassing safety trials,1
1376182843483828227t,   I saw that clip from East Enders the other day and I was disgusted by it Dont worry me and my wife will hold firm we will not have the vaccine neither will my kids if they try giving my kid the vaccine in august there will be trouble that I guarantee,0
1334071866026323968t,  Oh yes we can trust Pfizers   rushed jab Its so safe that for the first time in British history those who do not get it will have their civil liberties reduced Nothing to see here ,1
1376861138613374979t, Tell them see you in 2023 that is when this experimental vaccine will be fully considered having gone through human trials and well know if it has worked and that is only if we are told the truth,1
1302749800706617344t, I am horribly concerned releasing a vaccine before its ready What is the medical impact of a vaccine that is not proven Could COVID19 spread faster with a vaccine that is not fully tested and proven Your thoughts ,1
1298188564962975746t,A senior Catholic archbishop has warned he is deeply troubled by Australias vaccine deal with AstraZeneca saying the potential vaccine uses a fetal cell line that creates an ethical quandary for Christians ,0
1336304303460454401t,He must have money invested in this fake cure He learned that from Trump Sen Johnson Invites Quack To Testify On Vaccines Dangerous Virus Cure ,0
1375104245842722824t,      Swine flu vaccine caused damage four years later Have fun being a Guinea pig Thats is your right just like my right to decide over my body,0
1353377150829735937t,  I mean Pfizer literally said they never trialled their vaccine to be taken 12 weeks later so why the government decided to risk it and go ahead with it shows their incompetence Its a horrible policy when theres basically extrapolating data to justify it,1
1353266360181256192t, This was predicted at the beginning of last year via the paper on military personnel showing they were more susceptible to more severe symptoms of coronavirus after the flu vaccine It was quickly hushed up via fact check Cant remember how they reexplained it,0
1327923933992136704t, There is no vaccine Clinical trials dont finish until Oct 21 Why did the CEO sell all his shares in pfizer on Monday if there was SCANDAL,1
1426813689475125255t,   Absolutely agree to David Bull Just see what Mike Yeadon who was vaice president at Pfizer for 16 years has to say about these vaccines before blindly asking for vaccination of others Watch from 3010  ,0
1429875835251609601t,Pfizer approved a shot that does not prevent one from contracting Covid or transmitting it to others First vaccine approved in US containing PEGs It has caused anaphylaxis myocarditis blood clots and even death in some Stop settling US and find a real vaccine,0
1333823650756251648t, In real life these mRNA vaccine will not be used in most countries And the vectorial vaccine from Astra Zeneca failed Even though they are fixing the data Scientifically its a doomed study Sadly,0
1322847831913304064t, This statement is ridiculous unless the vaccine is to be rolled out without proper testing for safety There could well be more people die from side effects of the vaccine than are saved from Covid,1
1455227670409666568t,COVID19  JohnsonJohnson deliver the world with another vaccine that cause blood clots What is wrnng with the USA Vaccines Elevated risk of clots in JJ vaccine recipients says Mayo Clinic study    ,0
1262766645325393920t, Because Bill Gates needs a PR man at the White House while hes busy paralyzing and killing children with toxic vaccines  VaccinesWork to injure and kill,0
1353629933688520705t, please tell us 1 Why does Big Pharma carry out drug clinical trials 2 Why arent you following its advice 3 Are you aware that the PfizerBioNTech vaccine experimental biological agent is based on entirely new technology,1
1336610671761485824t,  Am I the only one worried that Pfizers own label says  It is unknown whether COVID19 mRNA Vaccine BNT162b2 has an impact on fertility Animal reproductive toxicity tests have not been completed No drug interaction studies have been performed And only 2 months safety data,1
1256725603325263873t,   Absolutely i agree I will not get a flu vaccine and certainly not getting covid one either,0
1306340179184058370t,    Steve I really dont care about your politics Like I wouldnt consider the Russian vaccine I wouldnt consider any other vaccine where the phase 3 isnt finished Thats all,1
1349009811501953027t,Its 2030 and the three month annual lockdown starts on New Years Day as the Common Covid vaccine is rolled out The NHS is a private company so the rich pay for their vaccine then go on holiday abroad while the poor are locked indoors and hampers are delivered to them,0
1331189662904356864t, I keep being told I am an antivaxxer and a Coviddenier as well all because I have the cheek to question things  because I wont be queuing up to have the vaccine fired into me sorry but we dont know the long term effects of it yet so I wont be rushing to get it,1
1350893595088322560t,Interactions information for the ATRAZENECA COVID 19 VACCINE Clause 62  In the absence of compatibility studies this vaccine must not be mixed with other medicinal products  So having your second jab with another COVID 19 vaccine is a bad idea ,0
1228085814724354049t, Hard pass on poorly tested biologics all manufactured by felonious companies who have been caught and charged for hiding damaging data that resulted in thousands upon thousands of of deaths and untold injuries Merck Sanofi Pfizer and GSK are all felonious companies,1
1283204670039744513t,I dont care even if this is true You can stick my dose right in your keister First COVID19 vaccine tested in the US shows promising immune response ahead of large trial ,1
1281119321306079232t,  Gates is linked to almost everyone one of these things thats why so many have been critical of him Nanoparticle DNA altering vaccines  Moderna using brain waves for mining cryptocurrency ID2020 alliance You cant make this stuff up smh God bless guys,0
1329053455491723266t,What a joke it was 90 effective last week now its 95this weekits passed safety checks apparently so that will be for short term side effects as long term who knows Pfizer and BioNTech say their vaccine is 95 effective and has passed safety checks ,0
1370746040513626114t,   You are not afraid at all Your handlers at Google are major investors in Vaccitech the company at the heart of the Oxford vaccine Altering historical terms does not make the new terms right Just as rushing through this insane technology doesnt make it ethical,1
1365388980959633408t,So to sum up Would I take the genuine OxfordAstraZeneca vaccine DEFINITELY YES and with pleasure Would I take the madeinIndia copycat of that vaccine Id rather not unless Health Canada better explains how it has assured qualitywhich it hasnt,0
1288294661107392513t, Recombinant DNA I will wait for the side effects of those around me You wont Tuskegee me A new vaccination type That uses spliced DNA  with UNKNOWN cons To make us go to work ANTIPOTUS ,0
1339933503627145216t, Also not that many years ago people and the government were raving about another vaccine they reckon was the best thing everthalidomideand remember how that one ended Its exactly the same now also a country in Africa is suing Pfizer for illegal trials on their kids,1
1350327411309649920t,  But didnt have the courtesy to lead from the front and take the first vaccination being the PM of the country U are vaccinating people with Covaxin which is still under trials  on top of that no politician is stepping up to take the vaccine Bravo  VaccineForIndia,1
1390578135142383617t,   You have small nos of infections and low levels of mortality You have no urgency to have a vaccination blitz with a vaccine that is turning out to be a bigger dud in solving this crisis than could have ever been thought Can the AZ Oxford reserch safety data be trusted at all,0
1410358835114512384t,These three countries are the countries where AstraZeneca conducted clinical trials last year This is my personal opinion but I suspect that the vaccine was too strong and the virus was overmutated to counter it Viruses also need to survive,0
1341950136092667906t, Plz explain why vaccine has been stated by Doctors that the vaccines dont stop acquiring or transmitting Covidas per BBC,0
1334672533530968065t, the exPfizer head of respiratory research DrYeadon and the lung specialist and former head of the public health department DrWodarg filed an application for the immediate suspension of all SARS CoV 2 vaccine studies in particular the BioNtechPfizer ,0
1347525733388840961t,Corona virus is real but It seems the westerners want to use the vaccine as business using HIV as a case study USAID NACA all are business oriented and please if you are collecting the vaccine be careful thank you ,0
1425880921543172098t, Who does she think is being protected The vaccinated can get the virus and transmit it to others Hope she doesnt let them get Pfizer since its efficacy level is 42 percent according to the Mayo Clinic,0
1343687834234998784t,that tweet is of course a fabrication However government publication Reg 174 states the vaccine has NOT been tested for contraindications with any other medication or medical condition It really is Russian Roulette ,1
1287927240924311553t,    All the while here in the good ole UAour NIH is promoting a Moderna vaccine follow the NIH owns part of Moderna,0
1365820391877341184t,now Johnson  Johnson another company at the top of the broken Big Pharma Ecosystem has created a vaccine that was rapidly approved you can research their scandals on your own my question to you is do you trust companies like these to value human life over profit,1
1402908005314842627t,AstraZeneca vaccine linked to slightly higher risk of blood disorder  Other vaccines pulled within a few weeks when disorders recordedwhy not this one,0
1364509700646203393t,   Anyone suggesting inoculation on children with an unlicensed vaccine needs educating,1
1255627913904472076t,The thought of a Chinese vaccine for SARSCoV2 makes me sick I will wait for a US vaccine if I can They shouldnt be rewarded if they happen to be first to market Theirs probably wouldnt work anyway,0
1356263369762869249t,Interesting verbiage We changed from died from Covid to died with Covid early last year Did any vaccine recipients die WITH Covid At least 2 died with Pfizer vaccine in trials one three days after receiving the vaccine,0
1338580794810437634t,FDA fact sheet on Pfizer Covid vaccine lists all the fun side effects people can experience  Injection site pain and swelling Tiredness Headaches Muscle pain Chills Joint pain Fever Nausea Swollen lymph nodes Why would a healthy human inject this  ,0
1265243420131577858t,Novavax Begins COVID19 Vaccine Trials After 388 Million Funding From Bill GatesBacked Organization  via This entire covix 19 is a MASSIVE fraud created by GatesDems MediaCHinaSoros and others to Create a new way to control humans ,1
1336348977197932550t,Reason for not having the Pfizer vaccine Fast roll out No animal trials first I dont have any symptoms Pfizer past history  ,1
1355972843935309825t, Dont see the point in giving him a vaccine Im ngl,0
1333759541977210880t,Moderna needs to test their vaccine on DEMOCRATS first  I dont trust any GatesFauci concoction,0
1349082643510550528t,UK Nurse Tests Positive for CCPVirus After Second Dose of Pfizer Vaccine Canceled Via  ,0
1377370547043045378t,So fucking fucked off with fucking Germany and its fucking vaccination programme today Fuck I want my fucking second fucking shot of AstraZeneca Why is there never any explanation about what happens to people who have had one shot but not the second shot,0
1364514026240299008t,  my brother has Bells palsy facial paralysis due to the Oxford vaccine all logged on yellow card reporting system Dont tell me the vaccine is the miracle cure to this He was a healthy 70s now he is in pain and cant move face,0
1254334561825312770t, I Agree totally The politics of this country is highly monetized its such a pity  We are hearing that Cyril is busy having talks with Bill Gates on vaccine and our so called revolutionary opposition are quiet,0
1241560680953794561t, If U R paid 4k to test the Moderna vaccine skipping animal testing or HCQ 200mg TID seven days and AZM 500mg day 1 and 250mg daily for 4 days which one do you take,1
1297816677070114816t,  I suspect there is an opportunity for criminal charges against HancockHMGNHS regarding not having the HCQzinc treatment Down the line there could also be for the awful safety testing of the Oxford Vaccine,1
1354026454472945666t, My mom has refused the vaccine because she doesnt like that people think its a miracle So even though I couldve gotten her in to get it nope But she does wear a mask social distance and wash her hands,0
1326952101553991681t,    Oh no Vaccines are not tested for carcinogenic or mutanagenic effects ,1
1325974462139920384t,   What if the results had been negative and the vaccine didnt work Would you have wanted that data released before the election also Just to be transparent,0
1325870121877958656t, No Im a Trump fan but hes wrong on this one Pfizer is in with Soros who took a position there in 2017 But go right ahead take the vaccine that hasnt been properly tested You Turn coat Rs allowed Biden to steal the election,1
1260586320121995264t, My current drumbeat Covid19 is a SARS variant If over all these decades they havent been able to develop a vaccine for any SARS variant why would they suddenly be successful now Im skeptical If they claim they have I suspect theyll be selling snake oil Whos to know,1
1442105906662154241t,I guess at this point I would accept that Pfizer is simply making billions from a rushed but shitty vaccine that is relatively harmless as bad as that sounds,1
1329776021747458048t,1 you cant make me take this COVID vaccine  2 Im doing  with my loved ones  3 you got me fucked up if you think Im shutting down shit again for a  with a 99 survival rate And that DONT work I thought this shut down worked the first time Why do it again,0
1329815960719482884t, Trump allowed research phases to be eliminated and offered them a big reward to be the winner What could go wrong Vaccine wars These early vaccines feel very reckless The Pfizer vaccine will be astronomically expensive to distribute and poor Americans will go unprotected,1
1261203826276777984t,   Wait for a vaccine We have a flu vaccine but its not even 100 effective because of mutated strains What about overweight people More die annually to heart disease than corona will ever come close to You must be one lazy piece of trash to say this truthfully,0
1446092208394981377t, Our put another way spending 001 on Chinese made goods is about as connected to abortion as 378000 people getting a vaccine only tested on fetal cell lines ,1
1355268591977984000t,The vaccine process was designed to fast to be effective  they medical clowns are just making up excuses to cover their rear ends in the hopes of not getting sued for the problems these vaccines are causing people No one should be exposed to these kinds of problems by vaccines,1
1288491152782561282t,    Is that why clinical trials are still being done  yet Pfizer has already committed to one by years end Thats crazy This is In My area ,1
1347559658354053121t, So let them take the Russian vaccine Oh maybe not a good idea the Russians have a history of poisoning people who dont agree with them,0
1405272179625717767t,CureVac A new German mRNA Covid vaccine Preliminary study shows its only 47 efficient Disappointing but its a good thing that theyre honest about their products low efficiency ,0
1346555779604770816t,  Im in Florida as well and travel a lot to NY I am beyond thankful for  You do know the vaccine is still in clinical trials Who in their right mind would inject that Eat healthy take C D and zinc Drink lime juice honey in hot water You will survive covid,1
1327446953312088064t,If 70 some odd million people can be brainwashed to believe that Trump is a racist Russian asset then 70 some odd million will be brainwashed to believe they will need a vaccine Wake up we are already in a CivilWar we better fight back b4 its 2 late Lockdown2,0
1365264695477882880t,  Nothing wrong with being cautious its better than some saying they would get the vaccine just so they can go on holiday I myself will wait a few years to see the results of the actual vaccine trials which dont end until 2023,1
1346566733025435653t, No theyve been trying to find the vaccine for HIV for over 40 years dololo now its like what 2 years and theres vaccine for COVID 19 Remember how westerns used vaccines to colonize African stay woke,1
1278988867383824385t,They bring used as Guinea pigs Protests Against Africas 1st COVID19 Vaccine via  ,1
1320321949139075073t, Yes why are they not being tested to the same standards Some vaccine manufacturers use other vaccines as placebo while others use true placebos,1
1335189851310874631t, This is from pfizer No studies done on how it interacts with other vaccines No data on fertility Should we risk the fertility of a generation I have told my kids they are never to get an injection that I dont know about ,1
1338800369091162114t,  and being impregnated with Pfizers vaccine rather than saline solution,0
1335018357444120577t, What little animal testing there is of these mRNA vaccines is reporting things like severe autoimmune reactions so death might actually be the result anyhow Who knowsmaybe this is a mass euthanasia project as Pfizer et al are indemnified against lawsuits,0
1343699735383859201t, He can have mine Im in no hurry to be a guinea pig for vaccine that was rushed into production without being adequately tested for adverse side effects If youre under 65 your chance of dying from Covid19 is extremely slim,1
1369807773467303939t, No I havent had the vaccine  I was wondering if she actually got Covid from the shot then maybe I caught it from her  Ive been feeling like having cold or flu  Could be allergies too though  Tree pollen today,0
1244317956181540869t,   The point being we can weather this just like all other deaths I am 72 an I am ready to get on with life This shutting down all entertainment is taking away too much of our lives There are NO cures for ANY Virus It takes yrs to find a vaccine and then it mutates,1
1409997316220620802t, I like Mac n Chises posts But this time I have to disagree Im sure the Oxford team is exceptional But think of it this way Would you Joanna consider taking a flu vaccine from ten years ago today thinking it would protect you from the 202122 winter flu,0
1409165105238056961t,   But not two doses yet because we have to be unique and leave a 1012 week gap instead of vaccinating people properly Most fully vaccinated Delta fatalities were with AstraZeneca,0
1374046318000283654t, Also Covid is not a risk unless you are very elderly when everything is a risk anyway or already very ill So a vaccine seems unnecessary for the vast majority especially an experimental one,1
1290606509345341441t,  Any vaccine cannot possibly be tested for long term safety these things normally take years to test How will it be effective They cant even cure the common cold after years of research so what makes you believe they can cure Covid in a few months No thanks,1
1293916322288431107t,  Im not anti vax but Im definitely not going to be taking one of the 100 Million doses the US just purchased from Moderna or ANY vaccine rushed to market before Nov ,1
1339253368884228102t,   You have no idea about medium to long term effects of this vaccine how dare you lie and say its 100 safe when even pfizer doesnt want to be liable if things go wrong You should have your license revoked,0
1291415887480791040t, Ill take a vaccine after theyve done a proper placebo based full trial with people representing those with other diseases not just the most healthy   And they can prove without monkeying with the test and results that it actually has statistically better outcomes than COVID,1
1293122773984915456t, They think theyre the best russian out a vaccine without adequate testing So be itI mean sovietno wait,1
1365935901252157441t,Informed consent Definition Permission granted in full knowledge of the possible risks benefits and consequences This is not possible with an experimental novel vaccine that is still in the trial phases No longterm data Risk  Reward 0 risk for healthy 40yo,1
1318966569796501504t,  For anyone not realizing that the Corona crisis was planned years in advance   is a tool to destroy Western economies install Police State regimes  inject everyone with a poison vaccine  try reading this ,0
1233807708991688705t, 1 nowhere near that level of technology exists to produce a high confidence vaccine de novo that quickly eg wo human testing 2 Israeli biotech is known to be notoriously scammy not alone of course  eg Russian and Eastern European trials are wildly untrustworthy,1
1361189566393114625t, Will anybody actually bother to read the Pfizer Covid vaccine package insert before they take it Its only 29 pages telling you that you must be stark raving mad if you take this rushed to market product ,1
1289608715654422528t,   As I said you go ahead and take a russian vaccine with no testing of long term effects ,1
1312256417085231107t,  Yes fauci and obama sent the corona virus to wuhan along with 37 million for the chinese to study the risk of the corona virus However that virus has a patent which means man has changed it Fauci stands to make millions off of the vaccine IDontTrustFauci,0
1287874325752602624t, With him nothing surprises me but I will not take a vaccine sorry its being rushed   I have a lot of masks I am good wearing one,1
1372330206086631426t, So were just going to pretend that kids get sick from COVID now Even though the science shows they dont This is child abuse I dont know how you sleep at night,0
