ID,tweet,mandatory
1364682906535395328t, Cant believe theyre even contemplating vaccine passports,1
1374925877306253317t,Halt All Covid19 Mass Vaccination Immediately Open Letter to the WHO  Vaccine Research Expert ,1
1336666524631912450t, not anti science but pro nature  i am NOT obliged to believe that everty toxic substance injected in our bodies is beneficial  adverse reactions and deaths happen  Pfizer have paid out many times for medical abuse  you can find the links yourself,0
1251411474045644800t, Vaccine is pie in the sky tbh they not found one for HIV in 40 years only way to beat this is full blown herd immunity keep oldvulnerable and those that live with them indoors and let covid19 sweep through the population herd immunity only way to beat it govt needs to 12,0
1377007701000077316t, But theres no rational argument for a Covid passport either unless nobody is ever going to travel abroad until everyone in the destination country is vaccinated Whats the point vetting ppl in venues at home if you might come into contact with someone abroad Both are nonsense,1
1374414869844221965t,     I will rather use umsuzwane than take a Chinese vaccine coz Chinese are not honest about the origins of the virus,0
1334973635845648386t,The UK already passed law that grants Pfizer immunity from lawsuits should people have complications or deaths from the vaccine Isnt it absurd theyd force a vaccine on us for a virus that has a 997 survival rate,1
1145200265617952768t, Excuse me you are criticizing Pres Trump for saying people need to be vaccinated He isnt forcing people to get vaccinated he mentioned it Unlike the NY dRats who are forcing people to vaccinate their kids or they will be removed by child protective service SeeTheDifference,1
1374840063197077505t, Vaccination passports should never be required but if they were then they should never be pushed with drugs that are still in trial stages Get the vaccines long term tested and safe then ask the sensible people again,1
1260217108979466247t, How is he fighting for us if he pushing the Bill Gates death vaccine Why is Hiliary not arrested Why is he implementing all of Fauci Covid crap Shutting down the country has destroyed the economy,1
1403462305602486278t,  Ill confirm I know someone who had the most dark twisted and terrifying dreams while trying to fight off vaccine physical effects I dont know if I am describing this with appropriate intensity but he said the dreams alone were enough to keep him from getting the vax again,0
1334748854512726016t,G shit before I ever even contemplate taking a COVID vaccine I need to see all the Caucasians government officials and the top 1 take it first make sure no weird st going on then Ill take it lol,0
1339075079016214528t, Genocide Thats what this vaccine is especially the Moderna vaccine being pushed by Bill and Melinda Foundation They want to get rid of those that are seen as a burden to the economy,1
1278326568306257926t,Pfizeris that the company that got caught experimenting on Nigerian children without their parents knowledge How are they still in business Oh yeah bribery I wonder who theyre testing this on,0
1406649788049739779t,   Are you for real Masks prevent transmission to others as well Show me a study that people cannot transmit the virus after vaccination with Covidshield or Covaxin And what makes you think you have 100 protection with such low efficacy vaccines,0
1365172505166680064t,  Forced vaccination is a made up construct done dilute the pool,1
1376574024696823808t,Notice there are no experts denying the the warnings against vaccine passports Instead the experts are promoting them harder than ever trying to drown out the liberty loving population,1
1454674589724790786t,Probe underway into SouthKorea teenagers death Pfizer Covidvaccine Pediatrics  a thirdgrade high schooler was inoculated with the Pfizer vaccine on Aug 13 and died on September 27 The teenager had no underlying conditions,0
1337522336178851840t,   We didnt vote for the Pharmacidal cartel No DNAaltering toxic Frankenshots Violation of Nuremberg Code No COVIDs and health passports We do not consent,1
1376607094544142345t,Not ready for this vaccine at all I am so nervous I hate shots and getting sick lol,0
1270220127846330370t,   Having no corona till the end of this century seems impossible  Over optimistic target of developing vaccine by end of the year seems impossible  Incase one finds it unsafe then he or she can choose to stay home Let others work  forceful lockdown is not possible any more,1
1336158078400598017t,  Yes indeed Debs Cohen is brilliant IMHO We will be the lab rats But heh lets fly the flag and accuse anybody who raises legitimate queries about these particular vaccines as antivaxxers or Covid deniers Too many unknowns,0
1375810588673212428t,     I will do but I have read the Johnson and Johnson works on every variant I think that would be better than having three vaccine I have not been able to take either of the ones on offer,0
1331583923533524995t,  So if your body cant generate anti bodies for covid feel free to take the vaccine to help it along   My immune system is working 100 fine seeing that since this shit started  I had no flu or even covid symptoms  Why should I get a vaccine,1
1336614238035603460t,  there had been reports of Pfizer vaccine on volunteers causing total facial paralysis can any of you find if its true wish you best and happy day,0
1219677467683840000t,       say NO to vaccine mandates With risk there should be choice,1
1337150157830447109t, On the vaccine  This is the list of exclusions for the Pfizer safety trials  Bear in mind that its supposed to primarily protect the vulnerable No wonder Switzerland is withholding approvals ,0
1422953146523947010t,This will not end well Despite Deadly Results the FDA will Fast Track Pfizer COVID Vaccine Approval by Early Sept  Will Allow States and Businesses to Begin their Forced Vaccinations  via ,1
1254399050138423296t, Its enough to slow the spread to what they believe are politically acceptable levels  rates thats all They still are pursuing herd immunity by stealth And thats to flog us the vaccine plus tracking passportsso called NHS apps or whatever,1
1334134843056087050t, Shock horrorwho knew  Personally I smell a political decision here as the Tories attempt to salvage their catastrophic handling of Covid by rushing us into an unfinished vaccine that is insufficiently tested to ensure its safety Johnson is just hoping that only a few die,1
1344376885585858564t,   Not sure on what part of the vaccine doesnt stop you catchinginfectingdying from the virus that youre not quite grasping,0
1291918926192840704t,    I believe its Bill Gates and Anthony Fauci  The vaccine will be worth billions if its delegated to be a MANDATORY vaccine which wouldnt surprise me No wonder the MSM WHO CDC Media TECH giants R censoring positive info from Drs treating COVID18 with Hydroxychloroquine,1
1339928212286091264t,Why wouldnt the Pfizer CEO be the first to get the vaccine from his company Anybody,1
1253915959275986945t,  Right Well we will watch all the Democrats take the vaccine from him and see how it works out for them Bill Gates needs to sit down,0
1232425776743620608t,  You are so right We should NEVER be told what to put in our bodies It is our right to say no,1
1377092224584970240t, I suspect most of the people fighting lockdowns will be the people fighting vaccine passports because thats the next big battle for freedom and it may be a long term battle if the Great Rset folks follow through with their plans,1
1264971382292713472t,  DeepState also going back to and pushing mandatoey vaccination for kids at State Gov level Even though 1  no outbreak of current vaccines 2  no vaccines for Covid19 3  children dont get infected Reconcile that shit,1
1350197661752811522t, Vine You cheeky sod How DARE you call people fearmongerers who state FACTS about vaccine Pfizer ADMIT fertility effect unknown YOU are the scaremongerer You get me on your programme NEXT WEEK and well have it out pal Right Say the word and Ill be on the blower pronto,0
1112319247169003520t, Early 80s I used to take my youngest son on business trips  he attended many daycare centers New York required mumps vaccine but my son had already had mumps so our pediatrician wrote a note which thankfully sufficed Glad my children predated the insane vaccine mandates,1
1288813392849973251t,  How much does HHS AND FAUCI have in their vaccine unicorn so far I heard something like 400 billion yesterday too big to fail yes Cant have truth right now,0
1363871279418335238t,     Ah yes that good old fashioned vaccine that was trialled over the correct amount of time and not forced upon every living being on the planet Even without this new thing if youre healthy youll still be fine,1
1374144506094845952t,     Good luck with your vaccine  I think Ill trust my healthy immune system but youre welcome to take your chances with an experimental vaccine  I will never wish anyone death ,0
1337761509590659078t, We He did fucking nothing but tell Pfizer we dont want any more vaccines ,0
1321525852774014976t,  Its a scam Piers they will ruin the economy and then force vaccines every three months till billions are killed Wake up you wally complete world lockdown within 6 weeks Ill contact you soon to tell you i told you so,1
1333142219512012804t, The holiday industry will collapse I dont know anyone who wants this vaccine Check out the last rushed vaccine SARS and its side affects Narcolepsy What job can you do with that What life can you have with that,0
1371383440780767234t,You dont need an official document to go to the shop to buy essential food nor to enjoy life freely in the country you live in This is a terrible idea  COVID19 VaccinePassports vaccine  Petition Do not rollout Covid19 vaccine passports  ,1
1374872730760269825t,Well it doesnt but those demanding vaccine passports THINK thats what the jab does so on their own terms their demands are unnecessary But then none of this has anything to do with the virus or the vaccine both are vehicles for authoritarianism,1
1272825782885384192t,One slight adaption and mutation in Coronavirus and the vaccine being developed in Oxford and manufactured by Astra Zeneca will be useless That is the option our government has backed and its reckless and not a calculated risk  ,0
1364739876961320962t, To kill people that take it There is a bunch of drugs put together along with other things You should look it up to see whats really in the vaccine I will quit my job if they force me to get one,1
1376763742109663238t, C19 was long foreknown as highlighted in Event 201 as a Trojan horse to usher in a technocratic takeover If so then the vaccine passport is simply a step forward in the script to enslave humanity Question can we still reject the premise Why a vaccine when theres a cure,1
1378475501556219909t,COVID certificatespassports should not be a thing for domestic events I understand their place for international travel but for example my pregnant wife cannot have the vaccine Everytime she wants to go to the football as a season ticket holder 1,1
1336727658453929984t,What in the world is happening to this rushed vaccine that the medical world has never seen before 4 volunteers develop FACIAL PARALYSIS after taking Pfizer Covid19 jab prompting FDA to recommend surveillance for cases ,0
1363027539774627840t, The Corona Fake  There Are Fake Tests There Are Fake Masks There Are Fake Numbers There Are Fake Statistics There Are Fake Scientific Thoughts There Are Fake Vaccine Serums  There Is Finally A Fake Corona Virus So Believe What You Want I Do Not Believe In You ,0
1311359324493578241t, Weve had a vaccine for flu for years yet 24000 deaths from flu every year I have never had flu and refuse the vaccine and I will refuse the covid 19 one too everyone I know who has the flu vaccine get the flu at some point whether first injection or fourth Hancock is a tosser,0
1341391834094964737t,Words from ex vpresident of pfizerA variant that is more infectious but milder less likely to make you sick Almost acting like a readymade vaccine from nature We didnt shut down flights during wave1why now Big Pharma rules,0
1326151175239065600t,Wait Did I just hear Hancock backtracking on yesterdays Pfizer Lies that he will make certain its safe before he allows it to be injected into anyones arm Yesterday he was praising Favela dwellers in Brazil  Africa who he allowedpaid to have it injected into their arms,0
1260347987806519299t, We watched and we heard what he said even about how the vaccines can be worse than covid The ones that want to work should work the ones that want to stay locked up then do it We have a life to get on with,0
1338129343407661057t,Cyberpunk2077 was in development for YEARS Delayed 2ce and on launch it was buggy Consider a biochemical cocktail of much greater complexity with much greater cost for the bugs and you really expect me to believe the COVID vaccines are safe and effective,0
1292484775895355392t,   Regarding Covid 19 existing yes theres a debate on that too since its never been properly isolated or purified to fulfill the Kochs Postulates its therefore impossible to reliably test for Covid 19 or produce a vaccine so the big question is what is the vaccine really for,0
1306513160489373699t,SackWhitty in the pocket of  and  who have already have an option to sell 2 BILLION doses of vaccine to India A vaccine which has been rushed already been paused due to severe reactions in test subjects and has no control sample for comparison,0
1331440610700619777t, Forceinjecting citizens with a fasttracked experimental liabilityfree vaccine is unethical and unconstitutional Medical mandates dont belong in a free society Let each person choose how they care for their bodies nomandates noforcedcovidvaccines,1
1374482227279499267t,  Hank Aaron thought it was a good idea too and look what happen after he got the vaccine,0
1232795458734624768t,HPV virus is not spread in school settings Making school attendance conditional on getting HPV vaccine is unwarranted  intrusive No HB4870 governmentoverreach parentalrights papsmearswork standforhealthfreedom NoHPVmandates      ,1
1293718081135575045t,Philanthropist aka eugenicist Bully Gates Moderna in full swing seems he now controls the big land in the west World War III does not look like other wars we can associate with Sad to say but we must admit that it has started  ,0
1376708936976326656t,Vaccine passports are not a good idea and further not Constitutional,1
1334922504318566400t,Lol this is the issue  I get what he was trying to say covid is nearly not as bad as the bubonic plague  so why compare it to such all were trying to say is a vaccine shouldnt be rushed and pushed onto people lets not try to tweet something just to make a shock statement,1
1365704216472416262t, I think the levy is about to break Folk being told wait for the vaccine to then be told the vaccine doesnt change owt Then when the vaccine seems to be doing what vaccines do boom variants still better stay home While we watch 50k at a stadium in India,0
1280124175215190019t,GLAXO SMITHKLINE PFIZER BBC GATES   Inform yourselves on their corruption Pls retweet and share  ,0
1263293758256435201t,The Bill GatesFauci Phase 1 covid vaccine by Moderna medically disabled 20 of recipients Only half developed any sort of antibody titer Gates Itll do Fauci Close enough ,0
1375109558666944516t,  It is actually against federal law to mandate vaccine that is under an EAU Easy lawsuit ,1
1360534551064379392t,these sick fuckpigs are absolutely out of control COVID19 Oxford vaccine to be tested on children as young as six in worldfirst trial  UK News  Sky News ,0
1250827743622844417t, This whole charade taking advantage of the COVID outbreak by the socalled health govt apparatus is looking like a giant grift to mandate vaccines,1
1429470484891045891t,Endless variantsendless injections Best of luck to the obedient slaves Johnson  Johnson Booster Shot Likely Will Be Necessary Surgeon General Says Possibly With A Different Vaccine ,1
1376575089467068416t,Remember NONE of these vaccines are FDA approved There is a HUGE difference between Emergency Use Authorization and FDA Approved In instances like the one above they are forcing you to take an experimental vaccine to live freely I will never take this vaccine,1
1428844191933730816t, Totally agree I am double vaxxed with AstraZeneca and I am disgusted that the government can force a medical procedure without consent,1
1337401646607896576t, When 2 ppl had allergic reactions to Pfizer vaccine on 1ST DAY it doesnt bode well Now we also discover 10 people died in trials they had to be fit  healthy to participate Frightening Now US has made it mandatory for all its citizens to have vaccine Population culling,1
1316126515164254208t,I have a problem with this   if they become Manditory I will be an Outlaw Hippie Rebel No Government can force any alternating injections into my Body Operation Warp Speed Has Over 6 Billion In Secret Covid19 Vaccine Contracts Evading Scrutiny ,1
1338635806962049025t, Great but this Vaccine is the Trump Vaccine Warp Speed was developed by an emotionally unstable man that is killing us I will not get the Vaccine until I see evidence that it is truly bi partisan  not to mention Trump has stock in Pfizer ,0
1420516012819161095t,Pfizers Documents Stay Away From The Vaxxed If a man who was not vaccinated touches a vaccinated woman or breathes any of the air she breathes and he then has sex with his wife his wife can have an adverse event and she should avoid having children ,0
1362423340795912195t, Heard today on Euro news that The Pope has issued an ultimatum to all Vatican staff  employees  get the covid vaccine or lose your jobs How soon before we get that here,1
1355107857650380805t, No to vaccine passports Vaccinate the vulnerable the over70s the already medically compromised  high risk if they want it With 2 doses They should then be protected from a virus that is of 009 risk to healthy younger people,1
1329115056232132608t,Like the idea of a new Pfizer drug Ask him about the children they killed in Nigeria And Waze they bribed foreign officials to allow them to use these drugs on Nigerian people,0
1318709321404907521t,   In Argentina for a couple of years there is no passport driving license education or health care without vaccination This has all been planned for a long time Evil,1
1311931836877230081t,1 Since vaccines are liabilityfree  and effectively compulsory to a captive market of 76 million children  there is little market incentive for companies to make them safe The public must rely on the moral scruples of Merck GlaxoSmithKline Sanofi and Pfizer,1
1360189544868564994t,  I will not be taking any vaccine for Covid19 I will treat any attempt to forcibly inject me as a lethal threat for that is what it is Resist the tyrannical globalist puppets of   ,1
1328121691428458496t,  There is No Scientific Paper regarding the Vaccines Its ONLY the Lawyers on behalf of Pfizer  their PR department who have RELEASED INFO THERE IS NO SCIENTIFIC EVIDENCE IT IS SAFE OR EVEN NEEDED ,0
1233871155343298560t,  Im sure the CV useless vaccine will be mandated soon No thanks mybodymychoice ,1
1336349582184206336t,    BREAKING FDA announces 2 deaths of Pfizer vaccine trial participants from serious adverse events Fed Up Democrats Say NO to Forced Vaccines in NY,1
1376901220116402180t,The Constitution is my passport and grants me the right to travel freely without some governmentrequired vaccine document,1
1293484588665384960t,Vladimir Putins coronavirus vaccine was approved after tests on only 38 people and causes sideeffects including fever pain and swelling official Russian documents reveal via  ,0
1352813059824205825t,va  Biden wants to squeeze an extra shot of vaccine out of every Pfizer vial It requires special syringes ,0
1262389672237510662t, You can KEEP it No interest in being forced to take this new Poison ,1
1402894840472301568t,Australia Womans death related to AstraZeneca vaccine  via ArutzShevaEn ,0
1441009817468948481t,EBV was first identified in 1964 from cultured tumor cells A reminder the chimerical Chimp DNA adenovirus from AstraZeneca Oxford COVID19 vaccine is grown in some cancer cells Do those cancer cells contain some other yet nonidentified viruses ,0
1305170869182959618t,Covid vaccine rush could make pandemic worse say scientists COVID19 HumanRights HumanRightsViolations HumanatarianCrisis HealthandSafety ,0
1338183906823172101t,coronavirus vaccine CovidVaccine Pfizer CovidVaccines vaccination vaccinetruth WTF Do they expect people to go back to work after getting this or to check into the hospital or clinic where they received it ,1
1365834276634128385t,No That is a violation of a persons civil rights and the Constitution There is no provision for forced inoculation in the Constitution There is no such thing as a shame bucket and a person who is pro vaccine has no special right to force it on others,1
1255139771636015105t, Hell No Should be optional like the flu shot no one should be forced to take a vaccine thats been rushed to market and minimally tested,1
1364502531561246728t,level of safety for the whole public Pfizer and the other drug companies know this and have removed any liability off themselves for vaccine injury and fatalities with the Covid 19 vaccination The main steam media is also not covering stories of incidences post vaccineand,0
1331615178702663688t,Vaccine Fraud Modernas mRNA COVID19 vaccine is the main danger Moderna is pushed by the same entity that is responsible for the voter fraud in the US controls bureaucrats and the propaganda machine aka media worldwide To avoid absolutely To prosecute criminally ,1
1350089923253178369t,Investigation launched as 2 people die in Norway nursing home days after receiving Pfizers Covid19 vaccine The Norwegian Medicines Agency has announced that two nursing home residents passed away days after receiving the PfizerBioNTech Covid19 vacci ,0
1289300993612681217t, No matter what you do  will frig the stats so we have another lockdown and then force Bill Gates vaccine on you All part of ID2020  1 world government This bozo cant even stop migrants being ferried from France What makes you think he wants to protect the UK,1
1365171518003634179t,  the vaccine doesnt stop transmission You are supporting segregation genocide tactics countries have got the virus under control without a vaccine This is Britain not north korea we dont just take peoples rights away,1
1342229968944726016t,Make sure you tell your 10000 souls  278 of Pfizer vaxx recipients since Dec 14 2020 had adverse reactions  cant work now  need medical intervention Thats 278 Ontarians Thats 27800 per million Merry Christmas ,0
1331987990311301122t,The Oxford vaccine should not be approved If a pharmaceutical company cant make sure that all its vaccines for the clinical trial are okay then how can we trust them to make vaccines for the worldwide population,0
1299409840134123522t,   And then they get to mandate it safe or not due to social pressure and momentum And mRNA vaccine tech is has never been tried before on people so no chance for long term study Should work in theory Not sure in theory is good when it comes to altering our own DNA though,1
1293132701881556993t,So Satan the devils brother mr putin as approved the vaccine  then we can see where this is going cant we hmmm  he most definitely is going too make it mandatory for every Russian too have it with every country following suit maybe putindevil,1
1148063644036608000t,This This has the rancid smell of another useless and likely dangerous lyme vaccine Lets just say for arguments sake that I had received a vaccine and because of that I didnt contract Borrelia that still leaves me with 2 strains of Babesia  Bartonella  ehrlichia 1,0
1338688568093446144t,guys dont get the covid vaccine look at what is happenig to m e ,0
1288088987064836098t,Question of the day why is it safer to take an unproven vaccine that alters your genetic make up or an antiviral that has major side effects rather than take a drug with a minute side effect profile that has been in use for over 50 years,0
1283735207363801089t, Polio and Covid19 are different diseases I dont trust a vaccine that is being rushed through testing and for a coronavirus which scientists have never been able to come up with a vaccine for before Lets be honest very few people are washing their masks,0
1371456418050609152t,  As the evidence for available treatments like Ivermectin grows the need for emergency vaccine trials stalls The vulnerable should have 2 doses of the experimental vaccine impacting 99 of likely deaths with Lockdowns will kill many more than covid has,0
1376947269006716928t,   of a disease which may or may not be named Do we deny pregnant women who decline the vaccine while pregnant from even shopping for baby clothes,0
1305974539508224000t, Have you noticed that a lot of the reruns of law and order are along the same line of the Covid19 argument Today measles They won that argument and students must get the vaccine to enter school They have already proven than can control us I had measles before the vaccine,1
1375004367665963008t,StopVaccinePassports because  well its not a vaccine Trades description act  false selling  BorisJohnsonOut EndTheFear EndTheLockdown,1
1336376207617744899t,Four volunteers who got Pfizers vaccine developed Bells palsy  Daily Mail Online ,0
1415949897409474561t,Report FDA to Announce Warning on Johnson  Johnson Vaccine Related to Disorder ,0
1364622986855256069t,   If youve had a covid19 vaccine 2doses you are as protected as you can be from a virus with a 99 survival rate 000005 risk to children and 01 risk to healthy 65yo  To insist healthy unvaccinated people should face restrictions is abhorrent NoVaxports,1
1328164637112614912t,so  telling you that they have a new mRNA vaccine that they have tested on 43000 people and with a 90 efficacy Its not true   Noone has ever produced a safe and effective vaccine against a coronavirus ,0
1329129575083888641t,So last week Pfizer vaccine was 90 effective Then Modena said theirs was 94 all of a sudden Pfizer is 95 Got trust issues yet,0
1375550703050035205t,This is why I wont be taking the vaccine fuck the elderly they racist ,0
1366089797580644353t, 3 Large medical or employment networks or governments make the vaccine mandatory This hasnt happened and I seriously doubt it will I give this a less than 1 chance but you seem to think this is the most likely outcome If this happens Im right there with you 4 ,1
1265565493827698688t,UK wake up now We are just human stock to cabal elites tories We are treated like sheep with an evil shepherd Say no to SocialDistancing masks vaccines It is time to protest  rise in large numbers We unite we are strong WednesdayVibes Covid19 COVIDIOTS are right,0
1375170770821844998t, Actually they stopped all vaccines from AstraZeneca because they got more deaths of people under 39 due to the vaccine than Corona itself ,0
1326431748595605504t,  my biggest issue with the vaccine is the fact that  have an abysmal track record with medicine and its adverse affects Even paying off doctors in the past how can we trust that its safe,0
1297596564970434562t,   The Flu kills more and we have a vaccine that we create every year and it still kills more ppl every year There is nothing to stop a virus It has to burn out and run it course At least with Covid we can use HCQ ZPack and zinc The FLU has nothing Cont,0
1377295728503033857t,no vaccine passports in my state of Florida per  Dont allow the invasion of privacy by the government into your life ChinaJoe NoVaccinePassports ,1
1435490122779201536t,  Nor do I The rights of the vaccinated are ignored totally Time to take Govt to court over this me thinks They have a CONSTITUTIONAL DUTY to act  the Constitution DEMANDS it of them,1
1366845170944253956t,  Dont let the media fool you We DO NOT want this Check out the COVID Vaccine Finder groups with hundreds of thousands of members who still havent been able to get vaccinated Or the teachers on strike because they cant get it as essential workers This isnt our choice ,1
1291453314438238210t,  Yeah Im trying to fig out of hes going to stop mandatory vacc I saw he stepped in for Microsoft to buy till Tok  Gov Has given hundreds of mills to moderna for the vaccine Theyve never created a vaccine i dont like this,1
1331145645521039362t, Its a kill shot  Covid vax will wipe out half the nation over 2 year period MRC5 tissues from aborted foetal tissues Any pro life supporter should avoid this vaccine at all costs Its evil,0
1343423791284723712t, My spouse was forced to have that anthrax vaccine Were well informed and a hard no on first gen covid vax,0
1337171629751885825t,You couldnt pay me to take this covid vaccine aint yall seen zombie movies THIS IS HOW ZOMBIES HAPPEN,1
1296800285818523649t,  It should be personal choice whether you take a vaccine that has been fast tracked vaccines take 1015 years to develop due to safety controls I agree that people falsely believe that Covid is not fatal perhaps they should see the ruptured hearts,1
1364573072595034119t,Me Hey Johnson and Johnson had their single shot vaccine approved My Lady Im good they give women cervical cancer Me ,0
1226215258081157121t,Facebook Take Down Stop Mandatory Vaccinations  Sign the Petition  via  VaccinesWork,1
1374728008242761735t,This is scary Come on people Yall that comply with maskvaccine requirements have let it go way too far,0
1378711832102338562t,   Not difficult to understand Everyone who tested positive and died was attributed to COVID People who die after a vaccine  it must be something else And people are fear mongering if they do attribute it to the vaccine but werent with a positive test ,0
1364226502376656899t, How can you suggest vaccine passports when only a third of people are vaccinated international travel by May  you surely cant let only people that is vaccinated travel if not all the people have been vaccinated you would have a riot on the streets especially from young people,1
1376531386308292616t,If you dont think that vaccine passports are going to be used to make every single one of us into slaves of the government and big business you are incredibly fucking naive No surprise then that I see blueanon type morons saying just get the vaccine on here Wereso fucked,1
1371761156348653569t,    Stupid question The answer is why would I need a forced untested vaccine when my immune system is so good The only people wh will benefit are the pharma companies and the government ministers who have shares in them 999 recovery rate from covid,1
1361368042832289794t,   Newsflash no vaccine is safe You people are quick to spout out that covid has a 99 survive rate yet forego saying the same for people who have vaccines,0
1340202040908234753t,After his failed predictions of superspreader Thanksgiving Anthony Fauci takes on Christmas A rushed vaccine will save us As he  other partisan politicians  medical bureaucrats up pressure for the vaccine the need to persuade drifts towards coercion CovidVaccine,1
1336355999335075840t, not knowing the effects on people i sure hope she doesnt die from vaccine but they would say it was from old age  putting something in our bodies we are not sure of may be deadly to some,0
1283029410862510081t, Unfortunately he cannot elaborate like he does on all the other platforms pushing a fast tracked to COVID19 vaccine which is frightening Super frightening Theres more coming out ,1
1332458601760182273t,Oxford Covid vaccine Regulator asked to assess jab The vaccine has become a tool for Govts to remove our Freedoms Their lack of ability to rid the world of disease the failure they should be removed from office over Experts appearing like Magic ,1
1377328208421396480t,Are these people just getting sick from the vaccination Why would you even test 2 weeks after Makes ZERO sense ITS ANOTHER SCAM Over 100 fully vaccinated people contract COVID19 in Washington state officials say  via ,0
1283262899922886656t, Raise your hand if you want a CureVaccustomized mRNA molecule added to your genome Maybe why the EU suspended its regulations on GMOs Because the next genetically modified organism is going to be us if we let them ,0
1342912408982085635t,So people getting the vaccine still have to wear a mask I thought the vaccine was going to end the war against Covid Or do you have to wait till you get all your doses Genuinely curious,0
1256920022649364484t,If theres a second wave of COVID19 blame efforts to prevent broader immunities from being acquired A vaccine Good luck Flu inoculations arent 100 guarantees against flu strains There are no AIDS or SARS vaccines though mountains of money have been spent on both fools,0
1365935901252157441t,Informed consent Definition Permission granted in full knowledge of the possible risks benefits and consequences This is not possible with an experimental novel vaccine that is still in the trial phases No longterm data Risk  Reward 0 risk for healthy 40yo,0
1273523606807429120t,Why is Moderna Inc being awarded 483 million to develop a GENE EDITING vaccine Would you give this vaccine to your kids PLEASE  PLEASE  PLEASE give us Medical Freedom in your 2020 platform      ,1
1413186017956298756t,Death of 61yearold West Australia woman last month likely linked to AstraZeneca vaccine  ABC News ,0
1365729269746446342t,  No point as many many people are not getting vaccinated by choice Keep your passports its pointless  this planet continues to spin with or without you on it,1
1336690474762035201t, So this Pfizer vaccine has already caused 2 to get annaphalactic shock and 4 others to get bells palsy and they are going to make people take it no thanks,0
1376610562352762889t,Theres no reason to believe the vaccine isnt mostly safe and people should have the right to refuse it,1
1377026433218936834t, Their target is 80 of adults vaccinated instructions to NHS They will try every trick in the psychological modelling book to achieve this  throw unlimited amounts of money at it Wait for the younger celeb roll out as they go down the age programme   Make it stop,1
1439742149894025216t, I had COVID19 in Aug 2020 tested positive for antibodies and got both Moderna doses However Im reading that the vaccine only lasts 6 months  u can still get COVID even if vaccinated So what r the reasons 4 mandating the vaccine What is the logic,1
1405828301839495169t,With no data available the effectiveness of Sinovac against new Covid19 variants is unknown What is known of other vaccines against the Delta variant is a marked drop in protection with only one dose and a more limited drop once fully immunized ,0
1435141672350797834t,3rd person dies in Japan after receiving recalled Moderna COVID19 shot  ,0
1248088469605400578t,  Looks like were right on pace Praying we get a corona crash in this market too something tells me that mandatory vaccine aint gonna help much tho lmaoo,1
1451695730477895684t,17YearOld Develops Multisystem Inflammatory Syndrome and Myocarditis After Pfizer Vaccine Report Shows  Childrens Health Defense ,0
1333367034437103617t, Any business that threaten or coerce employees into taking the vaccine should be prepared to gladly accept liability for any death or injury that occurs as a result,1
1376553931183169543t,  forcing people to get a vaccination that is not approved by the FDA in order to travel and other access is just straight up wrong,1
1240731130921463808t,  The virus is real It was allowed to spread in the West ignorance or malice  take your pick There will be huge unemployment There will be bailouts for the rich that dwarf 2009 You will be forced to take a covid vaccine whether it works or not yearly  Take it in and plan,1
1337858785998557185t,COVID can be cured by vitamin C  D No one should be forced to take a experimental vaccine Totalitarianism Immortal Bitcoin fixes this,1
1284542770581868544t, Lockdowns and vaccines may stop Covid19 but they will not stop the next virus from coming Is this the same approach to protect against Covid20212223 No one talks about boosting your own immune system sleeping exercising vitamin cd,0
1364629893812740099t,       Its scary to see what brainwashed people will actually do It makes me wonder if these folks will do that to someone who isnt vaccinated On the other hand at least we got allies,0
1350166550616174593t,23 die in Norway after receiving Pfizer COVID19 vaccine Thats the more reason we need to do a laboratory test before we can administer the vaccine on our people ,0
1363878827810775040t,The vaccine was supposed to set us free Now we hear about masks in the classroom and corridors and continued mass testing Now they want to vaccinate our kids  They will never let us return to normal EnoughIsEnough,0
1378600503387426821t,       THERE is no informed consent not informed of adverse effects Stop coercing our people into taking a dangerous experimental gene altering therapy not preventing covid It is NOT A VACCINE STOP THE LIES it is a violation of the NUREMBERG CODES to use experiment on popula,1
1375235132546768910t,Whats taken you so long to realise this The virus is a vector for the passport The vaccine is vector for the passport We have lost our freedoms more than any other democracy in the world And it is not going to end WE HAVE TO END THIS NOW,1
1253812242778210305t,  I will never never be caught getting a socalled vaccine from your shady corrupt company No thanks,0
1402545881891569667t, why astrazeneca vaccine are still selling need ban astrazeneca first blood clots not rare in az vaccine tbh ,0
1327167522399989763t,I wonder where our camp will be located Gates Foundation pours another 70mn into pushing Covid19 vaccines on 3rd world countries as safety  efficacy questions remain ,1
1375168641310846978t,folks just cant wait to get that vaccine to be able to go out and make their bartender close out their credit card five times in one night,1
1346642643191693313t,Concern over Pfizer vaccine as Portuguese nurse dies suddenly after receiving jab ,0
1329735596546338816t, Have you stopped to think about the long term effects of introducing these ingredients into your DNA just BC your government tells you to Why Oh  did u know that you have no legal recourse for any  all harm done by a CovidVaccine PrepAct,0
1253869839191547907t, We are Rights activists from basic rights to vaccine mandates etc every single one of us is against vaccines due to our personal experiences and research as to why our experiences happened in the first place Everyone deserves to know ingredients  affects,1
1408549071271329792t,More discovery of the risk of Pfizer Covid19 Vaccine ,0
1336607520929026049t, Yet they can approve the Pfizer vaccine without any peer reviewed data,0
1405031401074966528t,Ahso  has appeased Andrew Lloyd Webber with some kind of vaccine passport pilot scheme idea Just reopen everything to everyone Its time  this wont help other theatres only yours  ,1
