ID,tweet,country
1347792425016823810t,Carlos Palestino the brotherinlaw of Mexican doctor Karla Cecilia Perez was paralyzed hours after receiving the PfizerBioNTech COVID19 vaccine according to reports There have been several anecdotal reports about patients dying after receiving the vaccine in Europe,0
1141845640185561092t, Yes I once commented in a vaccine thread that some people with Lyme risk relapse from vaccination and mentioned a friend who was the sickest Ive ever seen after a flu shot People went nuts I cried and then blocked,0
1377115001488478211t, Ed to be fair we all know its only the Russian vaccine that ends up tattooing 666 on ones forehead You know Gog and Magog and all that which in translation is Im told Gates and Putin for the Win,1
1365736165677035522t,All these years we took the flu vaccine and all kinds of medications when all we had to do was wash our hands and wear masks ,0
1331320600799834113t,   Having spent quite a bit of time there I can tell you that you DO NOT want a Russian vaccine It will make their people sick it wii make you sick,1
1293383556102750208t,Whoever believes the RussianVaccine is the answercure is stupid  please dont believe this shit RussiaHoax,1
1333388217194860545t,I meant a wonder vaccine has just been discovered Why the hell is the NHS spending our money in celebrities to convince you to take a vaccine you should already want to take,1
1371638621086875649t,Eugenics 101 Around 60 of those whove died with Covid had a disabilityMany elderly would rather not have had vaccine but herdedtold they must Deaths in the over 80s shot up exponentially immediately after and Pfizer admits it suppressed immunity for at least a week  ,0
1398000361789693957t,Coroners to investigate after BBC presenters family say she died of blood clot following AstraZeneca jab ,0
1353289491524550657t,It would be better to have actually caught this mild illness for the 98percent of usOH wait a minute EVEN if I caught it do I still need to take the vaccineso IF I get the JAG but still keep ALL the masks the distancing and the BS yes note to selfDO NOT GET VACCINE ,0
1255208092368805888t,Not taking flu or China virus vaccinedone with vaccines after what Ive been hearing,1
1330841393967886337t,Pfizer Tests COVID19 Vaccine on Kids Frauds lawsuits and convictions of their crimes against Humanity should we trust them ,0
1293145644937469952t, Trump is gonna push Russias vaccine on us while he tries to dismantle social security and all our elderly citizens because covid wasnt knocking them fast enough,1
1293203414730457089t,YeahRussian vaccine that hasnt even been tested Hard pass,1
1334516549562949632t, Would think their wives and children should also take the vaccine innoculations live for the entire nation to view Then they should all be monitored to see what side effects take place within each of them,0
1294049509622784000t,LOL Putin trying to find way to kill Americans directly since his ass less than 100 days from losing the  Anyone takes this Russian Vaccine is a Damn Moron ,1
1297221952826793986t, tRump will push the unproven Russian vaccine  kill Americans No way am I trusting any vaccine from PutinsPuppet,1
1334936052079980551t,  If Covid19 vaccine is safe so why manufacturing companies are asking for legal protection from Governments against legal problems that may happen due to vaccine complication as what happened in UKwhose Government gave Pfizer legal protection before vaccinating people in UK ,0
1365388980959633408t,So to sum up Would I take the genuine OxfordAstraZeneca vaccine DEFINITELY YES and with pleasure Would I take the madeinIndia copycat of that vaccine Id rather not unless Health Canada better explains how it has assured qualitywhich it hasnt,1
1255817141992992768t,Ill be declining but Im sure there will be plenty lining up to exchange their natural freedom rights for a concoction that manufacturers will be given gov protected indemnity Covid19 Pharma giant on board to manufacture as yet unproven Oxford vaccine ,0
